dipodomys_ordii ENSDORG00000007155
pundamilia_nyererei ENSPNYG00000002774
neolamprologus_brichardi ENSNBRG00000016488
oreochromis_niloticus ENSONIG00000015160
amphilophus_citrinellus ENSACIG00000013226
amphiprion_percula ENSAPEG00000020529
amphiprion_ocellaris ENSAOCG00000023356
acanthochromis_polyacanthus ENSAPOG00000005132
stegastes_partitus ENSSPAG00000021061
seriola_lalandi_dorsalis ENSSLDG00000008317
seriola_dumerili ENSSDUG00000005961
scophthalmus_maximus ENSSMAG00000010048
monopterus_albus ENSMALG00000013639
monopterus_albus ENSMALG00000013675
mastacembelus_armatus ENSMAMG00000008645
anabas_testudineus ENSATEG00000014951
gadus_morhua ENSGMOG00000001802
scleropages_formosus ENSSFOG00015021170
paramormyrops_kingsleyae ENSPKIG00000010839
lepisosteus_oculatus ENSLOCG00000002838
apteryx_owenii ENSAOWG00000009355
apteryx_haastii ENSAHAG00000009529
apteryx_haastii ENSAHAG00000017668
apteryx_rowi ENSARWG00000000238
dromaius_novaehollandiae ENSDNVG00000009435
nothoprocta_perdicaria ENSNPEG00000014642
gallus_gallus ENSGALG00000010230
coturnix_japonica ENSCJPG00005009939
meleagris_gallopavo ENSMGAG00000010395
numida_meleagris ENSNMEG00000021447
anas_platyrhynchos_platyrhynchos ENSAPLG00000007216
anser_brachyrhynchus ENSABRG00000017040
lonchura_striata_domestica ENSLSDG00000012598
taeniopygia_guttata ENSTGUG00000007934
serinus_canaria ENSSCAG00000001234
parus_major ENSPMJG00000019575
cyanistes_caeruleus ENSCCEG00000015774
ficedula_albicollis ENSFALG00000005015
junco_hyemalis ENSJHYG00000007988
zonotrichia_albicollis ENSZALG00000008107
lepidothrix_coronata ENSLCOG00000000629
manacus_vitellinus ENSMVIG00005011987
melopsittacus_undulatus ENSMUNG00000010932
calidris_pygmaea ENSCPGG00000014621
calidris_pugnax ENSCPUG00000011958
crocodylus_porosus ENSCPRG00005017812
gopherus_agassizii ENSGAGG00000023232
chelonoidis_abingdonii ENSCABG00000004873
chrysemys_picta_bellii ENSCPBG00000005403
pelodiscus_sinensis ENSPSIG00000010305
anolis_carolinensis ENSACAG00000015178
pogona_vitticeps ENSPVIG00000022698
notechis_scutatus ENSNSUG00000015721
salvator_merianae ENSSMRG00000018378
sphenodon_punctatus ENSSPUG00000003450
latimeria_chalumnae ENSLACG00000016055
xenopus_tropicalis ENSXETG00000029933
tetraodon_nigroviridis ENSTNIG00000004596
