lepidothrix_coronata ENSLCOG00000003572
monopterus_albus ENSMALG00000002492
mastacembelus_armatus ENSMAMG00000006028
hippocampus_comes ENSHCOG00000014081
gasterosteus_aculeatus ENSGACG00000007754
labrus_bergylta ENSLBEG00000027764
mola_mola ENSMMOG00000010394
amphiprion_ocellaris ENSAOCG00000007335
amphiprion_percula ENSAPEG00000017583
acanthochromis_polyacanthus ENSAPOG00000002305
stegastes_partitus ENSSPAG00000020134
fundulus_heteroclitus ENSFHEG00000002914
cyprinodon_variegatus ENSCVAG00000017495
xiphophorus_maculatus ENSXMAG00000011069
xiphophorus_couchianus ENSXCOG00000012842
gambusia_affinis ENSGAFG00000008280
poecilia_formosa ENSPFOG00000009246
poecilia_mexicana ENSPMEG00000021292
poecilia_latipinna ENSPLAG00000018324
poecilia_reticulata ENSPREG00000019212
kryptolebias_marmoratus ENSKMAG00000001623
oryzias_latipes ENSORLG00000011266
oryzias_latipes ENSORLG00020015130
oryzias_latipes_asm223469v1 ENSORLG00015022798
oryzias_melastigma ENSOMEG00000002936
astatotilapia_calliptera ENSACLG00000007776
maylandia_zebra ENSMZEG00005007581
pundamilia_nyererei ENSPNYG00000013164
haplochromis_burtoni ENSHBUG00000015384
neolamprologus_brichardi ENSNBRG00000004311
oreochromis_niloticus ENSONIG00000016728
amphilophus_citrinellus ENSACIG00000008850
tetraodon_nigroviridis ENSTNIG00000004193
takifugu_rubripes ENSTRUG00000008506
cynoglossus_semilaevis ENSCSEG00000019039
periophthalmus_magnuspinnatus ENSPMGG00000021914
gadus_morhua ENSGMOG00000017353
esox_lucius ENSELUG00000010852
scleropages_formosus ENSSFOG00015016132
paramormyrops_kingsleyae ENSPKIG00000022830
lepisosteus_oculatus ENSLOCG00000007700
pogona_vitticeps ENSPVIG00000007300
anolis_carolinensis ENSACAG00000015305
notechis_scutatus ENSNSUG00000020609
salvator_merianae ENSSMRG00000009243
sphenodon_punctatus ENSSPUG00000001507
apteryx_rowi ENSARWG00000006966
apteryx_haastii ENSAHAG00000008369
apteryx_owenii ENSAOWG00000011426
dromaius_novaehollandiae ENSDNVG00000005632
nothoprocta_perdicaria ENSNPEG00000013990
coturnix_japonica ENSCJPG00005003540
gallus_gallus ENSGALG00000028681
meleagris_gallopavo ENSMGAG00000001470
numida_meleagris ENSNMEG00000011009
anser_brachyrhynchus ENSABRG00000003089
anas_platyrhynchos_platyrhynchos ENSAPLG00000008333
crocodylus_porosus ENSCPRG00005009164
gopherus_agassizii ENSGAGG00000014308
chelonoidis_abingdonii ENSCABG00000008425
chrysemys_picta_bellii ENSCPBG00000014338
pelodiscus_sinensis ENSPSIG00000009913
xenopus_tropicalis ENSXETG00000023220
latimeria_chalumnae ENSLACG00000014296
petromyzon_marinus ENSPMAG00000006714
