pygocentrus_nattereri ENSPNAG00000009206
heterocephalus_glaber_female ENSHGLG00000006824
fukomys_damarensis ENSFDAG00000012381
cavia_aperea ENSCAPG00000007184
cavia_porcellus ENSCPOG00000001873
octodon_degus ENSODEG00000012025
chinchilla_lanigera ENSCLAG00000015417
ictidomys_tridecemlineatus ENSSTOG00000026098
urocitellus_parryii ENSUPAG00010012876
marmota_marmota_marmota ENSMMMG00000007290
spermophilus_dauricus ENSSDAG00000009135
castor_canadensis ENSCCNG00000016628
dipodomys_ordii ENSDORG00000011200
oryctolagus_cuniculus ENSOCUG00000003491
ochotona_princeps ENSOPRG00000006866
tupaia_belangeri ENSTBEG00000003000
gorilla_gorilla ENSGGOG00000011407
homo_sapiens ENSG00000055813
pan_troglodytes ENSPTRG00000011940
pan_paniscus ENSPPAG00000031213
pongo_abelii ENSPPYG00000012396
nomascus_leucogenys ENSNLEG00000009421
papio_anubis ENSPANG00000016914
theropithecus_gelada ENSTGEG00000007066
cercocebus_atys ENSCATG00000041791
macaca_fascicularis ENSMFAG00000044378
macaca_mulatta ENSMMUG00000015888
macaca_nemestrina ENSMNEG00000041770
mandrillus_leucophaeus ENSMLEG00000016881
chlorocebus_sabaeus ENSCSAG00000014374
rhinopithecus_bieti ENSRBIG00000036673
rhinopithecus_roxellana ENSRROG00000024655
piliocolobus_tephrosceles ENSPTEG00000015497
colobus_angolensis_palliatus ENSCANG00000029853
saimiri_boliviensis_boliviensis ENSSBOG00000024988
callithrix_jacchus ENSCJAG00000009663
cebus_capucinus ENSCCAG00000027442
aotus_nancymaae ENSANAG00000035494
carlito_syrichta ENSTSYG00000011293
microcebus_murinus ENSMICG00000029777
propithecus_coquereli ENSPCOG00000022821
prolemur_simus ENSPSMG00000014659
otolemur_garnettii ENSOGAG00000026544
equus_asinus_asinus ENSEASG00005002008
equus_caballus ENSECAG00000009888
erinaceus_europaeus ENSEEUG00000002358
loxodonta_africana ENSLAFG00000002154
procavia_capensis ENSPCAG00000002497
dasypus_novemcinctus ENSDNOG00000044858
ursus_maritimus ENSUMAG00000018900
ornithorhynchus_anatinus ENSOANG00000011176
xenopus_tropicalis ENSXETG00000006078
latimeria_chalumnae ENSLACG00000004898
