lepisosteus_oculatus ENSLOCG00000018062
betta_splendens ENSBSLG00000000044
betta_splendens ENSBSLG00000008755
cottoperca_gobio ENSCGOG00000019346
mola_mola ENSMMOG00000006940
mastacembelus_armatus ENSMAMG00000018151
monopterus_albus ENSMALG00000003409
anabas_testudineus ENSATEG00000017084
gasterosteus_aculeatus ENSGACG00000017840
larimichthys_crocea ENSLCRG00005012033
amphiprion_percula ENSAPEG00000016865
amphiprion_ocellaris ENSAOCG00000010174
acanthochromis_polyacanthus ENSAPOG00000020795
stegastes_partitus ENSSPAG00000020943
amphilophus_citrinellus ENSACIG00000021798
amphilophus_citrinellus ENSACIG00000002372
maylandia_zebra ENSMZEG00005022596
astatotilapia_calliptera ENSACLG00000019351
haplochromis_burtoni ENSHBUG00000008892
pundamilia_nyererei ENSPNYG00000008074
neolamprologus_brichardi ENSNBRG00000013879
oreochromis_niloticus ENSONIG00000014507
parambassis_ranga ENSPRNG00000018686
gouania_willdenowi ENSGWIG00000013184
hippocampus_comes ENSHCOG00000018629
cynoglossus_semilaevis ENSCSEG00000004347
periophthalmus_magnuspinnatus ENSPMGG00000018548
hucho_hucho ENSHHUG00000042739
esox_lucius ENSELUG00000018985
astyanax_mexicanus ENSAMXG00005017124
astyanax_mexicanus ENSAMXG00000025411
pygocentrus_nattereri ENSPNAG00000021743
electrophorus_electricus ENSEEEG00000009115
ictalurus_punctatus ENSIPUG00000002419
danio_rerio ENSDARG00000079183
clupea_harengus ENSCHAG00000008305
clupea_harengus ENSCHAG00000008275
clupea_harengus ENSCHAG00000023227
clupea_harengus ENSCHAG00000018857
scleropages_formosus ENSSFOG00015001702
paramormyrops_kingsleyae ENSPKIG00000002602
callorhinchus_milii ENSCMIG00000010672
callorhinchus_milii ENSCMIG00000010666
callorhinchus_milii ENSCMIG00000010664
callorhinchus_milii ENSCMIG00000010670
callorhinchus_milii ENSCMIG00000010671
callorhinchus_milii ENSCMIG00000002985
eptatretus_burgeri ENSEBUG00000002965
