lonchura_striata_domestica ENSLSDG00000003351
panthera_tigris_altaica ENSPTIG00000005616
panthera_pardus ENSPPRG00000010397
felis_catus ENSFCAG00000005257
equus_asinus_asinus ENSEASG00005003805
equus_caballus ENSECAG00000017857
gorilla_gorilla ENSGGOG00000013662
homo_sapiens ENSG00000141646
pan_paniscus ENSPPAG00000027913
pan_troglodytes ENSPTRG00000010028
pongo_abelii ENSPPYG00000009165
nomascus_leucogenys ENSNLEG00000011859
rhinopithecus_roxellana ENSRROG00000044703
rhinopithecus_bieti ENSRBIG00000033412
piliocolobus_tephrosceles ENSPTEG00000016298
colobus_angolensis_palliatus ENSCANG00000037880
papio_anubis ENSPANG00000024703
theropithecus_gelada ENSTGEG00000024886
chlorocebus_sabaeus ENSCSAG00000018094
macaca_nemestrina ENSMNEG00000030827
macaca_fascicularis ENSMFAG00000037003
macaca_mulatta ENSMMUG00000018334
cercocebus_atys ENSCATG00000041132
mandrillus_leucophaeus ENSMLEG00000027611
callithrix_jacchus ENSCJAG00000001910
cebus_capucinus ENSCCAG00000033380
saimiri_boliviensis_boliviensis ENSSBOG00000029676
aotus_nancymaae ENSANAG00000025293
carlito_syrichta ENSTSYG00000009792
propithecus_coquereli ENSPCOG00000024716
prolemur_simus ENSPSMG00000020569
microcebus_murinus ENSMICG00000017525
otolemur_garnettii ENSOGAG00000012081
cricetulus_griseus_crigri-picr ENSCGRG00015024122
cricetulus_griseus_crigri ENSCGRG00000004106
cricetulus_griseus_chok1gshd ENSCGRG00001022246
mesocricetus_auratus ENSMAUG00000009716
microtus_ochrogaster ENSMOCG00000014880
peromyscus_maniculatus_bairdii ENSPEMG00000013699
mus_spicilegus ENSMSIG00000011073
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023305
mus_musculus ENSMUSG00000024515
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022392
mus_pahari MGP_PahariEiJ_G0019120
meriones_unguiculatus ENSMUGG00000013950
nannospalax_galili ENSNGAG00000001717
jaculus_jaculus ENSJJAG00000008893
octodon_degus ENSODEG00000018472
chinchilla_lanigera ENSCLAG00000009301
cavia_porcellus ENSCPOG00000006470
cavia_aperea ENSCAPG00000002642
heterocephalus_glaber_female ENSHGLG00000005758
heterocephalus_glaber_male ENSHGLG00100010303
fukomys_damarensis ENSFDAG00000008134
urocitellus_parryii ENSUPAG00010015300
spermophilus_dauricus ENSSDAG00000005492
ictidomys_tridecemlineatus ENSSTOG00000028580
marmota_marmota_marmota ENSMMMG00000005628
castor_canadensis ENSCCNG00000012265
rattus_norvegicus ENSRNOG00000051965
microcebus_murinus ENSMICG00000049521
oryctolagus_cuniculus ENSOCUG00000003929
ochotona_princeps ENSOPRG00000013601
erinaceus_europaeus ENSEEUG00000001575
sorex_araneus ENSSARG00000013883
dipodomys_ordii ENSDORG00000009089
tupaia_belangeri ENSTBEG00000014105
dasypus_novemcinctus ENSDNOG00000005063
choloepus_hoffmanni ENSCHOG00000000860
loxodonta_africana ENSLAFG00000012595
procavia_capensis ENSPCAG00000009142
echinops_telfairi ENSETEG00000007750
ornithorhynchus_anatinus ENSOANG00000008117
ornithorhynchus_anatinus ENSOANG00000030959
latimeria_chalumnae ENSLACG00000008214
xenopus_tropicalis ENSXETG00000022355
takifugu_rubripes ENSTRUG00000014045
tetraodon_nigroviridis ENSTNIG00000009050
xiphophorus_couchianus ENSXCOG00000003073
xiphophorus_maculatus ENSXMAG00000005051
gambusia_affinis ENSGAFG00000009967
poecilia_formosa ENSPFOG00000019807
poecilia_mexicana ENSPMEG00000012931
poecilia_latipinna ENSPLAG00000005111
poecilia_reticulata ENSPREG00000013851
cyprinodon_variegatus ENSCVAG00000021820
fundulus_heteroclitus ENSFHEG00000020053
kryptolebias_marmoratus ENSKMAG00000009868
oryzias_latipes ENSORLG00020018371
oryzias_latipes_asm223469v1 ENSORLG00015005843
oryzias_latipes ENSORLG00000007703
oryzias_melastigma ENSOMEG00000002982
cynoglossus_semilaevis ENSCSEG00000016829
mola_mola ENSMMOG00000009416
gasterosteus_aculeatus ENSGACG00000016858
labrus_bergylta ENSLBEG00000018291
monopterus_albus ENSMALG00000012164
anabas_testudineus ENSATEG00000019422
mastacembelus_armatus ENSMAMG00000011989
seriola_dumerili ENSSDUG00000005304
seriola_lalandi_dorsalis ENSSLDG00000011357
scophthalmus_maximus ENSSMAG00000002673
amphiprion_ocellaris ENSAOCG00000020944
amphiprion_percula ENSAPEG00000012744
acanthochromis_polyacanthus ENSAPOG00000010474
stegastes_partitus ENSSPAG00000004597
astatotilapia_calliptera ENSACLG00000014529
maylandia_zebra ENSMZEG00005018613
pundamilia_nyererei ENSPNYG00000008130
haplochromis_burtoni ENSHBUG00000021658
neolamprologus_brichardi ENSNBRG00000004691
oreochromis_niloticus ENSONIG00000014036
amphilophus_citrinellus ENSACIG00000018584
periophthalmus_magnuspinnatus ENSPMGG00000010709
hippocampus_comes ENSHCOG00000018817
fundulus_heteroclitus ENSFHEG00000014926
gadus_morhua ENSGMOG00000013964
esox_lucius ENSELUG00000023358
astyanax_mexicanus ENSAMXG00000019219
pygocentrus_nattereri ENSPNAG00000019854
ictalurus_punctatus ENSIPUG00000005015
pygocentrus_nattereri ENSPNAG00000028869
danio_rerio ENSDARG00000075226
xiphophorus_maculatus ENSXMAG00000024615
xiphophorus_couchianus ENSXCOG00000005185
gambusia_affinis ENSGAFG00000013702
poecilia_formosa ENSPFOG00000018987
poecilia_mexicana ENSPMEG00000006462
poecilia_latipinna ENSPLAG00000002354
poecilia_reticulata ENSPREG00000018572
cyprinodon_variegatus ENSCVAG00000006109
kryptolebias_marmoratus ENSKMAG00000021172
oryzias_latipes ENSORLG00000005020
oryzias_latipes_asm223469v1 ENSORLG00015008630
oryzias_latipes ENSORLG00020020160
oryzias_melastigma ENSOMEG00000023362
takifugu_rubripes ENSTRUG00000011769
tetraodon_nigroviridis ENSTNIG00000003193
mola_mola ENSMMOG00000000114
gasterosteus_aculeatus ENSGACG00000007495
labrus_bergylta ENSLBEG00000007538
seriola_dumerili ENSSDUG00000022248
seriola_lalandi_dorsalis ENSSLDG00000024901
scophthalmus_maximus ENSSMAG00000001029
monopterus_albus ENSMALG00000009630
mastacembelus_armatus ENSMAMG00000001386
anabas_testudineus ENSATEG00000015137
amphiprion_ocellaris ENSAOCG00000021361
amphiprion_percula ENSAPEG00000003568
acanthochromis_polyacanthus ENSAPOG00000024254
stegastes_partitus ENSSPAG00000002526
maylandia_zebra ENSMZEG00005004897
astatotilapia_calliptera ENSACLG00000017640
pundamilia_nyererei ENSPNYG00000010448
haplochromis_burtoni ENSHBUG00000010531
neolamprologus_brichardi ENSNBRG00000012448
oreochromis_niloticus ENSONIG00000015035
amphilophus_citrinellus ENSACIG00000005628
cynoglossus_semilaevis ENSCSEG00000006818
periophthalmus_magnuspinnatus ENSPMGG00000017084
hippocampus_comes ENSHCOG00000010832
gadus_morhua ENSGMOG00000005844
astyanax_mexicanus ENSAMXG00000003756
ictalurus_punctatus ENSIPUG00000023608
danio_rerio ENSDARG00000012649
paramormyrops_kingsleyae ENSPKIG00000016848
scleropages_formosus ENSSFOG00015020724
esox_lucius ENSELUG00000020159
lepisosteus_oculatus ENSLOCG00000012872
fundulus_heteroclitus ENSFHEG00000022637
petromyzon_marinus ENSPMAG00000008404
