lepidothrix_coronata ENSLCOG00000001928
clupea_harengus ENSCHAG00000004818
denticeps_clupeoides ENSDCDG00000021218
astyanax_mexicanus ENSAMXG00000003260
astyanax_mexicanus ENSAMXG00005015074
pygocentrus_nattereri ENSPNAG00000012306
ictalurus_punctatus ENSIPUG00000016111
electrophorus_electricus ENSEEEG00000019633
danio_rerio ENSDARG00000113547
larimichthys_crocea ENSLCRG00005015932
hucho_hucho ENSHHUG00000019579
paramormyrops_kingsleyae ENSPKIG00000011365
scleropages_formosus ENSSFOG00015005498
paramormyrops_kingsleyae ENSPKIG00000016644
lepisosteus_oculatus ENSLOCG00000012098
erpetoichthys_calabaricus ENSECRG00000011574
callorhinchus_milii ENSCMIG00000014955
