anabas_testudineus ENSATEG00000005333
saimiri_boliviensis_boliviensis ENSSBOG00000028637
aotus_nancymaae ENSANAG00000033112
dipodomys_ordii ENSDORG00000027517
castor_canadensis ENSCCNG00000023089
cavia_porcellus ENSCPOG00000003431
octodon_degus ENSODEG00000010859
heterocephalus_glaber_female ENSHGLG00000005566
urocitellus_parryii ENSUPAG00010013921
ictidomys_tridecemlineatus ENSSTOG00000020272
marmota_marmota_marmota ENSMMMG00000020441
mus_spicilegus ENSMSIG00000026471
mus_musculus ENSMUSG00000070345
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017780
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016933
mus_pahari MGP_PahariEiJ_G0018062
rattus_norvegicus ENSRNOG00000056793
meriones_unguiculatus ENSMUGG00000013589
microtus_ochrogaster ENSMOCG00000003770
peromyscus_maniculatus_bairdii ENSPEMG00000017013
cricetulus_griseus_crigri-picr ENSCGRG00015006740
cricetulus_griseus_chok1gshd ENSCGRG00001002570
cricetulus_griseus_crigri ENSCGRG00000015996
mesocricetus_auratus ENSMAUG00000000091
nannospalax_galili ENSNGAG00000014434
jaculus_jaculus ENSJJAG00000003557
oryctolagus_cuniculus ENSOCUG00000009733
ochotona_princeps ENSOPRG00000015693
heterocephalus_glaber_male ENSHGLG00100011034
fukomys_damarensis ENSFDAG00000018362
chinchilla_lanigera ENSCLAG00000011761
spermophilus_dauricus ENSSDAG00000020462
carlito_syrichta ENSTSYG00000001612
capra_hircus ENSCHIG00000024622
ovis_aries ENSOARG00000010417
bos_taurus ENSBTAG00000001166
bos_mutus ENSBMUG00000020722
bison_bison_bison ENSBBBG00000011870
vicugna_pacos ENSVPAG00000001807
sus_scrofa ENSSSCG00000017641
tursiops_truncatus ENSTTRG00000006851
equus_asinus_asinus ENSEASG00005002783
equus_caballus ENSECAG00000017983
pteropus_vampyrus ENSPVAG00000002322
myotis_lucifugus ENSMLUG00000006132
canis_lupus_familiaris ENSCAFG00000017528
canis_lupus_dingo ENSCAFG00020025809
vulpes_vulpes ENSVVUG00000012602
neovison_vison ENSNVIG00000013067
mustela_putorius_furo ENSMPUG00000015321
ursus_americanus ENSUAMG00000005165
ursus_maritimus ENSUMAG00000022799
panthera_tigris_altaica ENSPTIG00000010494
panthera_pardus ENSPPRG00000012961
sorex_araneus ENSSARG00000012764
erinaceus_europaeus ENSEEUG00000012375
choloepus_hoffmanni ENSCHOG00000001203
dasypus_novemcinctus ENSDNOG00000014871
echinops_telfairi ENSETEG00000014190
procavia_capensis ENSPCAG00000011323
loxodonta_africana ENSLAFG00000029785
theropithecus_gelada ENSTGEG00000022473
monodelphis_domestica ENSMODG00000014701
sarcophilus_harrisii ENSSHAG00000010385
phascolarctos_cinereus ENSPCIG00000015603
notamacropus_eugenii ENSMEUG00000007286
ornithorhynchus_anatinus ENSOANG00000008484
latimeria_chalumnae ENSLACG00000015426
cyanistes_caeruleus ENSCCEG00000016095
lonchura_striata_domestica ENSLSDG00000013630
