tursiops_truncatus ENSTTRG00000000728
equus_caballus ENSECAG00000019065
myotis_lucifugus ENSMLUG00000000111
dasypus_novemcinctus ENSDNOG00000016677
loxodonta_africana ENSLAFG00000009158
procavia_capensis ENSPCAG00000003607
pogona_vitticeps ENSPVIG00000020395
anolis_carolinensis ENSACAG00000003056
notechis_scutatus ENSNSUG00000007324
salvator_merianae ENSSMRG00000022927
sphenodon_punctatus ENSSPUG00000014950
manacus_vitellinus ENSMVIG00005006696
lepidothrix_coronata ENSLCOG00000001750
taeniopygia_guttata ENSTGUG00000015439
taeniopygia_guttata ENSTGUG00000005541
lonchura_striata ENSLSDG00000009867
serinus_canaria ENSSCAG00000010972
parus_major ENSPMJG00000010585
cyanistes_caeruleus ENSCCEG00000017140
ficedula_albicollis ENSFALG00000002052
zonotrichia_albicollis ENSZALG00000002380
junco_hyemalis ENSJHYG00000014004
melopsittacus_undulatus ENSMUNG00000008877
calidris_pygmaea ENSCPGG00000010430
calidris_pugnax ENSCPUG00000012275
meleagris_gallopavo ENSMGAG00000014573
coturnix_japonica ENSCJPG00005008689
gallus_gallus ENSGALG00000016164
numida_meleagris ENSNMEG00000012988
anser_brachyrhynchus ENSABRG00000015096
anas_platyrhynchos ENSAPLG00000008841
apteryx_rowi ENSARWG00000017800
apteryx_owenii ENSAOWG00000014198
apteryx_haastii ENSAHAG00000001133
dromaius_novaehollandiae ENSDNVG00000005813
nothoprocta_perdicaria ENSNPEG00000009023
crocodylus_porosus ENSCPRG00005016219
chelonoidis_abingdonii ENSCABG00000020992
gopherus_agassizii ENSGAGG00000010711
chrysemys_picta ENSCPBG00000012934
pelodiscus_sinensis ENSPSIG00000016140
vombatus_ursinus ENSVURG00010023335
phascolarctos_cinereus ENSPCIG00000003816
notamacropus_eugenii ENSMEUG00000012288
sarcophilus_harrisii ENSSHAG00000014199
monodelphis_domestica ENSMODG00000021016
ornithorhynchus_anatinus ENSOANG00000006449
paramormyrops_kingsleyae ENSPKIG00000011168
scleropages_formosus ENSSFOG00015004940
scleropages_formosus ENSSFOG00015007941
paramormyrops_kingsleyae ENSPKIG00000015820
denticeps_clupeoides ENSDCDG00000017391
denticeps_clupeoides ENSDCDG00000016155
clupea_harengus ENSCHAG00000020239
astyanax_mexicanus ENSAMXG00005012498
astyanax_mexicanus ENSAMXG00000010251
pygocentrus_nattereri ENSPNAG00000011675
ictalurus_punctatus ENSIPUG00000020316
electrophorus_electricus ENSEEEG00000023471
danio_rerio ENSDARG00000063475
hucho_hucho ENSHHUG00000040840
hucho_hucho ENSHHUG00000016063
esox_lucius ENSELUG00000016910
erpetoichthys_calabaricus ENSECRG00000004665
erpetoichthys_calabaricus ENSECRG00000018196
lepisosteus_oculatus ENSLOCG00000002133
mola_mola ENSMMOG00000009491
tetraodon_nigroviridis ENSTNIG00000011216
cynoglossus_semilaevis ENSCSEG00000006046
poecilia_formosa ENSPFOG00000010302
poecilia_mexicana ENSPMEG00000004730
poecilia_latipinna ENSPLAG00000016889
poecilia_reticulata ENSPREG00000001187
xiphophorus_maculatus ENSXMAG00000014199
xiphophorus_couchianus ENSXCOG00000012703
gambusia_affinis ENSGAFG00000017007
fundulus_heteroclitus ENSFHEG00000021595
cyprinodon_variegatus ENSCVAG00000021143
kryptolebias_marmoratus ENSKMAG00000011798
oryzias_latipes ENSORLG00000020791
oryzias_latipes ENSORLG00015011925
oryzias_latipes ENSORLG00020022022
oryzias_melastigma ENSOMEG00000018699
amphiprion_ocellaris ENSAOCG00000009586
amphiprion_percula ENSAPEG00000000892
acanthochromis_polyacanthus ENSAPOG00000013461
stegastes_partitus ENSSPAG00000022619
seriola_dumerili ENSSDUG00000006181
seriola_lalandi ENSSLDG00000024583
lates_calcarifer ENSLCAG00010013745
monopterus_albus ENSMALG00000005332
mastacembelus_armatus ENSMAMG00000018967
anabas_testudineus ENSATEG00000020635
larimichthys_crocea ENSLCRG00005004081
maylandia_zebra ENSMZEG00005001631
maylandia_zebra ENSMZEG00005028539
astatotilapia_calliptera ENSACLG00000010238
pundamilia_nyererei ENSPNYG00000010266
haplochromis_burtoni ENSHBUG00000021854
neolamprologus_brichardi ENSNBRG00000019068
oreochromis_niloticus ENSONIG00000017227
amphilophus_citrinellus ENSACIG00000021214
parambassis_ranga ENSPRNG00000009145
scophthalmus_maximus ENSSMAG00000005853
labrus_bergylta ENSLBEG00000015546
hippocampus_comes ENSHCOG00000006773
periophthalmus_magnuspinnatus ENSPMGG00000014364
latimeria_chalumnae ENSLACG00000003644
callorhinchus_milii ENSCMIG00000017429
xenopus_tropicalis ENSXETG00000011804
petromyzon_marinus ENSPMAG00000001052
