oryctolagus_cuniculus ENSOCUG00000007128
chelonoidis_abingdonii ENSCABG00000012170
gopherus_agassizii ENSGAGG00000024652
chrysemys_picta_bellii ENSCPBG00000011716
pelodiscus_sinensis ENSPSIG00000006810
sphenodon_punctatus ENSSPUG00000003445
sphenodon_punctatus ENSSPUG00000003434
latimeria_chalumnae ENSLACG00000004220
latimeria_chalumnae ENSLACG00000003502
lepisosteus_oculatus ENSLOCG00000010778
lepisosteus_oculatus ENSLOCG00000010772
lepisosteus_oculatus ENSLOCG00000010756
paramormyrops_kingsleyae ENSPKIG00000017175
