clupea_harengus ENSCHAG00000027640
hippocampus_comes ENSHCOG00000005213
gadus_morhua ENSGMOG00000000624
hucho_hucho ENSHHUG00000004744
hucho_hucho ENSHHUG00000029711
esox_lucius ENSELUG00000020440
paramormyrops_kingsleyae ENSPKIG00000007645
scleropages_formosus ENSSFOG00015012116
lepisosteus_oculatus ENSLOCG00000013233
erpetoichthys_calabaricus ENSECRG00000017748
phascolarctos_cinereus ENSPCIG00000029391
vombatus_ursinus ENSVURG00010003714
notamacropus_eugenii ENSMEUG00000016478
sarcophilus_harrisii ENSSHAG00000013005
monodelphis_domestica ENSMODG00000010022
mus_spretus MGP_SPRETEiJ_G0019323
mus_spicilegus ENSMSIG00000002766
mus_musculus ENSMUSG00000038991
mus_caroli MGP_CAROLIEiJ_G0018443
mus_pahari MGP_PahariEiJ_G0019511
rattus_norvegicus ENSRNOG00000013469
meriones_unguiculatus ENSMUGG00000010264
cricetulus_griseus ENSCGRG00000012145
cricetulus_griseus ENSCGRG00015024727
cricetulus_griseus ENSCGRG00001022611
mesocricetus_auratus ENSMAUG00000006635
peromyscus_maniculatus ENSPEMG00000009019
microtus_ochrogaster ENSMOCG00000017191
microtus_ochrogaster ENSMOCG00000004002
nannospalax_galili ENSNGAG00000019460
castor_canadensis ENSCCNG00000018797
dipodomys_ordii ENSDORG00000004682
urocitellus_parryii ENSUPAG00010015593
ictidomys_tridecemlineatus ENSSTOG00000019465
marmota_marmota ENSMMMG00000014905
spermophilus_dauricus ENSSDAG00000007452
chinchilla_lanigera ENSCLAG00000002251
octodon_degus ENSODEG00000006265
heterocephalus_glaber ENSHGLG00000019336
heterocephalus_glaber ENSHGLG00100007470
fukomys_damarensis ENSFDAG00000014422
cavia_porcellus ENSCPOG00000014577
cavia_aperea ENSCAPG00000015578
jaculus_jaculus ENSJJAG00000022365
oryctolagus_cuniculus ENSOCUG00000023055
tupaia_belangeri ENSTBEG00000003459
bos_mutus ENSBMUG00000016367
bos_taurus ENSBTAG00000019237
bos_indicus ENSBIXG00000008299
bos_indicus ENSBIXG00005027169
bison_bison ENSBBBG00000013490
capra_hircus ENSCHIG00000024737
ovis_aries ENSOARG00000017127
sus_scrofa ENSSSCG00000034131
tursiops_truncatus ENSTTRG00000015942
equus_caballus ENSECAG00000000106
equus_asinus ENSEASG00005011929
erinaceus_europaeus ENSEEUG00000010645
pteropus_vampyrus ENSPVAG00000003181
myotis_lucifugus ENSMLUG00000000805
neovison_vison ENSNVIG00000011025
mustela_putorius ENSMPUG00000000586
ursus_maritimus ENSUMAG00000018348
ursus_americanus ENSUAMG00000017356
ailuropoda_melanoleuca ENSAMEG00000017328
canis_lupus ENSCAFG00000009582
canis_lupus ENSCAFG00020013200
vulpes_vulpes ENSVVUG00000004401
panthera_pardus ENSPPRG00000004740
panthera_tigris ENSPTIG00000008525
felis_catus ENSFCAG00000033619
pan_paniscus ENSPPAG00000038633
gorilla_gorilla ENSGGOG00000000906
pan_troglodytes ENSPTRG00000017708
homo_sapiens ENSG00000239264
pongo_abelii ENSPPYG00000016212
nomascus_leucogenys ENSNLEG00000011683
theropithecus_gelada ENSTGEG00000015406
papio_anubis ENSPANG00000022434
macaca_mulatta ENSMMUG00000038560
macaca_fascicularis ENSMFAG00000036977
chlorocebus_sabaeus ENSCSAG00000007421
mandrillus_leucophaeus ENSMLEG00000041843
macaca_nemestrina ENSMNEG00000032269
cercocebus_atys ENSCATG00000031520
rhinopithecus_roxellana ENSRROG00000032967
rhinopithecus_bieti ENSRBIG00000028339
colobus_angolensis ENSCANG00000030905
piliocolobus_tephrosceles ENSPTEG00000011392
aotus_nancymaae ENSANAG00000024409
aotus_nancymaae ENSANAG00000021047
cebus_capucinus ENSCCAG00000022735
saimiri_boliviensis ENSSBOG00000021066
callithrix_jacchus ENSCJAG00000021322
carlito_syrichta ENSTSYG00000003650
propithecus_coquereli ENSPCOG00000021911
prolemur_simus ENSPSMG00000001772
microcebus_murinus ENSMICG00000007363
microcebus_murinus ENSMICG00000005966
otolemur_garnettii ENSOGAG00000004292
loxodonta_africana ENSLAFG00000028090
procavia_capensis ENSPCAG00000013491
dasypus_novemcinctus ENSDNOG00000006017
choloepus_hoffmanni ENSCHOG00000002184
echinops_telfairi ENSETEG00000010731
ochotona_princeps ENSOPRG00000014493
ornithorhynchus_anatinus ENSOANG00000007178
gallus_gallus ENSGALG00000012784
coturnix_japonica ENSCJPG00005017023
numida_meleagris ENSNMEG00000002215
anser_brachyrhynchus ENSABRG00000005259
anas_platyrhynchos ENSAPLG00000003126
lonchura_striata ENSLSDG00000001786
junco_hyemalis ENSJHYG00000016089
calidris_pygmaea ENSCPGG00000009327
calidris_pugnax ENSCPUG00000002069
meleagris_gallopavo ENSMGAG00000003730
taeniopygia_guttata ENSTGUG00000002358
serinus_canaria ENSSCAG00000001043
cyanistes_caeruleus ENSCCEG00000002066
parus_major ENSPMJG00000018310
zonotrichia_albicollis ENSZALG00000000838
ficedula_albicollis ENSFALG00000013266
lepidothrix_coronata ENSLCOG00000004057
manacus_vitellinus ENSMVIG00005014165
melopsittacus_undulatus ENSMUNG00000009296
apteryx_haastii ENSAHAG00000016386
apteryx_owenii ENSAOWG00000005725
apteryx_rowi ENSARWG00000018336
dromaius_novaehollandiae ENSDNVG00000000591
nothoprocta_perdicaria ENSNPEG00000007329
crocodylus_porosus ENSCPRG00005001612
chrysemys_picta ENSCPBG00000008571
chrysemys_picta ENSCPBG00000004194
chelonoidis_abingdonii ENSCABG00000002113
gopherus_agassizii ENSGAGG00000016140
pelodiscus_sinensis ENSPSIG00000005381
anolis_carolinensis ENSACAG00000003016
pogona_vitticeps ENSPVIG00000016263
notechis_scutatus ENSNSUG00000005639
salvator_merianae ENSSMRG00000006683
sphenodon_punctatus ENSSPUG00000007429
xenopus_tropicalis ENSXETG00000005822
latimeria_chalumnae ENSLACG00000011503
callorhinchus_milii ENSCMIG00000014493
petromyzon_marinus ENSPMAG00000002498
eptatretus_burgeri ENSEBUG00000014412
ciona_intestinalis ENSCING00000003517
ciona_savignyi ENSCSAVG00000006347
hucho_hucho ENSHHUG00000040069
drosophila_melanogaster FBgn0030329
