amphiprion_ocellaris ENSAOCG00000000242
fukomys_damarensis ENSFDAG00000011696
urocitellus_parryii ENSUPAG00010012054
ictidomys_tridecemlineatus ENSSTOG00000033120
spermophilus_dauricus ENSSDAG00000003622
marmota_marmota_marmota ENSMMMG00000014873
cricetulus_griseus_chok1gshd ENSCGRG00001011791
cricetulus_griseus_crigri-picr ENSCGRG00015012955
cricetulus_griseus_crigri ENSCGRG00000002446
mesocricetus_auratus ENSMAUG00000014209
microtus_ochrogaster ENSMOCG00000005546
peromyscus_maniculatus_bairdii ENSPEMG00000014272
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018555
mus_spicilegus ENSMSIG00000000041
mus_musculus ENSMUSG00000036095
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017713
mus_pahari MGP_PahariEiJ_G0029470
rattus_norvegicus ENSRNOG00000030771
meriones_unguiculatus ENSMUGG00000025168
nannospalax_galili ENSNGAG00000000692
dipodomys_ordii ENSDORG00000002719
castor_canadensis ENSCCNG00000013139
jaculus_jaculus ENSJJAG00000020784
oryctolagus_cuniculus ENSOCUG00000014076
ochotona_princeps ENSOPRG00000012413
pan_troglodytes ENSPTRG00000018944
pan_paniscus ENSPPAG00000036481
homo_sapiens ENSG00000136267
gorilla_gorilla ENSGGOG00000013766
pongo_abelii ENSPPYG00000017771
nomascus_leucogenys ENSNLEG00000016331
piliocolobus_tephrosceles ENSPTEG00000034824
colobus_angolensis_palliatus ENSCANG00000017446
rhinopithecus_bieti ENSRBIG00000043435
rhinopithecus_roxellana ENSRROG00000043927
mandrillus_leucophaeus ENSMLEG00000023689
chlorocebus_sabaeus ENSCSAG00000013378
macaca_fascicularis ENSMFAG00000042148
macaca_nemestrina ENSMNEG00000032853
macaca_mulatta ENSMMUG00000020418
papio_anubis ENSPANG00000021188
theropithecus_gelada ENSTGEG00000024639
cercocebus_atys ENSCATG00000005426
callithrix_jacchus ENSCJAG00000000897
saimiri_boliviensis_boliviensis ENSSBOG00000028675
cebus_capucinus ENSCCAG00000025205
aotus_nancymaae ENSANAG00000033587
carlito_syrichta ENSTSYG00000004783
prolemur_simus ENSPSMG00000017240
microcebus_murinus ENSMICG00000006113
propithecus_coquereli ENSPCOG00000015258
otolemur_garnettii ENSOGAG00000003013
tupaia_belangeri ENSTBEG00000008702
pteropus_vampyrus ENSPVAG00000000775
myotis_lucifugus ENSMLUG00000011308
equus_asinus_asinus ENSEASG00005021585
equus_caballus ENSECAG00000000310
sorex_araneus ENSSARG00000002375
erinaceus_europaeus ENSEEUG00000010541
ursus_maritimus ENSUMAG00000021949
ursus_americanus ENSUAMG00000024660
ailuropoda_melanoleuca ENSAMEG00000016332
neovison_vison ENSNVIG00000015286
mustela_putorius_furo ENSMPUG00000014037
canis_lupus_familiaris ENSCAFG00000002402
canis_lupus_dingo ENSCAFG00020001060
vulpes_vulpes ENSVVUG00000008870
panthera_tigris_altaica ENSPTIG00000012566
panthera_pardus ENSPPRG00000013076
felis_catus ENSFCAG00000034879
bos_mutus ENSBMUG00000020164
bos_taurus ENSBTAG00000021905
bison_bison_bison ENSBBBG00000020322
capra_hircus ENSCHIG00000020976
ovis_aries ENSOARG00000007998
tursiops_truncatus ENSTTRG00000013420
sus_scrofa ENSSSCG00000015355
vicugna_pacos ENSVPAG00000007735
choloepus_hoffmanni ENSCHOG00000005949
dasypus_novemcinctus ENSDNOG00000005678
notamacropus_eugenii ENSMEUG00000012340
phascolarctos_cinereus ENSPCIG00000023495
monodelphis_domestica ENSMODG00000029201
ornithorhynchus_anatinus ENSOANG00000008788
xenopus_tropicalis ENSXETG00000005053
latimeria_chalumnae ENSLACG00000014250
