lepisosteus_oculatus ENSLOCG00000012632
lates_calcarifer ENSLCAG00010008834
mola_mola ENSMMOG00000018688
periophthalmus_magnuspinnatus ENSPMGG00000019430
gadus_morhua ENSGMOG00000019254
clupea_harengus ENSCHAG00000009552
denticeps_clupeoides ENSDCDG00000013782
astyanax_mexicanus ENSAMXG00005019257
astyanax_mexicanus ENSAMXG00000037440
pygocentrus_nattereri ENSPNAG00000001052
electrophorus_electricus ENSEEEG00000014139
ictalurus_punctatus ENSIPUG00000002217
danio_rerio ENSDARG00000086585
mastacembelus_armatus ENSMAMG00000015282
monopterus_albus ENSMALG00000011635
anabas_testudineus ENSATEG00000018403
amphiprion_ocellaris ENSAOCG00000000961
amphiprion_percula ENSAPEG00000008356
acanthochromis_polyacanthus ENSAPOG00000023737
stegastes_partitus ENSSPAG00000022877
parambassis_ranga ENSPRNG00000019191
cyprinodon_variegatus ENSCVAG00000000539
fundulus_heteroclitus ENSFHEG00000016593
poecilia_latipinna ENSPLAG00000008022
poecilia_formosa ENSPFOG00000002747
poecilia_mexicana ENSPMEG00000014508
poecilia_reticulata ENSPREG00000004166
xiphophorus_maculatus ENSXMAG00000018904
xiphophorus_couchianus ENSXCOG00000012566
gambusia_affinis ENSGAFG00000000464
kryptolebias_marmoratus ENSKMAG00000014157
oryzias_latipes ENSORLG00020019483
oryzias_latipes ENSORLG00000009670
oryzias_latipes ENSORLG00015014398
oryzias_melastigma ENSOMEG00000016201
astatotilapia_calliptera ENSACLG00000022473
maylandia_zebra ENSMZEG00005005944
pundamilia_nyererei ENSPNYG00000000069
haplochromis_burtoni ENSHBUG00000001639
neolamprologus_brichardi ENSNBRG00000021424
oreochromis_niloticus ENSONIG00000015764
amphilophus_citrinellus ENSACIG00000005246
gouania_willdenowi ENSGWIG00000026246
seriola_lalandi ENSSLDG00000023002
seriola_dumerili ENSSDUG00000013137
scophthalmus_maximus ENSSMAG00000012854
lates_calcarifer ENSLCAG00010025062
larimichthys_crocea ENSLCRG00005006423
mola_mola ENSMMOG00000009717
cottoperca_gobio ENSCGOG00000009975
takifugu_rubripes ENSTRUG00000006829
tetraodon_nigroviridis ENSTNIG00000004640
labrus_bergylta ENSLBEG00000028284
gasterosteus_aculeatus ENSGACG00000018682
cynoglossus_semilaevis ENSCSEG00000016983
hippocampus_comes ENSHCOG00000004500
betta_splendens ENSBSLG00000014436
periophthalmus_magnuspinnatus ENSPMGG00000018240
gadus_morhua ENSGMOG00000005554
periophthalmus_magnuspinnatus ENSPMGG00000010410
hucho_hucho ENSHHUG00000013308
hucho_hucho ENSHHUG00000033157
esox_lucius ENSELUG00000008756
paramormyrops_kingsleyae ENSPKIG00000001793
paramormyrops_kingsleyae ENSPKIG00000021183
scleropages_formosus ENSSFOG00015011158
scleropages_formosus ENSSFOG00015021837
latimeria_chalumnae ENSLACG00000013901
hucho_hucho ENSHHUG00000000330
callorhinchus_milii ENSCMIG00000006560
gopherus_agassizii ENSGAGG00000012118
chelonoidis_abingdonii ENSCABG00000019342
chrysemys_picta ENSCPBG00000004849
pelodiscus_sinensis ENSPSIG00000014674
sphenodon_punctatus ENSSPUG00000015260
notechis_scutatus ENSNSUG00000010877
crocodylus_porosus ENSCPRG00005000969
parus_major ENSPMJG00000014563
cyanistes_caeruleus ENSCCEG00000014578
lonchura_striata ENSLSDG00000013827
taeniopygia_guttata ENSTGUG00000001621
ficedula_albicollis ENSFALG00000009428
serinus_canaria ENSSCAG00000009124
zonotrichia_albicollis ENSZALG00000016603
junco_hyemalis ENSJHYG00000006258
lepidothrix_coronata ENSLCOG00000012639
manacus_vitellinus ENSMVIG00005018650
melopsittacus_undulatus ENSMUNG00000010458
calidris_pygmaea ENSCPGG00000014447
calidris_pugnax ENSCPUG00000011252
gallus_gallus ENSGALG00000033641
coturnix_japonica ENSCJPG00005012340
meleagris_gallopavo ENSMGAG00000001012
numida_meleagris ENSNMEG00000009701
anser_brachyrhynchus ENSABRG00000014354
anas_platyrhynchos ENSAPLG00000015077
apteryx_haastii ENSAHAG00000011496
apteryx_owenii ENSAOWG00000009949
apteryx_rowi ENSARWG00000013080
dromaius_novaehollandiae ENSDNVG00000006756
nothoprocta_perdicaria ENSNPEG00000003679
crocodylus_porosus ENSCPRG00005000983
ornithorhynchus_anatinus ENSOANG00000015219
ornithorhynchus_anatinus ENSOANG00000000837
vombatus_ursinus ENSVURG00010009563
notamacropus_eugenii ENSMEUG00000000466
sarcophilus_harrisii ENSSHAG00000013720
phascolarctos_cinereus ENSPCIG00000016063
monodelphis_domestica ENSMODG00000011737
fukomys_damarensis ENSFDAG00000009247
spermophilus_dauricus ENSSDAG00000016138
chinchilla_lanigera ENSCLAG00000003987
octodon_degus ENSODEG00000003501
mesocricetus_auratus ENSMAUG00000010710
nannospalax_galili ENSNGAG00000017077
jaculus_jaculus ENSJJAG00000016221
oryctolagus_cuniculus ENSOCUG00000024471
cavia_aperea ENSCAPG00000010292
heterocephalus_glaber ENSHGLG00100013845
dipodomys_ordii ENSDORG00000002385
cricetulus_griseus ENSCGRG00000006008
carlito_syrichta ENSTSYG00000032110
myotis_lucifugus ENSMLUG00000003075
equus_caballus ENSECAG00000013341
dasypus_novemcinctus ENSDNOG00000002541
tursiops_truncatus ENSTTRG00000011409
sus_scrofa ENSSSCG00000021082
pteropus_vampyrus ENSPVAG00000009686
equus_asinus ENSEASG00005020907
ailuropoda_melanoleuca ENSAMEG00000010938
vulpes_vulpes ENSVVUG00000010056
urocitellus_parryii ENSUPAG00010022124
ictidomys_tridecemlineatus ENSSTOG00000024639
heterocephalus_glaber ENSHGLG00000009431
cricetulus_griseus ENSCGRG00015002994
cricetulus_griseus ENSCGRG00001024076
peromyscus_maniculatus ENSPEMG00000025736
microtus_ochrogaster ENSMOCG00000011511
mus_musculus ENSMUSG00000060275
mus_spretus MGP_SPRETEiJ_G0023033
mus_spicilegus ENSMSIG00000029870
mus_caroli MGP_CAROLIEiJ_G0022121
mus_pahari MGP_PahariEiJ_G0018855
rattus_norvegicus ENSRNOG00000019093
propithecus_coquereli ENSPCOG00000023629
microcebus_murinus ENSMICG00000029845
prolemur_simus ENSPSMG00000019250
cercocebus_atys ENSCATG00000044418
macaca_mulatta ENSMMUG00000010301
theropithecus_gelada ENSTGEG00000024633
papio_anubis ENSPANG00000010408
chlorocebus_sabaeus ENSCSAG00000012979
mandrillus_leucophaeus ENSMLEG00000041512
colobus_angolensis ENSCANG00000028607
rhinopithecus_bieti ENSRBIG00000037155
piliocolobus_tephrosceles ENSPTEG00000030433
piliocolobus_tephrosceles ENSPTEG00000030950
pan_paniscus ENSPPAG00000035164
pan_troglodytes ENSPTRG00000017306
homo_sapiens ENSG00000158458
nomascus_leucogenys ENSNLEG00000009209
saimiri_boliviensis ENSSBOG00000035692
cebus_capucinus ENSCCAG00000022353
callithrix_jacchus ENSCJAG00000016833
aotus_nancymaae ENSANAG00000020081
dasypus_novemcinctus ENSDNOG00000030635
canis_lupus ENSCAFG00020003042
canis_lupus ENSCAFG00000005731
mustela_putorius ENSMPUG00000009008
panthera_pardus ENSPPRG00000013625
felis_catus ENSFCAG00000021921
bos_indicus ENSBIXG00000026217
bos_indicus ENSBIXG00005013932
bos_taurus ENSBTAG00000010689
bos_mutus ENSBMUG00000014762
bison_bison ENSBBBG00000012555
capra_hircus ENSCHIG00000011115
ovis_aries ENSOARG00000017394
neovison_vison ENSNVIG00000014099
otolemur_garnettii ENSOGAG00000031618
meriones_unguiculatus ENSMUGG00000017377
panthera_tigris ENSPTIG00000015071
cavia_porcellus ENSCPOG00000020136
rhinopithecus_roxellana ENSRROG00000038771
macaca_nemestrina ENSMNEG00000029541
tupaia_belangeri ENSTBEG00000005550
ursus_maritimus ENSUMAG00000015394
macaca_fascicularis ENSMFAG00000036960
gorilla_gorilla ENSGGOG00000008570
pongo_abelii ENSPPYG00000015847
loxodonta_africana ENSLAFG00000016055
echinops_telfairi ENSETEG00000017507
anolis_carolinensis ENSACAG00000002438
pogona_vitticeps ENSPVIG00000015614
salvator_merianae ENSSMRG00000018642
callorhinchus_milii ENSCMIG00000006561
