xiphophorus_couchianus ENSXCOG00000012271
coturnix_japonica ENSCJPG00005013799
numida_meleagris ENSNMEG00000000867
calidris_pygmaea ENSCPGG00000002143
calidris_pugnax ENSCPUG00000002773
manacus_vitellinus ENSMVIG00005008136
manacus_vitellinus ENSMVIG00005008409
lepidothrix_coronata ENSLCOG00000009277
zonotrichia_albicollis ENSZALG00000003407
junco_hyemalis ENSJHYG00000001134
serinus_canaria ENSSCAG00000012351
ficedula_albicollis ENSFALG00000011625
parus_major ENSPMJG00000015100
lonchura_striata_domestica ENSLSDG00000010139
serinus_canaria ENSSCAG00000012619
cyanistes_caeruleus ENSCCEG00000008945
melopsittacus_undulatus ENSMUNG00000016832
pogona_vitticeps ENSPVIG00000023273
anolis_carolinensis ENSACAG00000000397
notechis_scutatus ENSNSUG00000016669
salvator_merianae ENSSMRG00000010066
sphenodon_punctatus ENSSPUG00000011760
phascolarctos_cinereus ENSPCIG00000003367
monodelphis_domestica ENSMODG00000006310
sarcophilus_harrisii ENSSHAG00000007631
choloepus_hoffmanni ENSCHOG00000013949
dasypus_novemcinctus ENSDNOG00000012101
loxodonta_africana ENSLAFG00000009243
procavia_capensis ENSPCAG00000007696
echinops_telfairi ENSETEG00000012865
pan_paniscus ENSPPAG00000039155
pan_troglodytes ENSPTRG00000051402
homo_sapiens ENSG00000153207
gorilla_gorilla ENSGGOG00000034836
pan_paniscus ENSPPAG00000031698
pan_troglodytes ENSPTRG00000002193
pongo_abelii ENSPPYG00000000042
nomascus_leucogenys ENSNLEG00000004215
cercocebus_atys ENSCATG00000044786
mandrillus_leucophaeus ENSMLEG00000015120
theropithecus_gelada ENSTGEG00000018661
papio_anubis ENSPANG00000005956
macaca_mulatta ENSMMUG00000016408
macaca_fascicularis ENSMFAG00000045763
macaca_nemestrina ENSMNEG00000033706
chlorocebus_sabaeus ENSCSAG00000009102
piliocolobus_tephrosceles ENSPTEG00000002991
colobus_angolensis_palliatus ENSCANG00000037087
rhinopithecus_roxellana ENSRROG00000003044
rhinopithecus_bieti ENSRBIG00000034308
cebus_capucinus ENSCCAG00000023436
saimiri_boliviensis_boliviensis ENSSBOG00000004404
callithrix_jacchus ENSCJAG00000016790
aotus_nancymaae ENSANAG00000027717
carlito_syrichta ENSTSYG00000012465
prolemur_simus ENSPSMG00000006652
propithecus_coquereli ENSPCOG00000027036
microcebus_murinus ENSMICG00000014617
otolemur_garnettii ENSOGAG00000003786
tupaia_belangeri ENSTBEG00000010076
castor_canadensis ENSCCNG00000022127
dipodomys_ordii ENSDORG00000001298
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015770
mus_spicilegus ENSMSIG00000005983
mus_musculus ENSMUSG00000026491
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014971
mus_pahari MGP_PahariEiJ_G0028202
rattus_norvegicus ENSRNOG00000023541
meriones_unguiculatus ENSMUGG00000005118
meriones_unguiculatus ENSMUGG00000005157
peromyscus_maniculatus_bairdii ENSPEMG00000000305
microtus_ochrogaster ENSMOCG00000004774
cricetulus_griseus_chok1gshd ENSCGRG00001015843
cricetulus_griseus_crigri ENSCGRG00000006906
cricetulus_griseus_crigri-picr ENSCGRG00015013137
mesocricetus_auratus ENSMAUG00000007505
nannospalax_galili ENSNGAG00000001983
jaculus_jaculus ENSJJAG00000015815
chinchilla_lanigera ENSCLAG00000007804
octodon_degus ENSODEG00000014462
cavia_porcellus ENSCPOG00000009216
cavia_aperea ENSCAPG00000007523
heterocephalus_glaber_male ENSHGLG00100016249
heterocephalus_glaber_female ENSHGLG00000018487
fukomys_damarensis ENSFDAG00000007739
ictidomys_tridecemlineatus ENSSTOG00000010795
urocitellus_parryii ENSUPAG00010000506
spermophilus_dauricus ENSSDAG00000010962
marmota_marmota_marmota ENSMMMG00000024028
oryctolagus_cuniculus ENSOCUG00000014500
ochotona_princeps ENSOPRG00000000778
equus_asinus_asinus ENSEASG00005005859
equus_caballus ENSECAG00000011125
ursus_americanus ENSUAMG00000009480
ursus_maritimus ENSUMAG00000013411
ailuropoda_melanoleuca ENSAMEG00000006501
mustela_putorius_furo ENSMPUG00000015820
neovison_vison ENSNVIG00000003655
canis_lupus_familiaris ENSCAFG00000015937
canis_lupus_dingo ENSCAFG00020001201
vulpes_vulpes ENSVVUG00000000955
panthera_tigris_altaica ENSPTIG00000018338
felis_catus ENSFCAG00000014392
pteropus_vampyrus ENSPVAG00000000589
myotis_lucifugus ENSMLUG00000005794
bos_mutus ENSBMUG00000010205
bos_taurus ENSBTAG00000013949
bison_bison_bison ENSBBBG00000011807
ovis_aries ENSOARG00000003217
capra_hircus ENSCHIG00000023392
tursiops_truncatus ENSTTRG00000002937
sus_scrofa ENSSSCG00000010863
vicugna_pacos ENSVPAG00000009591
sorex_araneus ENSSARG00000000818
erinaceus_europaeus ENSEEUG00000012105
ornithorhynchus_anatinus ENSOANG00000010242
xenopus_tropicalis ENSXETG00000008546
latimeria_chalumnae ENSLACG00000017353
petromyzon_marinus ENSPMAG00000009731
eptatretus_burgeri ENSEBUG00000012058
eptatretus_burgeri ENSEBUG00000013813
latimeria_chalumnae ENSLACG00000007350
lepisosteus_oculatus ENSLOCG00000012931
ciona_savignyi ENSCSAVG00000011099
drosophila_melanogaster FBgn0031052
