monodelphis_domestica ENSMODG00000003899
fundulus_heteroclitus ENSFHEG00000017632
kryptolebias_marmoratus ENSKMAG00000004316
oryzias_latipes ENSORLG00000010970
oryzias_latipes ENSORLG00020003751
oryzias_latipes ENSORLG00015021121
oryzias_melastigma ENSOMEG00000001240
amphiprion_percula ENSAPEG00000021766
haplochromis_burtoni ENSHBUG00000010777
cynoglossus_semilaevis ENSCSEG00000007779
mastacembelus_armatus ENSMAMG00000023426
anabas_testudineus ENSATEG00000008530
astatotilapia_calliptera ENSACLG00000022985
maylandia_zebra ENSMZEG00005008767
pundamilia_nyererei ENSPNYG00000003711
oreochromis_niloticus ENSONIG00000020266
neolamprologus_brichardi ENSNBRG00000023984
amphilophus_citrinellus ENSACIG00000021312
acanthochromis_polyacanthus ENSAPOG00000014276
amphiprion_ocellaris ENSAOCG00000024717
stegastes_partitus ENSSPAG00000021234
monopterus_albus ENSMALG00000008769
seriola_dumerili ENSSDUG00000012045
seriola_lalandi ENSSLDG00000013831
tetraodon_nigroviridis ENSTNIG00000007358
takifugu_rubripes ENSTRUG00000022670
periophthalmus_magnuspinnatus ENSPMGG00000008853
mola_mola ENSMMOG00000010583
gasterosteus_aculeatus ENSGACG00000011825
scophthalmus_maximus ENSSMAG00000016095
hippocampus_comes ENSHCOG00000010757
gadus_morhua ENSGMOG00000007389
esox_lucius ENSELUG00000003543
scleropages_formosus ENSSFOG00015016279
scleropages_formosus ENSSFOG00015020539
paramormyrops_kingsleyae ENSPKIG00000024547
paramormyrops_kingsleyae ENSPKIG00000021599
labrus_bergylta ENSLBEG00000008251
mola_mola ENSMMOG00000011660
gasterosteus_aculeatus ENSGACG00000003392
scophthalmus_maximus ENSSMAG00000006112
cynoglossus_semilaevis ENSCSEG00000018457
periophthalmus_magnuspinnatus ENSPMGG00000009868
amphiprion_ocellaris ENSAOCG00000022785
amphiprion_percula ENSAPEG00000018566
acanthochromis_polyacanthus ENSAPOG00000016094
stegastes_partitus ENSSPAG00000019336
fundulus_heteroclitus ENSFHEG00000008279
cyprinodon_variegatus ENSCVAG00000023205
poecilia_formosa ENSPFOG00000007551
poecilia_latipinna ENSPLAG00000008729
poecilia_mexicana ENSPMEG00000009131
xiphophorus_couchianus ENSXCOG00000012981
xiphophorus_maculatus ENSXMAG00000024672
poecilia_reticulata ENSPREG00000004801
gambusia_affinis ENSGAFG00000004090
kryptolebias_marmoratus ENSKMAG00000010167
oryzias_latipes ENSORLG00015009312
oryzias_latipes ENSORLG00020015316
oryzias_latipes ENSORLG00000013391
oryzias_melastigma ENSOMEG00000004650
monopterus_albus ENSMALG00000010770
anabas_testudineus ENSATEG00000020241
mastacembelus_armatus ENSMAMG00000024180
hippocampus_comes ENSHCOG00000012145
seriola_dumerili ENSSDUG00000020316
seriola_lalandi ENSSLDG00000007755
maylandia_zebra ENSMZEG00005026251
pundamilia_nyererei ENSPNYG00000017704
haplochromis_burtoni ENSHBUG00000007849
neolamprologus_brichardi ENSNBRG00000012239
oreochromis_niloticus ENSONIG00000016959
amphilophus_citrinellus ENSACIG00000000059
tetraodon_nigroviridis ENSTNIG00000012566
takifugu_rubripes ENSTRUG00000020181
gadus_morhua ENSGMOG00000010140
esox_lucius ENSELUG00000019727
astyanax_mexicanus ENSAMXG00000036675
pygocentrus_nattereri ENSPNAG00000029186
ictalurus_punctatus ENSIPUG00000007049
danio_rerio ENSDARG00000005078
lepisosteus_oculatus ENSLOCG00000010001
eptatretus_burgeri ENSEBUG00000005603
ciona_intestinalis ENSCING00000000308
ciona_savignyi ENSCSAVG00000001252
