poecilia_mexicana ENSPMEG00000013563
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028821
mus_pahari MGP_PahariEiJ_G0024402
rattus_norvegicus ENSRNOG00000046007
meriones_unguiculatus ENSMUGG00000023956
nannospalax_galili ENSNGAG00000009587
jaculus_jaculus ENSJJAG00000002698
dipodomys_ordii ENSDORG00000026883
urocitellus_parryii ENSUPAG00010000350
ictidomys_tridecemlineatus ENSSTOG00000025193
marmota_marmota_marmota ENSMMMG00000009059
spermophilus_dauricus ENSSDAG00000017650
echinops_telfairi ENSETEG00000004289
chinchilla_lanigera ENSCLAG00000017844
octodon_degus ENSODEG00000020387
cavia_porcellus ENSCPOG00000008619
heterocephalus_glaber_female ENSHGLG00000021312
dasypus_novemcinctus ENSDNOG00000045735
loxodonta_africana ENSLAFG00000012473
phascolarctos_cinereus ENSPCIG00000017241
ornithorhynchus_anatinus ENSOANG00000012640
fundulus_heteroclitus ENSFHEG00000004827
acanthochromis_polyacanthus ENSAPOG00000022642
astyanax_mexicanus ENSAMXG00000041376
scleropages_formosus ENSSFOG00015001532
paramormyrops_kingsleyae ENSPKIG00000006343
ictalurus_punctatus ENSIPUG00000024616
lepisosteus_oculatus ENSLOCG00000017428
seriola_dumerili ENSSDUG00000001286
cynoglossus_semilaevis ENSCSEG00000005678
oryzias_latipes_asm223469v1 ENSORLG00015008424
oryzias_melastigma ENSOMEG00000022628
anabas_testudineus ENSATEG00000007258
scophthalmus_maximus ENSSMAG00000020383
seriola_lalandi_dorsalis ENSSLDG00000004238
amphiprion_percula ENSAPEG00000015528
amphiprion_ocellaris ENSAOCG00000016536
acanthochromis_polyacanthus ENSAPOG00000014116
monopterus_albus ENSMALG00000001012
esox_lucius ENSELUG00000008335
scleropages_formosus ENSSFOG00015006005
eptatretus_burgeri ENSEBUG00000003911
