chinchilla_lanigera ENSCLAG00000017949
poecilia_latipinna ENSPLAG00000002189
poecilia_reticulata ENSPREG00000010222
cyprinodon_variegatus ENSCVAG00000002641
fundulus_heteroclitus ENSFHEG00000020586
kryptolebias_marmoratus ENSKMAG00000017402
oryzias_latipes ENSORLG00000005704
oryzias_latipes ENSORLG00020005446
oryzias_latipes_asm223469v1 ENSORLG00015002130
oryzias_melastigma ENSOMEG00000017676
amphiprion_percula ENSAPEG00000008762
amphiprion_ocellaris ENSAOCG00000023707
acanthochromis_polyacanthus ENSAPOG00000017409
stegastes_partitus ENSSPAG00000005623
astatotilapia_calliptera ENSACLG00000014684
maylandia_zebra ENSMZEG00005020230
pundamilia_nyererei ENSPNYG00000020634
haplochromis_burtoni ENSHBUG00000015926
neolamprologus_brichardi ENSNBRG00000012177
oreochromis_niloticus ENSONIG00000004768
amphilophus_citrinellus ENSACIG00000021067
anabas_testudineus ENSATEG00000021203
monopterus_albus ENSMALG00000015448
seriola_dumerili ENSSDUG00000006628
seriola_lalandi_dorsalis ENSSLDG00000007963
scophthalmus_maximus ENSSMAG00000020345
mola_mola ENSMMOG00000005313
periophthalmus_magnuspinnatus ENSPMGG00000015586
gadus_morhua ENSGMOG00000020376
esox_lucius ENSELUG00000002245
paramormyrops_kingsleyae ENSPKIG00000008857
lepisosteus_oculatus ENSLOCG00000017743
ciona_intestinalis ENSCING00000001803
ciona_savignyi ENSCSAVG00000002845
