ursus_maritimus ENSUMAG00000020281
heterocephalus_glaber_female ENSHGLG00000016814
fukomys_damarensis ENSFDAG00000006335
heterocephalus_glaber_male ENSHGLG00100002794
chinchilla_lanigera ENSCLAG00000004579
urocitellus_parryii ENSUPAG00010009577
ictidomys_tridecemlineatus ENSSTOG00000022937
marmota_marmota_marmota ENSMMMG00000008053
spermophilus_dauricus ENSSDAG00000024757
ictidomys_tridecemlineatus ENSSTOG00000027386
urocitellus_parryii ENSUPAG00010009523
spermophilus_dauricus ENSSDAG00000024761
spermophilus_dauricus ENSSDAG00000016033
ictidomys_tridecemlineatus ENSSTOG00000025757
marmota_marmota_marmota ENSMMMG00000001034
marmota_marmota_marmota ENSMMMG00000000825
ictidomys_tridecemlineatus ENSSTOG00000026289
spermophilus_dauricus ENSSDAG00000024758
marmota_marmota_marmota ENSMMMG00000008269
ictidomys_tridecemlineatus ENSSTOG00000024931
marmota_marmota_marmota ENSMMMG00000008297
spermophilus_dauricus ENSSDAG00000015732
ictidomys_tridecemlineatus ENSSTOG00000019872
urocitellus_parryii ENSUPAG00010006607
marmota_marmota_marmota ENSMMMG00000008154
urocitellus_parryii ENSUPAG00010009544
marmota_marmota_marmota ENSMMMG00000008077
spermophilus_dauricus ENSSDAG00000024756
urocitellus_parryii ENSUPAG00010004687
urocitellus_parryii ENSUPAG00010009584
marmota_marmota_marmota ENSMMMG00000008139
spermophilus_dauricus ENSSDAG00000015682
marmota_marmota_marmota ENSMMMG00000008323
oryctolagus_cuniculus ENSOCUG00000025273
oryctolagus_cuniculus ENSOCUG00000025241
oryctolagus_cuniculus ENSOCUG00000025147
oryctolagus_cuniculus ENSOCUG00000024128
oryctolagus_cuniculus ENSOCUG00000023708
oryctolagus_cuniculus ENSOCUG00000012804
oryctolagus_cuniculus ENSOCUG00000024499
oryctolagus_cuniculus ENSOCUG00000025164
oryctolagus_cuniculus ENSOCUG00000024631
oryctolagus_cuniculus ENSOCUG00000026048
oryctolagus_cuniculus ENSOCUG00000027795
oryctolagus_cuniculus ENSOCUG00000026015
oryctolagus_cuniculus ENSOCUG00000017453
oryctolagus_cuniculus ENSOCUG00000000591
ochotona_princeps ENSOPRG00000014933
ochotona_princeps ENSOPRG00000014908
ochotona_princeps ENSOPRG00000004189
ochotona_princeps ENSOPRG00000001059
ochotona_princeps ENSOPRG00000004140
ochotona_princeps ENSOPRG00000014884
tupaia_belangeri ENSTBEG00000011812
choloepus_hoffmanni ENSCHOG00000009414
dasypus_novemcinctus ENSDNOG00000036173
procavia_capensis ENSPCAG00000013524
procavia_capensis ENSPCAG00000011925
loxodonta_africana ENSLAFG00000007540
echinops_telfairi ENSETEG00000002334
monodelphis_domestica ENSMODG00000006405
sarcophilus_harrisii ENSSHAG00000006251
