bos_taurus ENSBTAG00000011445
panthera_tigris_altaica ENSPTIG00000014690
panthera_pardus ENSPPRG00000023023
felis_catus ENSFCAG00000012756
loxodonta_africana ENSLAFG00000007693
dasypus_novemcinctus ENSDNOG00000039713
ornithorhynchus_anatinus ENSOANG00000030733
phascolarctos_cinereus ENSPCIG00000021657
notamacropus_eugenii ENSMEUG00000003097
sarcophilus_harrisii ENSSHAG00000013422
monodelphis_domestica ENSMODG00000006917
ornithorhynchus_anatinus ENSOANG00000012591
pogona_vitticeps ENSPVIG00000018880
anolis_carolinensis ENSACAG00000013720
notechis_scutatus ENSNSUG00000011547
salvator_merianae ENSSMRG00000020133
sphenodon_punctatus ENSSPUG00000014606
cyanistes_caeruleus ENSCCEG00000001724
parus_major ENSPMJG00000005331
lonchura_striata_domestica ENSLSDG00000013562
taeniopygia_guttata ENSTGUG00000001820
ficedula_albicollis ENSFALG00000000149
zonotrichia_albicollis ENSZALG00000009359
manacus_vitellinus ENSMVIG00005013456
lepidothrix_coronata ENSLCOG00000013577
melopsittacus_undulatus ENSMUNG00000014650
calidris_pygmaea ENSCPGG00000002788
calidris_pugnax ENSCPUG00000005665
anser_brachyrhynchus ENSABRG00000009740
anas_platyrhynchos_platyrhynchos ENSAPLG00000020746
coturnix_japonica ENSCJPG00005006297
meleagris_gallopavo ENSMGAG00000003977
gallus_gallus ENSGALG00000002386
numida_meleagris ENSNMEG00000015432
apteryx_rowi ENSARWG00000017331
apteryx_owenii ENSAOWG00000012668
apteryx_haastii ENSAHAG00000018775
dromaius_novaehollandiae ENSDNVG00000015237
nothoprocta_perdicaria ENSNPEG00000010261
gopherus_agassizii ENSGAGG00000005853
chelonoidis_abingdonii ENSCABG00000015765
takifugu_rubripes ENSTRUG00000001936
tetraodon_nigroviridis ENSTNIG00000015958
stegastes_partitus ENSSPAG00000019635
periophthalmus_magnuspinnatus ENSPMGG00000012643
hippocampus_comes ENSHCOG00000019300
scophthalmus_maximus ENSSMAG00000009764
mola_mola ENSMMOG00000017579
xiphophorus_maculatus ENSXMAG00000002868
xiphophorus_couchianus ENSXCOG00000009466
gambusia_affinis ENSGAFG00000017088
poecilia_formosa ENSPFOG00000010763
poecilia_mexicana ENSPMEG00000016093
poecilia_latipinna ENSPLAG00000000663
poecilia_reticulata ENSPREG00000008913
fundulus_heteroclitus ENSFHEG00000004576
cyprinodon_variegatus ENSCVAG00000012374
kryptolebias_marmoratus ENSKMAG00000006043
oryzias_latipes ENSORLG00000001621
oryzias_latipes_asm223469v1 ENSORLG00015017413
oryzias_latipes ENSORLG00020008160
oryzias_melastigma ENSOMEG00000013942
haplochromis_burtoni ENSHBUG00000011245
pundamilia_nyererei ENSPNYG00000003890
astatotilapia_calliptera ENSACLG00000018572
maylandia_zebra ENSMZEG00005012954
neolamprologus_brichardi ENSNBRG00000022166
oreochromis_niloticus ENSONIG00000016988
amphilophus_citrinellus ENSACIG00000015679
amphiprion_ocellaris ENSAOCG00000023815
amphiprion_percula ENSAPEG00000013781
acanthochromis_polyacanthus ENSAPOG00000013350
mastacembelus_armatus ENSMAMG00000007462
gasterosteus_aculeatus ENSGACG00000004917
gasterosteus_aculeatus ENSGACG00000004909
labrus_bergylta ENSLBEG00000014413
seriola_lalandi_dorsalis ENSSLDG00000020318
seriola_dumerili ENSSDUG00000014106
anabas_testudineus ENSATEG00000023141
monopterus_albus ENSMALG00000001415
cynoglossus_semilaevis ENSCSEG00000008451
cynoglossus_semilaevis ENSCSEG00000007451
gadus_morhua ENSGMOG00000014707
danio_rerio ENSDARG00000094625
pygocentrus_nattereri ENSPNAG00000014213
astyanax_mexicanus ENSAMXG00000040975
ictalurus_punctatus ENSIPUG00000012178
danio_rerio ENSDARG00000075126
gadus_morhua ENSGMOG00000003552
esox_lucius ENSELUG00000011515
chrysemys_picta_bellii ENSCPBG00000005042
scleropages_formosus ENSSFOG00015015208
paramormyrops_kingsleyae ENSPKIG00000010830
lepisosteus_oculatus ENSLOCG00000011389
latimeria_chalumnae ENSLACG00000004208
xenopus_tropicalis ENSXETG00000009858
petromyzon_marinus ENSPMAG00000003387
eptatretus_burgeri ENSEBUG00000014706
