erinaceus_europaeus ENSEEUG00000012055
sphenodon_punctatus ENSSPUG00000009791
calidris_pygmaea ENSCPGG00000015877
calidris_pugnax ENSCPUG00000014263
melopsittacus_undulatus ENSMUNG00000011532
anser_brachyrhynchus ENSABRG00000009136
anas_platyrhynchos_platyrhynchos ENSAPLG00000005374
gallus_gallus ENSGALG00000000396
coturnix_japonica ENSCJPG00005019145
meleagris_gallopavo ENSMGAG00000001245
numida_meleagris ENSNMEG00000005062
cyanistes_caeruleus ENSCCEG00000022027
parus_major ENSPMJG00000004305
ficedula_albicollis ENSFALG00000008097
lonchura_striata_domestica ENSLSDG00000013862
taeniopygia_guttata ENSTGUG00000003112
taeniopygia_guttata ENSTGUG00000017213
zonotrichia_albicollis ENSZALG00000010585
junco_hyemalis ENSJHYG00000002047
serinus_canaria ENSSCAG00000010572
lepidothrix_coronata ENSLCOG00000000236
manacus_vitellinus ENSMVIG00005014753
apteryx_haastii ENSAHAG00000014341
apteryx_rowi ENSARWG00000012116
apteryx_owenii ENSAOWG00000016210
dromaius_novaehollandiae ENSDNVG00000018233
nothoprocta_perdicaria ENSNPEG00000009748
crocodylus_porosus ENSCPRG00005009182
gopherus_agassizii ENSGAGG00000000748
chelonoidis_abingdonii ENSCABG00000002916
chrysemys_picta_bellii ENSCPBG00000012298
pelodiscus_sinensis ENSPSIG00000011888
latimeria_chalumnae ENSLACG00000008974
xenopus_tropicalis ENSXETG00000007856
amphiprion_ocellaris ENSAOCG00000012765
amphiprion_percula ENSAPEG00000003799
acanthochromis_polyacanthus ENSAPOG00000019825
stegastes_partitus ENSSPAG00000015837
oryzias_latipes ENSORLG00000003321
oryzias_latipes_asm223469v1 ENSORLG00015002215
oryzias_latipes ENSORLG00020009352
oryzias_melastigma ENSOMEG00000022489
seriola_dumerili ENSSDUG00000022754
seriola_lalandi_dorsalis ENSSLDG00000002078
cynoglossus_semilaevis ENSCSEG00000016579
mastacembelus_armatus ENSMAMG00000022236
monopterus_albus ENSMALG00000007761
anabas_testudineus ENSATEG00000000903
takifugu_rubripes ENSTRUG00000016340
tetraodon_nigroviridis ENSTNIG00000011723
mola_mola ENSMMOG00000020788
labrus_bergylta ENSLBEG00000005238
gasterosteus_aculeatus ENSGACG00000009023
astatotilapia_calliptera ENSACLG00000001776
maylandia_zebra ENSMZEG00005022838
pundamilia_nyererei ENSPNYG00000011885
haplochromis_burtoni ENSHBUG00000023834
neolamprologus_brichardi ENSNBRG00000019764
oreochromis_niloticus ENSONIG00000000977
amphilophus_citrinellus ENSACIG00000009574
xiphophorus_couchianus ENSXCOG00000017273
gambusia_affinis ENSGAFG00000001921
xiphophorus_maculatus ENSXMAG00000008640
poecilia_formosa ENSPFOG00000009811
poecilia_latipinna ENSPLAG00000022249
poecilia_mexicana ENSPMEG00000002599
fundulus_heteroclitus ENSFHEG00000013086
cyprinodon_variegatus ENSCVAG00000012179
poecilia_reticulata ENSPREG00000008064
kryptolebias_marmoratus ENSKMAG00000020718
scophthalmus_maximus ENSSMAG00000009808
periophthalmus_magnuspinnatus ENSPMGG00000002653
hippocampus_comes ENSHCOG00000005928
gadus_morhua ENSGMOG00000000193
esox_lucius ENSELUG00000017635
astyanax_mexicanus ENSAMXG00000015090
ictalurus_punctatus ENSIPUG00000024192
danio_rerio ENSDARG00000008105
paramormyrops_kingsleyae ENSPKIG00000020973
scleropages_formosus ENSSFOG00015023376
lepisosteus_oculatus ENSLOCG00000011314
petromyzon_marinus ENSPMAG00000007098
eptatretus_burgeri ENSEBUG00000005418
