seriola_dumerili ENSSDUG00000005976
cavia_porcellus ENSCPOG00000000367
cavia_aperea ENSCAPG00000008603
chinchilla_lanigera ENSCLAG00000001873
octodon_degus ENSODEG00000005605
heterocephalus_glaber_male ENSHGLG00100004286
heterocephalus_glaber_female ENSHGLG00000013370
fukomys_damarensis ENSFDAG00000007339
peromyscus_maniculatus_bairdii ENSPEMG00000021156
microtus_ochrogaster ENSMOCG00000018393
cricetulus_griseus_crigri ENSCGRG00000013564
cricetulus_griseus_crigri-picr ENSCGRG00015002632
cricetulus_griseus_chok1gshd ENSCGRG00001014277
mesocricetus_auratus ENSMAUG00000018056
mus_spicilegus ENSMSIG00000000579
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019364
mus_musculus ENSMUSG00000021375
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018484
mus_pahari MGP_PahariEiJ_G0019552
rattus_norvegicus ENSRNOG00000001455
meriones_unguiculatus ENSMUGG00000016561
nannospalax_galili ENSNGAG00000009575
jaculus_jaculus ENSJJAG00000014791
pan_troglodytes ENSPTRG00000017753
pan_paniscus ENSPPAG00000011745
homo_sapiens ENSG00000137177
gorilla_gorilla ENSGGOG00000016314
pongo_abelii ENSPPYG00000016260
nomascus_leucogenys ENSNLEG00000001201
papio_anubis ENSPANG00000011103
theropithecus_gelada ENSTGEG00000018841
mandrillus_leucophaeus ENSMLEG00000039580
cercocebus_atys ENSCATG00000002487
macaca_mulatta ENSMMUG00000010731
macaca_fascicularis ENSMFAG00000032997
macaca_nemestrina ENSMNEG00000043686
chlorocebus_sabaeus ENSCSAG00000007634
piliocolobus_tephrosceles ENSPTEG00000011903
colobus_angolensis_palliatus ENSCANG00000031136
rhinopithecus_roxellana ENSRROG00000039009
rhinopithecus_bieti ENSRBIG00000043320
callithrix_jacchus ENSCJAG00000006752
cebus_capucinus ENSCCAG00000020851
saimiri_boliviensis_boliviensis ENSSBOG00000028035
aotus_nancymaae ENSANAG00000022469
carlito_syrichta ENSTSYG00000004469
prolemur_simus ENSPSMG00000025395
microcebus_murinus ENSMICG00000013830
propithecus_coquereli ENSPCOG00000013040
otolemur_garnettii ENSOGAG00000014904
choloepus_hoffmanni ENSCHOG00000012576
dasypus_novemcinctus ENSDNOG00000008378
loxodonta_africana ENSLAFG00000008598
procavia_capensis ENSPCAG00000010629
echinops_telfairi ENSETEG00000000138
ornithorhynchus_anatinus ENSOANG00000011853
anolis_carolinensis ENSACAG00000003398
pogona_vitticeps ENSPVIG00000003021
notechis_scutatus ENSNSUG00000016921
salvator_merianae ENSSMRG00000005690
sphenodon_punctatus ENSSPUG00000009900
crocodylus_porosus ENSCPRG00005003103
crocodylus_porosus ENSCPRG00005002967
anser_brachyrhynchus ENSABRG00000011553
anas_platyrhynchos_platyrhynchos ENSAPLG00000005320
meleagris_gallopavo ENSMGAG00000002694
coturnix_japonica ENSCJPG00005017304
gallus_gallus ENSGALG00000012689
numida_meleagris ENSNMEG00000001904
manacus_vitellinus ENSMVIG00005013734
lepidothrix_coronata ENSLCOG00000004312
lonchura_striata_domestica ENSLSDG00000010691
taeniopygia_guttata ENSTGUG00000006146
serinus_canaria ENSSCAG00000000902
parus_major ENSPMJG00000018201
cyanistes_caeruleus ENSCCEG00000001104
ficedula_albicollis ENSFALG00000013485
junco_hyemalis ENSJHYG00000015078
zonotrichia_albicollis ENSZALG00000001452
melopsittacus_undulatus ENSMUNG00000009219
calidris_pygmaea ENSCPGG00000014168
calidris_pugnax ENSCPUG00000002430
apteryx_owenii ENSAOWG00000001728
apteryx_haastii ENSAHAG00000000544
apteryx_rowi ENSARWG00000013818
dromaius_novaehollandiae ENSDNVG00000015616
nothoprocta_perdicaria ENSNPEG00000015557
gopherus_agassizii ENSGAGG00000025513
chelonoidis_abingdonii ENSCABG00000001583
chrysemys_picta_bellii ENSCPBG00000016736
pelodiscus_sinensis ENSPSIG00000009810
xenopus_tropicalis ENSXETG00000014202
xenopus_tropicalis ENSXETG00000030472
latimeria_chalumnae ENSLACG00000003092
petromyzon_marinus ENSPMAG00000004797
petromyzon_marinus ENSPMAG00000003186
eptatretus_burgeri ENSEBUG00000004825
