junco_hyemalis ENSJHYG00000017352
echinops_telfairi ENSETEG00000007523
loxodonta_africana ENSLAFG00000021858
ornithorhynchus_anatinus ENSOANG00000006991
xenopus_tropicalis ENSXETG00000018884
latimeria_chalumnae ENSLACG00000016299
pygocentrus_nattereri ENSPNAG00000023654
astyanax_mexicanus ENSAMXG00000042789
ictalurus_punctatus ENSIPUG00000014045
danio_rerio ENSDARG00000029729
oryzias_latipes ENSORLG00000011150
oryzias_latipes_asm223469v1 ENSORLG00015016937
oryzias_latipes ENSORLG00020013771
oryzias_melastigma ENSOMEG00000014056
hippocampus_comes ENSHCOG00000020584
gasterosteus_aculeatus ENSGACG00000001896
tetraodon_nigroviridis ENSTNIG00000000072
tetraodon_nigroviridis ENSTNIG00000014981
takifugu_rubripes ENSTRUG00000022764
mola_mola ENSMMOG00000019759
periophthalmus_magnuspinnatus ENSPMGG00000016939
labrus_bergylta ENSLBEG00000022463
periophthalmus_magnuspinnatus ENSPMGG00000007154
seriola_lalandi_dorsalis ENSSLDG00000018454
seriola_dumerili ENSSDUG00000009113
scophthalmus_maximus ENSSMAG00000003495
mastacembelus_armatus ENSMAMG00000018042
monopterus_albus ENSMALG00000002912
anabas_testudineus ENSATEG00000006527
maylandia_zebra ENSMZEG00005021635
pundamilia_nyererei ENSPNYG00000011689
astatotilapia_calliptera ENSACLG00000026558
haplochromis_burtoni ENSHBUG00000011701
neolamprologus_brichardi ENSNBRG00000001246
oreochromis_niloticus ENSONIG00000006784
amphilophus_citrinellus ENSACIG00000020694
xiphophorus_maculatus ENSXMAG00000022319
xiphophorus_couchianus ENSXCOG00000018601
poecilia_formosa ENSPFOG00000012086
poecilia_latipinna ENSPLAG00000011516
poecilia_mexicana ENSPMEG00000017535
poecilia_reticulata ENSPREG00000006046
gambusia_affinis ENSGAFG00000021177
fundulus_heteroclitus ENSFHEG00000010894
cyprinodon_variegatus ENSCVAG00000021930
kryptolebias_marmoratus ENSKMAG00000003792
amphiprion_ocellaris ENSAOCG00000001995
amphiprion_percula ENSAPEG00000004124
acanthochromis_polyacanthus ENSAPOG00000021573
stegastes_partitus ENSSPAG00000007321
gadus_morhua ENSGMOG00000019581
esox_lucius ENSELUG00000000411
paramormyrops_kingsleyae ENSPKIG00000004987
scleropages_formosus ENSSFOG00015022144
lepisosteus_oculatus ENSLOCG00000003101
eptatretus_burgeri ENSEBUG00000003585
ciona_savignyi ENSCSAVG00000011297
ciona_intestinalis ENSCING00000005745
