junco_hyemalis ENSJHYG00000007540
tetraodon_nigroviridis ENSTNIG00000016697
hippocampus_comes ENSHCOG00000000134
neolamprologus_brichardi ENSNBRG00000016507
neolamprologus_brichardi ENSNBRG00000016462
amphiprion_ocellaris ENSAOCG00000016717
amphiprion_percula ENSAPEG00000019633
acanthochromis_polyacanthus ENSAPOG00000003572
stegastes_partitus ENSSPAG00000012132
fundulus_heteroclitus ENSFHEG00000020341
cyprinodon_variegatus ENSCVAG00000019528
poecilia_mexicana ENSPMEG00000008405
poecilia_reticulata ENSPREG00000013871
xiphophorus_couchianus ENSXCOG00000008540
xiphophorus_maculatus ENSXMAG00000021461
gambusia_affinis ENSGAFG00000002511
pundamilia_nyererei ENSPNYG00000017551
amphilophus_citrinellus ENSACIG00000005224
mola_mola ENSMMOG00000013178
seriola_lalandi_dorsalis ENSSLDG00000020305
scophthalmus_maximus ENSSMAG00000004891
cynoglossus_semilaevis ENSCSEG00000018522
anabas_testudineus ENSATEG00000019102
maylandia_zebra ENSMZEG00005008800
haplochromis_burtoni ENSHBUG00000002682
astatotilapia_calliptera ENSACLG00000013097
oreochromis_niloticus ENSONIG00000014486
kryptolebias_marmoratus ENSKMAG00000001369
seriola_dumerili ENSSDUG00000000653
poecilia_latipinna ENSPLAG00000008853
fundulus_heteroclitus ENSFHEG00000020352
stegastes_partitus ENSSPAG00000018250
cynoglossus_semilaevis ENSCSEG00000012926
mastacembelus_armatus ENSMAMG00000018861
labrus_bergylta ENSLBEG00000017016
periophthalmus_magnuspinnatus ENSPMGG00000008404
poecilia_latipinna ENSPLAG00000010186
danio_rerio ENSDARG00000113719
poecilia_formosa ENSPFOG00000002874
poecilia_formosa ENSPFOG00000002593
pogona_vitticeps ENSPVIG00000023193
gasterosteus_aculeatus ENSGACG00000006214
gasterosteus_aculeatus ENSGACG00000006212
gadus_morhua ENSGMOG00000007329
lepisosteus_oculatus ENSLOCG00000008872
salvator_merianae ENSSMRG00000020472
salvator_merianae ENSSMRG00000020474
petromyzon_marinus ENSPMAG00000001381
eptatretus_burgeri ENSEBUG00000014247
