mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023717
bos_taurus ENSBTAG00000032983
capra_hircus ENSCHIG00000004613
notamacropus_eugenii ENSMEUG00000003015
phascolarctos_cinereus ENSPCIG00000031696
monodelphis_domestica ENSMODG00000012804
chrysemys_picta_bellii ENSCPBG00000019707
gopherus_agassizii ENSGAGG00000015106
notechis_scutatus ENSNSUG00000011319
notechis_scutatus ENSNSUG00000011320
anolis_carolinensis ENSACAG00000023403
salvator_merianae ENSSMRG00000018986
parus_major ENSPMJG00000017720
manacus_vitellinus ENSMVIG00005007994
numida_meleagris ENSNMEG00000016852
sphenodon_punctatus ENSSPUG00000015308
ornithorhynchus_anatinus ENSOANG00000021049
takifugu_rubripes ENSTRUG00000025084
tetraodon_nigroviridis ENSTNIG00000015811
periophthalmus_magnuspinnatus ENSPMGG00000011836
amphiprion_percula ENSAPEG00000000597
amphiprion_ocellaris ENSAOCG00000023236
astatotilapia_calliptera ENSACLG00000022667
maylandia_zebra ENSMZEG00005002047
haplochromis_burtoni ENSHBUG00000008696
pundamilia_nyererei ENSPNYG00000013634
neolamprologus_brichardi ENSNBRG00000009689
stegastes_partitus ENSSPAG00000004006
mastacembelus_armatus ENSMAMG00000018302
oryzias_melastigma ENSOMEG00000001419
gasterosteus_aculeatus ENSGACG00000007973
cynoglossus_semilaevis ENSCSEG00000015025
cynoglossus_semilaevis ENSCSEG00000009612
oryzias_latipes ENSORLG00000005726
oryzias_latipes ENSORLG00020018450
oryzias_latipes_asm223469v1 ENSORLG00015006668
kryptolebias_marmoratus ENSKMAG00000019879
acanthochromis_polyacanthus ENSAPOG00000023340
amphilophus_citrinellus ENSACIG00000003097
oreochromis_niloticus ENSONIG00000020990
labrus_bergylta ENSLBEG00000021296
labrus_bergylta ENSLBEG00000014007
seriola_dumerili ENSSDUG00000021192
seriola_lalandi_dorsalis ENSSLDG00000020048
poecilia_reticulata ENSPREG00000020466
poecilia_latipinna ENSPLAG00000018187
poecilia_formosa ENSPFOG00000020822
poecilia_mexicana ENSPMEG00000022805
xiphophorus_maculatus ENSXMAG00000017381
xiphophorus_couchianus ENSXCOG00000001293
gambusia_affinis ENSGAFG00000016717
fundulus_heteroclitus ENSFHEG00000012829
anabas_testudineus ENSATEG00000012686
monopterus_albus ENSMALG00000011677
cyprinodon_variegatus ENSCVAG00000002050
mola_mola ENSMMOG00000012865
scophthalmus_maximus ENSSMAG00000018662
gadus_morhua ENSGMOG00000020422
esox_lucius ENSELUG00000002644
danio_rerio ENSDARG00000037475
lepisosteus_oculatus ENSLOCG00000017539
latimeria_chalumnae ENSLACG00000014889
ictidomys_tridecemlineatus ENSSTOG00000033146
marmota_marmota_marmota ENSMMMG00000012137
peromyscus_maniculatus_bairdii ENSPEMG00000001408
pan_paniscus ENSPPAG00000041248
vulpes_vulpes ENSVVUG00000001964
canis_lupus_dingo ENSCAFG00020024717
bos_mutus ENSBMUG00000016024
bison_bison_bison ENSBBBG00000013704
equus_asinus_asinus ENSEASG00005004789
calidris_pygmaea ENSCPGG00000013762
melopsittacus_undulatus ENSMUNG00000013139
zonotrichia_albicollis ENSZALG00000012561
lonchura_striata_domestica ENSLSDG00000009363
lepidothrix_coronata ENSLCOG00000005064
coturnix_japonica ENSCJPG00005007899
numida_meleagris ENSNMEG00000016853
anas_platyrhynchos_platyrhynchos ENSAPLG00000006208
apteryx_owenii ENSAOWG00000003956
chelonoidis_abingdonii ENSCABG00000012819
notechis_scutatus ENSNSUG00000011313
notechis_scutatus ENSNSUG00000011312
pogona_vitticeps ENSPVIG00000024754
pygocentrus_nattereri ENSPNAG00000017810
petromyzon_marinus ENSPMAG00000010234
esox_lucius ENSELUG00000017034
paramormyrops_kingsleyae ENSPKIG00000001201
gopherus_agassizii ENSGAGG00000000473
spermophilus_dauricus ENSSDAG00000016597
coturnix_japonica ENSCJPG00005012683
pygocentrus_nattereri ENSPNAG00000015486
astyanax_mexicanus ENSAMXG00000003780
poecilia_latipinna ENSPLAG00000023553
poecilia_reticulata ENSPREG00000008898
xiphophorus_maculatus ENSXMAG00000025745
fundulus_heteroclitus ENSFHEG00000011681
amphiprion_percula ENSAPEG00000000043
amphiprion_ocellaris ENSAOCG00000008885
stegastes_partitus ENSSPAG00000015245
acanthochromis_polyacanthus ENSAPOG00000003250
scleropages_formosus ENSSFOG00015008455
ursus_maritimus ENSUMAG00000023966
ciona_savignyi ENSCSAVG00000002583
ciona_savignyi ENSCSAVG00000002574
drosophila_melanogaster FBgn0004897
caenorhabditis_elegans_strain_n2 WBGene00003017
