taeniopygia_guttata ENSTGUG00000000102
nomascus_leucogenys ENSNLEG00000027475
pongo_abelii ENSPPYG00000012258
macaca_nemestrina ENSMNEG00000014492
macaca_mulatta ENSMMUG00000001845
macaca_fascicularis ENSMFAG00000038541
theropithecus_gelada ENSTGEG00000018651
mandrillus_leucophaeus ENSMLEG00000029886
cercocebus_atys ENSCATG00000033537
chlorocebus_sabaeus ENSCSAG00000015812
papio_anubis ENSPANG00000024718
rhinopithecus_bieti ENSRBIG00000036574
rhinopithecus_roxellana ENSRROG00000001091
piliocolobus_tephrosceles ENSPTEG00000035559
colobus_angolensis_palliatus ENSCANG00000043592
saimiri_boliviensis_boliviensis ENSSBOG00000026569
cebus_capucinus ENSCCAG00000022652
callithrix_jacchus ENSCJAG00000017156
aotus_nancymaae ENSANAG00000007710
carlito_syrichta ENSTSYG00000014553
propithecus_coquereli ENSPCOG00000017045
microcebus_murinus ENSMICG00000035864
prolemur_simus ENSPSMG00000018926
otolemur_garnettii ENSOGAG00000015781
dipodomys_ordii ENSDORG00000010725
dasypus_novemcinctus ENSDNOG00000015461
echinops_telfairi ENSETEG00000009092
ornithorhynchus_anatinus ENSOANG00000011915
monodelphis_domestica ENSMODG00000028559
xenopus_tropicalis ENSXETG00000014422
latimeria_chalumnae ENSLACG00000017480
pygocentrus_nattereri ENSPNAG00000023744
astyanax_mexicanus ENSAMXG00000034001
ictalurus_punctatus ENSIPUG00000007435
danio_rerio ENSDARG00000013016
pundamilia_nyererei ENSPNYG00000021834
astatotilapia_calliptera ENSACLG00000002609
maylandia_zebra ENSMZEG00005009364
haplochromis_burtoni ENSHBUG00000009585
neolamprologus_brichardi ENSNBRG00000023813
oreochromis_niloticus ENSONIG00000002352
oryzias_latipes ENSORLG00020000398
oryzias_latipes ENSORLG00000017077
oryzias_latipes_asm223469v1 ENSORLG00015010354
gasterosteus_aculeatus ENSGACG00000011233
anabas_testudineus ENSATEG00000005624
amphilophus_citrinellus ENSACIG00000004187
mola_mola ENSMMOG00000020285
kryptolebias_marmoratus ENSKMAG00000022297
seriola_dumerili ENSSDUG00000010273
seriola_lalandi_dorsalis ENSSLDG00000001264
scophthalmus_maximus ENSSMAG00000009662
monopterus_albus ENSMALG00000016714
mastacembelus_armatus ENSMAMG00000003637
amphiprion_percula ENSAPEG00000023093
amphiprion_ocellaris ENSAOCG00000009281
acanthochromis_polyacanthus ENSAPOG00000017482
stegastes_partitus ENSSPAG00000016611
oryzias_melastigma ENSOMEG00000009651
labrus_bergylta ENSLBEG00000006519
takifugu_rubripes ENSTRUG00000000810
cynoglossus_semilaevis ENSCSEG00000020195
xiphophorus_maculatus ENSXMAG00000003356
xiphophorus_couchianus ENSXCOG00000010734
poecilia_formosa ENSPFOG00000004484
poecilia_mexicana ENSPMEG00000015891
poecilia_latipinna ENSPLAG00000023461
poecilia_reticulata ENSPREG00000012888
fundulus_heteroclitus ENSFHEG00000004417
cyprinodon_variegatus ENSCVAG00000018925
tetraodon_nigroviridis ENSTNIG00000015477
periophthalmus_magnuspinnatus ENSPMGG00000022212
gadus_morhua ENSGMOG00000006699
esox_lucius ENSELUG00000021858
paramormyrops_kingsleyae ENSPKIG00000000035
scleropages_formosus ENSSFOG00015007783
lepisosteus_oculatus ENSLOCG00000003351
ciona_savignyi ENSCSAVG00000011181
drosophila_melanogaster FBgn0034726
caenorhabditis_elegans_strain_n2 WBGene00013150
