caenorhabditis_elegans WBGene00000485
pelodiscus_sinensis ENSPSIG00000013885
pogona_vitticeps ENSPVIG00000024747
pogona_vitticeps ENSPVIG00000024750
pogona_vitticeps ENSPVIG00000024749
anolis_carolinensis ENSACAG00000011923
notechis_scutatus ENSNSUG00000006381
salvator_merianae ENSSMRG00000011354
sphenodon_punctatus ENSSPUG00000010539
phascolarctos_cinereus ENSPCIG00000024886
vombatus_ursinus ENSVURG00010013327
sarcophilus_harrisii ENSSHAG00000000897
notamacropus_eugenii ENSMEUG00000005554
sarcophilus_harrisii ENSSHAG00000000488
sarcophilus_harrisii ENSSHAG00000015321
monodelphis_domestica ENSMODG00000000925
pteropus_vampyrus ENSPVAG00000007495
myotis_lucifugus ENSMLUG00000003216
ursus_americanus ENSUAMG00000013278
ursus_americanus ENSUAMG00000013276
ursus_maritimus ENSUMAG00000009090
ursus_maritimus ENSUMAG00000009046
ursus_maritimus ENSUMAG00000009073
ailuropoda_melanoleuca ENSAMEG00000010320
neovison_vison ENSNVIG00000022015
mustela_putorius ENSMPUG00000006434
canis_lupus ENSCAFG00020009260
canis_lupus ENSCAFG00020009224
canis_lupus ENSCAFG00020009235
canis_lupus ENSCAFG00000014962
vulpes_vulpes ENSVVUG00000012126
panthera_pardus ENSPPRG00000008878
panthera_tigris ENSPTIG00000005732
felis_catus ENSFCAG00000028573
equus_asinus ENSEASG00005011038
equus_asinus ENSEASG00005011036
equus_asinus ENSEASG00005011042
equus_caballus ENSECAG00000016257
ovis_aries ENSOARG00000003665
capra_hircus ENSCHIG00000017543
bos_taurus ENSBTAG00000047461
bos_taurus ENSBTAG00000019309
bos_taurus ENSBTAG00000048939
bos_indicus ENSBIXG00005006562
bos_indicus ENSBIXG00000001014
bos_mutus ENSBMUG00000012095
bison_bison ENSBBBG00000020480
tursiops_truncatus ENSTTRG00000009305
sus_scrofa ENSSSCG00000033937
vicugna_pacos ENSVPAG00000011348
sorex_araneus ENSSARG00000003282
sorex_araneus ENSSARG00000003244
erinaceus_europaeus ENSEEUG00000012670
erinaceus_europaeus ENSEEUG00000012605
tupaia_belangeri ENSTBEG00000011130
chinchilla_lanigera ENSCLAG00000014268
octodon_degus ENSODEG00000012699
cavia_porcellus ENSCPOG00000014189
cavia_aperea ENSCAPG00000015087
heterocephalus_glaber ENSHGLG00000001041
heterocephalus_glaber ENSHGLG00100009104
heterocephalus_glaber ENSHGLG00100008908
fukomys_damarensis ENSFDAG00000004289
urocitellus_parryii ENSUPAG00010019688
spermophilus_dauricus ENSSDAG00000003149
ictidomys_tridecemlineatus ENSSTOG00000026849
marmota_marmota ENSMMMG00000001718
castor_canadensis ENSCCNG00000010095
dipodomys_ordii ENSDORG00000010115
mus_spretus MGP_SPRETEiJ_G0032868
mus_spicilegus ENSMSIG00000018981
mus_musculus ENSMUSG00000047193
mus_caroli MGP_CAROLIEiJ_G0031748
mus_pahari MGP_PahariEiJ_G0014627
rattus_norvegicus ENSRNOG00000032070
meriones_unguiculatus ENSMUGG00000010887
peromyscus_maniculatus ENSPEMG00000016383
microtus_ochrogaster ENSMOCG00000017521
cricetulus_griseus ENSCGRG00001013236
cricetulus_griseus ENSCGRG00000016921
cricetulus_griseus ENSCGRG00015000910
mesocricetus_auratus ENSMAUG00000015798
nannospalax_galili ENSNGAG00000000125
jaculus_jaculus ENSJJAG00000000557
ochotona_princeps ENSOPRG00000018732
ochotona_princeps ENSOPRG00000010701
ochotona_princeps ENSOPRG00000016082
oryctolagus_cuniculus ENSOCUG00000016257
prolemur_simus ENSPSMG00000008986
microcebus_murinus ENSMICG00000029576
otolemur_garnettii ENSOGAG00000033838
pongo_abelii ENSPPYG00000003819
pongo_abelii ENSPPYG00000003817
pongo_abelii ENSPPYG00000003818
pan_troglodytes ENSPTRG00000004224
pan_paniscus ENSPPAG00000040117
homo_sapiens ENSG00000187240
gorilla_gorilla ENSGGOG00000012522
nomascus_leucogenys ENSNLEG00000007190
cercocebus_atys ENSCATG00000022191
mandrillus_leucophaeus ENSMLEG00000038133
theropithecus_gelada ENSTGEG00000014541
papio_anubis ENSPANG00000023174
macaca_fascicularis ENSMFAG00000039001
macaca_nemestrina ENSMNEG00000042907
macaca_mulatta ENSMMUG00000018308
chlorocebus_sabaeus ENSCSAG00000003153
piliocolobus_tephrosceles ENSPTEG00000031768
colobus_angolensis ENSCANG00000012954
rhinopithecus_roxellana ENSRROG00000029529
rhinopithecus_bieti ENSRBIG00000039808
saimiri_boliviensis ENSSBOG00000032663
cebus_capucinus ENSCCAG00000032776
callithrix_jacchus ENSCJAG00000009549
aotus_nancymaae ENSANAG00000035967
castor_canadensis ENSCCNG00000022582
castor_canadensis ENSCCNG00000022545
propithecus_coquereli ENSPCOG00000027848
propithecus_coquereli ENSPCOG00000025113
tupaia_belangeri ENSTBEG00000009456
carlito_syrichta ENSTSYG00000006371
dasypus_novemcinctus ENSDNOG00000047695
choloepus_hoffmanni ENSCHOG00000013607
dasypus_novemcinctus ENSDNOG00000035114
loxodonta_africana ENSLAFG00000016899
procavia_capensis ENSPCAG00000004356
echinops_telfairi ENSETEG00000018615
ornithorhynchus_anatinus ENSOANG00000010474
ornithorhynchus_anatinus ENSOANG00000021075
xenopus_tropicalis ENSXETG00000020652
callorhinchus_milii ENSCMIG00000016425
lepisosteus_oculatus ENSLOCG00000007034
erpetoichthys_calabaricus ENSECRG00000019594
eptatretus_burgeri ENSEBUG00000010002
eptatretus_burgeri ENSEBUG00000012083
eptatretus_burgeri ENSEBUG00000005028
eptatretus_burgeri ENSEBUG00000008145
eptatretus_burgeri ENSEBUG00000001971
hucho_hucho ENSHHUG00000015838
petromyzon_marinus ENSPMAG00000000525
ciona_savignyi ENSCSAVG00000009506
ciona_intestinalis ENSCING00000001762
scleropages_formosus ENSSFOG00015016725
paramormyrops_kingsleyae ENSPKIG00000023427
clupea_harengus ENSCHAG00000022972
clupea_harengus ENSCHAG00000022909
poecilia_mexicana ENSPMEG00000019200
poecilia_mexicana ENSPMEG00000019177
periophthalmus_magnuspinnatus ENSPMGG00000021836
periophthalmus_magnuspinnatus ENSPMGG00000021848
periophthalmus_magnuspinnatus ENSPMGG00000021853
periophthalmus_magnuspinnatus ENSPMGG00000021842
monopterus_albus ENSMALG00000020461
mastacembelus_armatus ENSMAMG00000006729
anabas_testudineus ENSATEG00000007385
lates_calcarifer ENSLCAG00010021810
scophthalmus_maximus ENSSMAG00000019098
seriola_dumerili ENSSDUG00000001178
seriola_lalandi ENSSLDG00000021203
takifugu_rubripes ENSTRUG00000004354
takifugu_rubripes ENSTRUG00000023004
takifugu_rubripes ENSTRUG00000023539
tetraodon_nigroviridis ENSTNIG00000007164
tetraodon_nigroviridis ENSTNIG00000005246
tetraodon_nigroviridis ENSTNIG00000007163
mola_mola ENSMMOG00000011358
labrus_bergylta ENSLBEG00000004433
labrus_bergylta ENSLBEG00000004584
labrus_bergylta ENSLBEG00000004570
larimichthys_crocea ENSLCRG00005015178
cottoperca_gobio ENSCGOG00000017010
gasterosteus_aculeatus ENSGACG00000008068
maylandia_zebra ENSMZEG00005014042
maylandia_zebra ENSMZEG00005014054
astatotilapia_calliptera ENSACLG00000023242
maylandia_zebra ENSMZEG00005026587
haplochromis_burtoni ENSHBUG00000013907
pundamilia_nyererei ENSPNYG00000014705
neolamprologus_brichardi ENSNBRG00000014440
oreochromis_niloticus ENSONIG00000005098
amphilophus_citrinellus ENSACIG00000023020
parambassis_ranga ENSPRNG00000013510
amphiprion_ocellaris ENSAOCG00000022126
amphiprion_percula ENSAPEG00000016563
acanthochromis_polyacanthus ENSAPOG00000002878
acanthochromis_polyacanthus ENSAPOG00000002820
acanthochromis_polyacanthus ENSAPOG00000001486
stegastes_partitus ENSSPAG00000020790
fundulus_heteroclitus ENSFHEG00000003493
cyprinodon_variegatus ENSCVAG00000017150
cyprinodon_variegatus ENSCVAG00000018248
cyprinodon_variegatus ENSCVAG00000018350
cyprinodon_variegatus ENSCVAG00000018267
poecilia_formosa ENSPFOG00000006192
poecilia_formosa ENSPFOG00000024527
poecilia_latipinna ENSPLAG00000011833
poecilia_reticulata ENSPREG00000020739
gambusia_affinis ENSGAFG00000009088
gambusia_affinis ENSGAFG00000009044
gambusia_affinis ENSGAFG00000009082
poecilia_mexicana ENSPMEG00000019374
xiphophorus_couchianus ENSXCOG00000012822
xiphophorus_couchianus ENSXCOG00000012823
xiphophorus_couchianus ENSXCOG00000003840
xiphophorus_couchianus ENSXCOG00000003836
xiphophorus_maculatus ENSXMAG00000017973
kryptolebias_marmoratus ENSKMAG00000008036
oryzias_melastigma ENSOMEG00000002548
oryzias_melastigma ENSOMEG00000002573
oryzias_melastigma ENSOMEG00000002540
oryzias_melastigma ENSOMEG00000002523
oryzias_latipes ENSORLG00015023304
oryzias_latipes ENSORLG00000010725
gouania_willdenowi ENSGWIG00000012207
hippocampus_comes ENSHCOG00000015174
cynoglossus_semilaevis ENSCSEG00000018584
maylandia_zebra ENSMZEG00005024646
gadus_morhua ENSGMOG00000015971
hucho_hucho ENSHHUG00000001620
hucho_hucho ENSHHUG00000025484
hucho_hucho ENSHHUG00000025473
hucho_hucho ENSHHUG00000004182
esox_lucius ENSELUG00000011683
esox_lucius ENSELUG00000000419
esox_lucius ENSELUG00000011651
