poecilia_formosa ENSPFOG00000002202
cavia_porcellus ENSCPOG00000030258
marmota_marmota_marmota ENSMMMG00000002898
ictidomys_tridecemlineatus ENSSTOG00000020694
urocitellus_parryii ENSUPAG00010019431
spermophilus_dauricus ENSSDAG00000007137
oryctolagus_cuniculus ENSOCUG00000014693
ochotona_princeps ENSOPRG00000008534
cercocebus_atys ENSCATG00000029370
mandrillus_leucophaeus ENSMLEG00000028595
macaca_nemestrina ENSMNEG00000026604
macaca_fascicularis ENSMFAG00000042441
macaca_mulatta ENSMMUG00000011846
papio_anubis ENSPANG00000010677
theropithecus_gelada ENSTGEG00000012296
chlorocebus_sabaeus ENSCSAG00000003260
rhinopithecus_roxellana ENSRROG00000035208
rhinopithecus_bieti ENSRBIG00000039244
colobus_angolensis_palliatus ENSCANG00000040389
piliocolobus_tephrosceles ENSPTEG00000033009
pan_troglodytes ENSPTRG00000004206
pan_paniscus ENSPPAG00000028196
homo_sapiens ENSG00000082175
gorilla_gorilla ENSGGOG00000016358
pongo_abelii ENSPPYG00000003801
nomascus_leucogenys ENSNLEG00000007154
cebus_capucinus ENSCCAG00000026925
callithrix_jacchus ENSCJAG00000000583
saimiri_boliviensis_boliviensis ENSSBOG00000013714
aotus_nancymaae ENSANAG00000036519
carlito_syrichta ENSTSYG00000036997
propithecus_coquereli ENSPCOG00000026577
propithecus_coquereli ENSPCOG00000014938
microcebus_murinus ENSMICG00000006331
prolemur_simus ENSPSMG00000010007
otolemur_garnettii ENSOGAG00000012310
tupaia_belangeri ENSTBEG00000009619
pteropus_vampyrus ENSPVAG00000006626
myotis_lucifugus ENSMLUG00000022851
equus_caballus ENSECAG00000011511
equus_asinus_asinus ENSEASG00005011167
tursiops_truncatus ENSTTRG00000000030
sus_scrofa ENSSSCG00000014977
bison_bison_bison ENSBBBG00000024770
bos_taurus ENSBTAG00000024648
capra_hircus ENSCHIG00000021765
ovis_aries ENSOARG00000007837
vicugna_pacos ENSVPAG00000008979
ursus_maritimus ENSUMAG00000008495
ursus_americanus ENSUAMG00000000780
ailuropoda_melanoleuca ENSAMEG00000017449
mustela_putorius_furo ENSMPUG00000001784
neovison_vison ENSNVIG00000024376
canis_lupus_dingo ENSCAFG00020011021
canis_lupus_familiaris ENSCAFG00000003978
panthera_tigris_altaica ENSPTIG00000018757
panthera_pardus ENSPPRG00000017879
felis_catus ENSFCAG00000041663
loxodonta_africana ENSLAFG00000006479
procavia_capensis ENSPCAG00000013031
echinops_telfairi ENSETEG00000009960
choloepus_hoffmanni ENSCHOG00000007092
dasypus_novemcinctus ENSDNOG00000048850
ornithorhynchus_anatinus ENSOANG00000010494
ornithorhynchus_anatinus ENSOANG00000007834
ornithorhynchus_anatinus ENSOANG00000030855
xenopus_tropicalis ENSXETG00000005482
latimeria_chalumnae ENSLACG00000013150
