calidris_pugnax ENSCPUG00000009756
paramormyrops_kingsleyae ENSPKIG00000005667
scleropages_formosus ENSSFOG00015021862
danio_rerio ENSDARG00000017121
lepisosteus_oculatus ENSLOCG00000004673
fundulus_heteroclitus ENSFHEG00000002455
cyprinodon_variegatus ENSCVAG00000000044
poecilia_formosa ENSPFOG00000020839
poecilia_latipinna ENSPLAG00000019581
poecilia_mexicana ENSPMEG00000022187
poecilia_reticulata ENSPREG00000022267
gambusia_affinis ENSGAFG00000020116
xiphophorus_maculatus ENSXMAG00000020173
oryzias_latipes ENSORLG00000013930
oryzias_latipes ENSORLG00020019606
oryzias_latipes_asm223469v1 ENSORLG00015015288
oryzias_melastigma ENSOMEG00000023734
amphiprion_percula ENSAPEG00000023407
amphiprion_ocellaris ENSAOCG00000002415
acanthochromis_polyacanthus ENSAPOG00000010261
stegastes_partitus ENSSPAG00000021215
haplochromis_burtoni ENSHBUG00000013860
maylandia_zebra ENSMZEG00005010140
pundamilia_nyererei ENSPNYG00000018735
neolamprologus_brichardi ENSNBRG00000023180
oreochromis_niloticus ENSONIG00000020811
amphilophus_citrinellus ENSACIG00000011110
takifugu_rubripes ENSTRUG00000012552
tetraodon_nigroviridis ENSTNIG00000007316
mola_mola ENSMMOG00000019937
gasterosteus_aculeatus ENSGACG00000010185
labrus_bergylta ENSLBEG00000017971
mastacembelus_armatus ENSMAMG00000021043
monopterus_albus ENSMALG00000005986
anabas_testudineus ENSATEG00000015024
seriola_lalandi_dorsalis ENSSLDG00000011540
seriola_dumerili ENSSDUG00000019845
scophthalmus_maximus ENSSMAG00000013891
hippocampus_comes ENSHCOG00000003739
periophthalmus_magnuspinnatus ENSPMGG00000023180
cynoglossus_semilaevis ENSCSEG00000009881
gadus_morhua ENSGMOG00000017938
kryptolebias_marmoratus ENSKMAG00000021111
pygocentrus_nattereri ENSPNAG00000009555
paramormyrops_kingsleyae ENSPKIG00000005748
scleropages_formosus ENSSFOG00015020954
petromyzon_marinus ENSPMAG00000004530
