gasterosteus_aculeatus ENSGACG00000003570
loxodonta_africana ENSLAFG00000016661
procavia_capensis ENSPCAG00000016486
echinops_telfairi ENSETEG00000011320
pan_troglodytes ENSPTRG00000024071
pan_paniscus ENSPPAG00000031628
homo_sapiens ENSG00000041515
gorilla_gorilla ENSGGOG00000017053
pongo_abelii ENSPPYG00000005495
nomascus_leucogenys ENSNLEG00000007900
mandrillus_leucophaeus ENSMLEG00000031071
cercocebus_atys ENSCATG00000039525
theropithecus_gelada ENSTGEG00000013647
papio_anubis ENSPANG00000012679
macaca_fascicularis ENSMFAG00000043164
macaca_mulatta ENSMMUG00000021231
macaca_nemestrina ENSMNEG00000038906
chlorocebus_sabaeus ENSCSAG00000017472
rhinopithecus_roxellana ENSRROG00000044459
rhinopithecus_bieti ENSRBIG00000037900
piliocolobus_tephrosceles ENSPTEG00000034134
colobus_angolensis_palliatus ENSCANG00000042307
cebus_capucinus ENSCCAG00000024956
callithrix_jacchus ENSCJAG00000014617
saimiri_boliviensis_boliviensis ENSSBOG00000036268
aotus_nancymaae ENSANAG00000030011
carlito_syrichta ENSTSYG00000033760
carlito_syrichta ENSTSYG00000005908
microcebus_murinus ENSMICG00000000221
prolemur_simus ENSPSMG00000016508
propithecus_coquereli ENSPCOG00000011165
otolemur_garnettii ENSOGAG00000006533
chinchilla_lanigera ENSCLAG00000004226
octodon_degus ENSODEG00000008856
cavia_aperea ENSCAPG00000017657
cavia_porcellus ENSCPOG00000002412
heterocephalus_glaber_female ENSHGLG00000002620
fukomys_damarensis ENSFDAG00000020868
dipodomys_ordii ENSDORG00000005318
peromyscus_maniculatus_bairdii ENSPEMG00000000246
microtus_ochrogaster ENSMOCG00000021280
cricetulus_griseus_crigri ENSCGRG00000013611
cricetulus_griseus_chok1gshd ENSCGRG00001022966
cricetulus_griseus_crigri-picr ENSCGRG00015024834
mesocricetus_auratus ENSMAUG00000018052
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031920
mus_spicilegus ENSMSIG00000009985
mus_musculus ENSMUSG00000039057
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030812
mus_pahari MGP_PahariEiJ_G0021273
rattus_norvegicus ENSRNOG00000016483
nannospalax_galili ENSNGAG00000017319
jaculus_jaculus ENSJJAG00000010779
spermophilus_dauricus ENSSDAG00000023988
urocitellus_parryii ENSUPAG00010011315
ictidomys_tridecemlineatus ENSSTOG00000005498
marmota_marmota_marmota ENSMMMG00000020163
ochotona_princeps ENSOPRG00000002820
tupaia_belangeri ENSTBEG00000009667
pteropus_vampyrus ENSPVAG00000004033
myotis_lucifugus ENSMLUG00000003952
equus_caballus ENSECAG00000006615
equus_asinus_asinus ENSEASG00005022058
ursus_maritimus ENSUMAG00000022568
ailuropoda_melanoleuca ENSAMEG00000004207
mustela_putorius_furo ENSMPUG00000011157
neovison_vison ENSNVIG00000002667
canis_lupus_familiaris ENSCAFG00000006050
canis_lupus_dingo ENSCAFG00020021192
vulpes_vulpes ENSVVUG00000020784
panthera_pardus ENSPPRG00000010036
panthera_tigris_altaica ENSPTIG00000000683
felis_catus ENSFCAG00000031323
sus_scrofa ENSSSCG00000009543
vicugna_pacos ENSVPAG00000002278
capra_hircus ENSCHIG00000002331
ovis_aries ENSOARG00000005785
bos_mutus ENSBMUG00000020810
bos_taurus ENSBTAG00000018237
bison_bison_bison ENSBBBG00000019248
tursiops_truncatus ENSTTRG00000009818
dasypus_novemcinctus ENSDNOG00000010625
choloepus_hoffmanni ENSCHOG00000010591
ornithorhynchus_anatinus ENSOANG00000015599
xenopus_tropicalis ENSXETG00000002648
latimeria_chalumnae ENSLACG00000009653
lepisosteus_oculatus ENSLOCG00000008929
eptatretus_burgeri ENSEBUG00000015878
scleropages_formosus ENSSFOG00015012739
paramormyrops_kingsleyae ENSPKIG00000011580
paramormyrops_kingsleyae ENSPKIG00000010151
paramormyrops_kingsleyae ENSPKIG00000010054
scleropages_formosus ENSSFOG00015022980
eptatretus_burgeri ENSEBUG00000005101
