gasterosteus_aculeatus ENSGACG00000012687
parus_major ENSPMJG00000018872
cyanistes_caeruleus ENSCCEG00000001906
serinus_canaria ENSSCAG00000004410
lonchura_striata_domestica ENSLSDG00000014254
ficedula_albicollis ENSFALG00000013817
manacus_vitellinus ENSMVIG00005008806
melopsittacus_undulatus ENSMUNG00000002189
anser_brachyrhynchus ENSABRG00000007347
anas_platyrhynchos_platyrhynchos ENSAPLG00000004368
gallus_gallus ENSGALG00000001130
coturnix_japonica ENSCJPG00005004631
numida_meleagris ENSNMEG00000012623
calidris_pugnax ENSCPUG00000007362
calidris_pygmaea ENSCPGG00000005519
apteryx_haastii ENSAHAG00000005076
apteryx_owenii ENSAOWG00000018069
apteryx_rowi ENSARWG00000006222
dromaius_novaehollandiae ENSDNVG00000006068
nothoprocta_perdicaria ENSNPEG00000003199
crocodylus_porosus ENSCPRG00005007761
crocodylus_porosus ENSCPRG00005007772
meleagris_gallopavo ENSMGAG00000002249
meleagris_gallopavo ENSMGAG00000016961
zonotrichia_albicollis ENSZALG00000003380
taeniopygia_guttata ENSTGUG00000003475
chelonoidis_abingdonii ENSCABG00000011498
chelonoidis_abingdonii ENSCABG00000020827
gopherus_agassizii ENSGAGG00000000326
chrysemys_picta_bellii ENSCPBG00000014903
pelodiscus_sinensis ENSPSIG00000010831
anolis_carolinensis ENSACAG00000008700
anolis_carolinensis ENSACAG00000023320
pogona_vitticeps ENSPVIG00000009875
notechis_scutatus ENSNSUG00000007967
salvator_merianae ENSSMRG00000001907
sphenodon_punctatus ENSSPUG00000002818
junco_hyemalis ENSJHYG00000001722
zonotrichia_albicollis ENSZALG00000008580
junco_hyemalis ENSJHYG00000001633
lepidothrix_coronata ENSLCOG00000014935
carlito_syrichta ENSTSYG00000034879
macaca_nemestrina ENSMNEG00000038588
dasypus_novemcinctus ENSDNOG00000043034
sarcophilus_harrisii ENSSHAG00000004866
serinus_canaria ENSSCAG00000008341
cyanistes_caeruleus ENSCCEG00000001913
cyanistes_caeruleus ENSCCEG00000005792
ornithorhynchus_anatinus ENSOANG00000030053
castor_canadensis ENSCCNG00000009453
xenopus_tropicalis ENSXETG00000010109
latimeria_chalumnae ENSLACG00000003791
lepisosteus_oculatus ENSLOCG00000003993
pygocentrus_nattereri ENSPNAG00000019343
astyanax_mexicanus ENSAMXG00000004115
ictalurus_punctatus ENSIPUG00000016429
danio_rerio ENSDARG00000042418
esox_lucius ENSELUG00000008516
hippocampus_comes ENSHCOG00000019900
hippocampus_comes ENSHCOG00000019876
periophthalmus_magnuspinnatus ENSPMGG00000004224
seriola_dumerili ENSSDUG00000001631
seriola_lalandi_dorsalis ENSSLDG00000003476
scophthalmus_maximus ENSSMAG00000020531
fundulus_heteroclitus ENSFHEG00000020673
cyprinodon_variegatus ENSCVAG00000014606
xiphophorus_couchianus ENSXCOG00000009761
xiphophorus_maculatus ENSXMAG00000013214
gambusia_affinis ENSGAFG00000003552
poecilia_formosa ENSPFOG00000015999
poecilia_mexicana ENSPMEG00000019333
poecilia_latipinna ENSPLAG00000003582
poecilia_reticulata ENSPREG00000018832
kryptolebias_marmoratus ENSKMAG00000018643
oryzias_latipes ENSORLG00020019431
oryzias_latipes_asm223469v1 ENSORLG00015008184
oryzias_latipes ENSORLG00000001357
oryzias_melastigma ENSOMEG00000022790
amphiprion_ocellaris ENSAOCG00000021470
amphiprion_percula ENSAPEG00000016038
acanthochromis_polyacanthus ENSAPOG00000014431
stegastes_partitus ENSSPAG00000019180
takifugu_rubripes ENSTRUG00000016145
tetraodon_nigroviridis ENSTNIG00000018997
labrus_bergylta ENSLBEG00000003245
mola_mola ENSMMOG00000005068
cynoglossus_semilaevis ENSCSEG00000005839
mastacembelus_armatus ENSMAMG00000016161
anabas_testudineus ENSATEG00000006748
amphilophus_citrinellus ENSACIG00000007375
monopterus_albus ENSMALG00000010295
stegastes_partitus ENSSPAG00000008419
acanthochromis_polyacanthus ENSAPOG00000006026
pundamilia_nyererei ENSPNYG00000022360
astatotilapia_calliptera ENSACLG00000018583
haplochromis_burtoni ENSHBUG00000002597
maylandia_zebra ENSMZEG00005024392
neolamprologus_brichardi ENSNBRG00000016955
oreochromis_niloticus ENSONIG00000005864
petromyzon_marinus ENSPMAG00000009306
