ochotona_princeps ENSOPRG00000014273
peromyscus_maniculatus_bairdii ENSPEMG00000012743
nannospalax_galili ENSNGAG00000001743
heterocephalus_glaber_male ENSHGLG00100002050
heterocephalus_glaber_female ENSHGLG00000005172
fukomys_damarensis ENSFDAG00000001391
chinchilla_lanigera ENSCLAG00000000158
octodon_degus ENSODEG00000012114
cavia_porcellus ENSCPOG00000001099
cavia_aperea ENSCAPG00000010713
urocitellus_parryii ENSUPAG00010005519
ictidomys_tridecemlineatus ENSSTOG00000024556
spermophilus_dauricus ENSSDAG00000015748
marmota_marmota_marmota ENSMMMG00000012037
oryctolagus_cuniculus ENSOCUG00000004390
macaca_mulatta ENSMMUG00000013439
macaca_fascicularis ENSMFAG00000003942
theropithecus_gelada ENSTGEG00000014653
papio_anubis ENSPANG00000022637
mandrillus_leucophaeus ENSMLEG00000021081
cercocebus_atys ENSCATG00000036606
colobus_angolensis_palliatus ENSCANG00000024253
piliocolobus_tephrosceles ENSPTEG00000004247
rhinopithecus_roxellana ENSRROG00000008059
rhinopithecus_bieti ENSRBIG00000036986
rhinopithecus_roxellana ENSRROG00000028459
rhinopithecus_bieti ENSRBIG00000044553
colobus_angolensis_palliatus ENSCANG00000038697
piliocolobus_tephrosceles ENSPTEG00000034266
macaca_fascicularis ENSMFAG00000000157
macaca_mulatta ENSMMUG00000041508
macaca_nemestrina ENSMNEG00000028899
cercocebus_atys ENSCATG00000040529
papio_anubis ENSPANG00000027578
mandrillus_leucophaeus ENSMLEG00000028959
pan_troglodytes ENSPTRG00000044490
pan_paniscus ENSPPAG00000041941
gorilla_gorilla ENSGGOG00000039778
nomascus_leucogenys ENSNLEG00000033831
nomascus_leucogenys ENSNLEG00000011652
nomascus_leucogenys ENSNLEG00000031015
gorilla_gorilla ENSGGOG00000043476
pan_troglodytes ENSPTRG00000002465
homo_sapiens ENSG00000122376
macaca_nemestrina ENSMNEG00000035685
chlorocebus_sabaeus ENSCSAG00000009879
nomascus_leucogenys ENSNLEG00000032748
pongo_abelii ENSPPYG00000002828
saimiri_boliviensis_boliviensis ENSSBOG00000020023
callithrix_jacchus ENSCJAG00000011757
cebus_capucinus ENSCCAG00000029396
aotus_nancymaae ENSANAG00000032313
carlito_syrichta ENSTSYG00000036004
prolemur_simus ENSPSMG00000008112
prolemur_simus ENSPSMG00000008107
microcebus_murinus ENSMICG00000029494
propithecus_coquereli ENSPCOG00000022430
loxodonta_africana ENSLAFG00000022147
dasypus_novemcinctus ENSDNOG00000000017
dasypus_novemcinctus ENSDNOG00000040429
echinops_telfairi ENSETEG00000014791
phascolarctos_cinereus ENSPCIG00000028413
notamacropus_eugenii ENSMEUG00000003472
sarcophilus_harrisii ENSSHAG00000008667
monodelphis_domestica ENSMODG00000002724
ornithorhynchus_anatinus ENSOANG00000007005
sphenodon_punctatus ENSSPUG00000006178
sphenodon_punctatus ENSSPUG00000006169
pogona_vitticeps ENSPVIG00000006806
anolis_carolinensis ENSACAG00000014871
anolis_carolinensis ENSACAG00000022320
notechis_scutatus ENSNSUG00000020078
salvator_merianae ENSSMRG00000007539
apteryx_haastii ENSAHAG00000011121
apteryx_owenii ENSAOWG00000017492
apteryx_rowi ENSARWG00000003026
dromaius_novaehollandiae ENSDNVG00000003557
nothoprocta_perdicaria ENSNPEG00000015180
meleagris_gallopavo ENSMGAG00000002403
coturnix_japonica ENSCJPG00005012362
gallus_gallus ENSGALG00000028439
numida_meleagris ENSNMEG00000013964
anser_brachyrhynchus ENSABRG00000022323
anas_platyrhynchos_platyrhynchos ENSAPLG00000013430
manacus_vitellinus ENSMVIG00005016245
manacus_vitellinus ENSMVIG00005015621
lepidothrix_coronata ENSLCOG00000001824
zonotrichia_albicollis ENSZALG00000013338
junco_hyemalis ENSJHYG00000001717
serinus_canaria ENSSCAG00000003407
taeniopygia_guttata ENSTGUG00000016668
taeniopygia_guttata ENSTGUG00000005795
lonchura_striata_domestica ENSLSDG00000008656
cyanistes_caeruleus ENSCCEG00000019818
parus_major ENSPMJG00000015446
ficedula_albicollis ENSFALG00000006729
melopsittacus_undulatus ENSMUNG00000008248
calidris_pygmaea ENSCPGG00000012597
calidris_pugnax ENSCPUG00000011131
crocodylus_porosus ENSCPRG00005010439
chelonoidis_abingdonii ENSCABG00000009459
chelonoidis_abingdonii ENSCABG00000016257
gopherus_agassizii ENSGAGG00000010497
chrysemys_picta_bellii ENSCPBG00000007540
pelodiscus_sinensis ENSPSIG00000006149
latimeria_chalumnae ENSLACG00000022260
scleropages_formosus ENSSFOG00015020419
paramormyrops_kingsleyae ENSPKIG00000011616
tetraodon_nigroviridis ENSTNIG00000013357
takifugu_rubripes ENSTRUG00000003826
mola_mola ENSMMOG00000007743
labrus_bergylta ENSLBEG00000000077
gasterosteus_aculeatus ENSGACG00000001309
amphiprion_ocellaris ENSAOCG00000001713
amphiprion_percula ENSAPEG00000009460
acanthochromis_polyacanthus ENSAPOG00000012188
stegastes_partitus ENSSPAG00000022666
poecilia_formosa ENSPFOG00000012956
poecilia_latipinna ENSPLAG00000001409
poecilia_latipinna ENSPLAG00000001413
poecilia_mexicana ENSPMEG00000010676
poecilia_reticulata ENSPREG00000012638
xiphophorus_couchianus ENSXCOG00000003814
xiphophorus_maculatus ENSXMAG00000000185
gambusia_affinis ENSGAFG00000014150
fundulus_heteroclitus ENSFHEG00000022515
cyprinodon_variegatus ENSCVAG00000004549
kryptolebias_marmoratus ENSKMAG00000003068
oryzias_latipes ENSORLG00000002947
oryzias_latipes ENSORLG00020016806
oryzias_latipes_asm223469v1 ENSORLG00015003006
oryzias_melastigma ENSOMEG00000022412
haplochromis_burtoni ENSHBUG00000009230
astatotilapia_calliptera ENSACLG00000003090
maylandia_zebra ENSMZEG00005004316
pundamilia_nyererei ENSPNYG00000019749
neolamprologus_brichardi ENSNBRG00000010329
oreochromis_niloticus ENSONIG00000007012
amphilophus_citrinellus ENSACIG00000015465
scophthalmus_maximus ENSSMAG00000008086
cynoglossus_semilaevis ENSCSEG00000004202
seriola_dumerili ENSSDUG00000003857
seriola_lalandi_dorsalis ENSSLDG00000004156
monopterus_albus ENSMALG00000008156
mastacembelus_armatus ENSMAMG00000022528
anabas_testudineus ENSATEG00000021903
anabas_testudineus ENSATEG00000006795
periophthalmus_magnuspinnatus ENSPMGG00000011005
hippocampus_comes ENSHCOG00000018151
gadus_morhua ENSGMOG00000012439
esox_lucius ENSELUG00000018013
ictalurus_punctatus ENSIPUG00000016145
ictalurus_punctatus ENSIPUG00000016128
pygocentrus_nattereri ENSPNAG00000006109
pygocentrus_nattereri ENSPNAG00000028154
astyanax_mexicanus ENSAMXG00000021286
danio_rerio ENSDARG00000038686
lepisosteus_oculatus ENSLOCG00000012430
eptatretus_burgeri ENSEBUG00000014595
