gasterosteus_aculeatus ENSGACG00000018860
heterocephalus_glaber_male ENSHGLG00100015818
fukomys_damarensis ENSFDAG00000004074
heterocephalus_glaber_female ENSHGLG00000001325
heterocephalus_glaber_male ENSHGLG00100019510
fukomys_damarensis ENSFDAG00000013019
octodon_degus ENSODEG00000000147
octodon_degus ENSODEG00000019971
octodon_degus ENSODEG00000018576
octodon_degus ENSODEG00000003051
octodon_degus ENSODEG00000007573
chinchilla_lanigera ENSCLAG00000002653
cavia_aperea ENSCAPG00000011576
cavia_porcellus ENSCPOG00000031127
cricetulus_griseus_chok1gshd ENSCGRG00001023392
cricetulus_griseus_crigri-picr ENSCGRG00015001185
cricetulus_griseus_crigri ENSCGRG00000004778
mesocricetus_auratus ENSMAUG00000009266
peromyscus_maniculatus_bairdii ENSPEMG00000005293
mus_musculus ENSMUSG00000022635
mus_spicilegus ENSMSIG00000020661
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021087
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020191
mus_pahari MGP_PahariEiJ_G0020195
rattus_norvegicus ENSRNOG00000004996
nannospalax_galili ENSNGAG00000020193
jaculus_jaculus ENSJJAG00000020804
jaculus_jaculus ENSJJAG00000023083
jaculus_jaculus ENSJJAG00000021636
microtus_ochrogaster ENSMOCG00000011009
oryctolagus_cuniculus ENSOCUG00000026539
oryctolagus_cuniculus ENSOCUG00000013664
ochotona_princeps ENSOPRG00000011095
jaculus_jaculus ENSJJAG00000012365
castor_canadensis ENSCCNG00000026304
loxodonta_africana ENSLAFG00000008847
procavia_capensis ENSPCAG00000011749
echinops_telfairi ENSETEG00000019302
dasypus_novemcinctus ENSDNOG00000048722
dasypus_novemcinctus ENSDNOG00000049476
dasypus_novemcinctus ENSDNOG00000037929
dasypus_novemcinctus ENSDNOG00000044050
dasypus_novemcinctus ENSDNOG00000038480
choloepus_hoffmanni ENSCHOG00000004490
felis_catus ENSFCAG00000035062
panthera_pardus ENSPPRG00000024484
bison_bison_bison ENSBBBG00000017610
cebus_capucinus ENSCCAG00000021693
saimiri_boliviensis_boliviensis ENSSBOG00000022234
cebus_capucinus ENSCCAG00000035450
macaca_nemestrina ENSMNEG00000041890
apteryx_owenii ENSAOWG00000014189
apteryx_rowi ENSARWG00000016046
apteryx_haastii ENSAHAG00000006990
parus_major ENSPMJG00000010903
ornithorhynchus_anatinus ENSOANG00000009891
xenopus_tropicalis ENSXETG00000006796
latimeria_chalumnae ENSLACG00000007970
eptatretus_burgeri ENSEBUG00000010289
petromyzon_marinus ENSPMAG00000001258
ciona_savignyi ENSCSAVG00000010693
ciona_intestinalis ENSCING00000017297
