haplochromis_burtoni ENSHBUG00000010974
macaca_fascicularis ENSMFAG00000002151
macaca_nemestrina ENSMNEG00000030890
aotus_nancymaae ENSANAG00000022179
neovison_vison ENSNVIG00000007045
neovison_vison ENSNVIG00000017689
mustela_putorius_furo ENSMPUG00000006600
ursus_americanus ENSUAMG00000009768
ursus_maritimus ENSUMAG00000022390
ailuropoda_melanoleuca ENSAMEG00000009587
canis_lupus_dingo ENSCAFG00020011890
vulpes_vulpes ENSVVUG00000000197
panthera_tigris_altaica ENSPTIG00000021788
panthera_pardus ENSPPRG00000014364
felis_catus ENSFCAG00000025232
equus_asinus_asinus ENSEASG00005014530
equus_caballus ENSECAG00000020821
capra_hircus ENSCHIG00000015482
ovis_aries ENSOARG00000006235
bos_mutus ENSBMUG00000001682
bos_taurus ENSBTAG00000003485
bison_bison_bison ENSBBBG00000017595
capra_hircus ENSCHIG00000010403
tursiops_truncatus ENSTTRG00000001035
pteropus_vampyrus ENSPVAG00000013128
vicugna_pacos ENSVPAG00000004985
sus_scrofa ENSSSCG00000039988
panthera_pardus ENSPPRG00000003703
neovison_vison ENSNVIG00000001305
carlito_syrichta ENSTSYG00000014692
otolemur_garnettii ENSOGAG00000013328
dasypus_novemcinctus ENSDNOG00000005997
choloepus_hoffmanni ENSCHOG00000008515
procavia_capensis ENSPCAG00000016083
cebus_capucinus ENSCCAG00000036678
aotus_nancymaae ENSANAG00000031777
propithecus_coquereli ENSPCOG00000020081
tupaia_belangeri ENSTBEG00000014820
jaculus_jaculus ENSJJAG00000012649
equus_caballus ENSECAG00000032128
equus_caballus ENSECAG00000026878
equus_asinus_asinus ENSEASG00005014729
myotis_lucifugus ENSMLUG00000003527
canis_lupus_familiaris ENSCAFG00000032063
canis_lupus_dingo ENSCAFG00020006093
vulpes_vulpes ENSVVUG00000005035
canis_lupus_dingo ENSCAFG00020003387
vulpes_vulpes ENSVVUG00000005079
neovison_vison ENSNVIG00000001067
mustela_putorius_furo ENSMPUG00000011925
ursus_maritimus ENSUMAG00000016146
ursus_americanus ENSUAMG00000001562
panthera_tigris_altaica ENSPTIG00000005508
panthera_pardus ENSPPRG00000006810
felis_catus ENSFCAG00000043981
capra_hircus ENSCHIG00000027197
capra_hircus ENSCHIG00000004786
ovis_aries ENSOARG00000020936
capra_hircus ENSCHIG00000012601
bison_bison_bison ENSBBBG00000022644
bos_taurus ENSBTAG00000019235
tursiops_truncatus ENSTTRG00000001272
sus_scrofa ENSSSCG00000000635
sus_scrofa ENSSSCG00000008928
vicugna_pacos ENSVPAG00000000873
octodon_degus ENSODEG00000017967
octodon_degus ENSODEG00000019931
chinchilla_lanigera ENSCLAG00000016608
heterocephalus_glaber_male ENSHGLG00100006135
heterocephalus_glaber_female ENSHGLG00000006918
fukomys_damarensis ENSFDAG00000008539
fukomys_damarensis ENSFDAG00000009370
cavia_porcellus ENSCPOG00000012657
cavia_aperea ENSCAPG00000011435
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028945
mus_musculus ENSMUSG00000030188
mus_spicilegus ENSMSIG00000008835
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029992
mus_pahari MGP_PahariEiJ_G0022707
rattus_norvegicus ENSRNOG00000010316
meriones_unguiculatus ENSMUGG00000012351
cricetulus_griseus_chok1gshd ENSCGRG00001017367
cricetulus_griseus_crigri ENSCGRG00000004416
cricetulus_griseus_crigri-picr ENSCGRG00015027163
cricetulus_griseus_chok1gshd ENSCGRG00001000596
cricetulus_griseus_crigri ENSCGRG00000001107
cricetulus_griseus_crigri-picr ENSCGRG00015028513
cricetulus_griseus_crigri-picr ENSCGRG00015000309
mesocricetus_auratus ENSMAUG00000007271
cricetulus_griseus_chok1gshd ENSCGRG00001016935
cricetulus_griseus_crigri-picr ENSCGRG00015009978
cricetulus_griseus_crigri ENSCGRG00000010618
microtus_ochrogaster ENSMOCG00000000535
peromyscus_maniculatus_bairdii ENSPEMG00000008487
nannospalax_galili ENSNGAG00000016835
castor_canadensis ENSCCNG00000031786
urocitellus_parryii ENSUPAG00010003870
spermophilus_dauricus ENSSDAG00000021492
marmota_marmota_marmota ENSMMMG00000021712
marmota_marmota_marmota ENSMMMG00000019768
ictidomys_tridecemlineatus ENSSTOG00000033496
ochotona_princeps ENSOPRG00000000548
pan_paniscus ENSPPAG00000031055
pan_troglodytes ENSPTRG00000047757
gorilla_gorilla ENSGGOG00000008703
pongo_abelii ENSPPYG00000005934
nomascus_leucogenys ENSNLEG00000034101
rhinopithecus_roxellana ENSRROG00000043541
rhinopithecus_bieti ENSRBIG00000001456
colobus_angolensis_palliatus ENSCANG00000036297
macaca_fascicularis ENSMFAG00000003846
macaca_nemestrina ENSMNEG00000038440
macaca_mulatta ENSMMUG00000015480
mandrillus_leucophaeus ENSMLEG00000042280
cercocebus_atys ENSCATG00000038189
papio_anubis ENSPANG00000033991
macaca_mulatta ENSMMUG00000005082
aotus_nancymaae ENSANAG00000026457
saimiri_boliviensis_boliviensis ENSSBOG00000001211
saimiri_boliviensis_boliviensis ENSSBOG00000015416
aotus_nancymaae ENSANAG00000020476
saimiri_boliviensis_boliviensis ENSSBOG00000035018
cebus_capucinus ENSCCAG00000021376
saimiri_boliviensis_boliviensis ENSSBOG00000027129
aotus_nancymaae ENSANAG00000031144
cebus_capucinus ENSCCAG00000028071
saimiri_boliviensis_boliviensis ENSSBOG00000000971
aotus_nancymaae ENSANAG00000031104
pan_troglodytes ENSPTRG00000046304
pan_paniscus ENSPPAG00000036075
homo_sapiens ENSG00000111196
gorilla_gorilla ENSGGOG00000041541
pongo_abelii ENSPPYG00000004277
nomascus_leucogenys ENSNLEG00000003355
rhinopithecus_roxellana ENSRROG00000039024
rhinopithecus_bieti ENSRBIG00000034220
piliocolobus_tephrosceles ENSPTEG00000005825
colobus_angolensis_palliatus ENSCANG00000029642
macaca_fascicularis ENSMFAG00000001826
macaca_nemestrina ENSMNEG00000029221
cercocebus_atys ENSCATG00000045240
theropithecus_gelada ENSTGEG00000002796
papio_anubis ENSPANG00000030861
chlorocebus_sabaeus ENSCSAG00000000152
chlorocebus_sabaeus ENSCSAG00000008783
mandrillus_leucophaeus ENSMLEG00000040704
callithrix_jacchus ENSCJAG00000021662
carlito_syrichta ENSTSYG00000010452
carlito_syrichta ENSTSYG00000026188
propithecus_coquereli ENSPCOG00000012655
propithecus_coquereli ENSPCOG00000010656
microcebus_murinus ENSMICG00000013215
prolemur_simus ENSPSMG00000003772
otolemur_garnettii ENSOGAG00000028793
vulpes_vulpes ENSVVUG00000018659
neovison_vison ENSNVIG00000021306
equus_asinus_asinus ENSEASG00005014735
pteropus_vampyrus ENSPVAG00000006735
bos_mutus ENSBMUG00000026880
erinaceus_europaeus ENSEEUG00000002215
ursus_maritimus ENSUMAG00000016134
ictidomys_tridecemlineatus ENSSTOG00000000835
octodon_degus ENSODEG00000001222
oryctolagus_cuniculus ENSOCUG00000029403
ursus_americanus ENSUAMG00000016723
canis_lupus_dingo ENSCAFG00020006394
choloepus_hoffmanni ENSCHOG00000004382
loxodonta_africana ENSLAFG00000001947
procavia_capensis ENSPCAG00000005123
echinops_telfairi ENSETEG00000016591
ursus_americanus ENSUAMG00000016415
ailuropoda_melanoleuca ENSAMEG00000009447
erinaceus_europaeus ENSEEUG00000007545
dasypus_novemcinctus ENSDNOG00000037774
chelonoidis_abingdonii ENSCABG00000007753
sorex_araneus ENSSARG00000002954
ornithorhynchus_anatinus ENSOANG00000021067
ornithorhynchus_anatinus ENSOANG00000008993
xenopus_tropicalis ENSXETG00000008072
latimeria_chalumnae ENSLACG00000014983
piliocolobus_tephrosceles ENSPTEG00000006673
piliocolobus_tephrosceles ENSPTEG00000006713
piliocolobus_tephrosceles ENSPTEG00000006564
piliocolobus_tephrosceles ENSPTEG00000006628
piliocolobus_tephrosceles ENSPTEG00000005578
eptatretus_burgeri ENSEBUG00000016118
ciona_intestinalis ENSCING00000002708
drosophila_melanogaster FBgn0002736
caenorhabditis_elegans_strain_n2 WBGene00003123
