octodon_degus ENSODEG00000013573
sus_scrofa ENSSSCG00000027746
panthera_pardus ENSPPRG00000017176
panthera_pardus ENSPPRG00000012620
panthera_tigris_altaica ENSPTIG00000002754
felis_catus ENSFCAG00000010023
felis_catus ENSFCAG00000000623
panthera_pardus ENSPPRG00000010856
ursus_americanus ENSUAMG00000023186
ursus_maritimus ENSUMAG00000011034
ailuropoda_melanoleuca ENSAMEG00000020044
ursus_americanus ENSUAMG00000023188
ailuropoda_melanoleuca ENSAMEG00000018594
mustela_putorius_furo ENSMPUG00000019799
neovison_vison ENSNVIG00000006498
neovison_vison ENSNVIG00000006515
ursus_maritimus ENSUMAG00000011029
canis_lupus_familiaris ENSCAFG00000032015
canis_lupus_dingo ENSCAFG00020015024
vulpes_vulpes ENSVVUG00000000501
pteropus_vampyrus ENSPVAG00000011529
piliocolobus_tephrosceles ENSPTEG00000019785
theropithecus_gelada ENSTGEG00000009900
dasypus_novemcinctus ENSDNOG00000031919
otolemur_garnettii ENSOGAG00000031496
otolemur_garnettii ENSOGAG00000026959
prolemur_simus ENSPSMG00000016096
saimiri_boliviensis_boliviensis ENSSBOG00000033309
cebus_capucinus ENSCCAG00000035190
cebus_capucinus ENSCCAG00000019962
callithrix_jacchus ENSCJAG00000035131
aotus_nancymaae ENSANAG00000019265
pan_troglodytes ENSPTRG00000015888
pan_paniscus ENSPPAG00000007021
homo_sapiens ENSG00000178988
pongo_abelii ENSPPYG00000014581
nomascus_leucogenys ENSNLEG00000011799
rhinopithecus_bieti ENSRBIG00000018194
rhinopithecus_roxellana ENSRROG00000013722
colobus_angolensis_palliatus ENSCANG00000006869
piliocolobus_tephrosceles ENSPTEG00000039069
macaca_fascicularis ENSMFAG00000011252
macaca_nemestrina ENSMNEG00000017988
macaca_mulatta ENSMMUG00000021886
mandrillus_leucophaeus ENSMLEG00000026396
cercocebus_atys ENSCATG00000019249
papio_anubis ENSPANG00000033893
chlorocebus_sabaeus ENSCSAG00000016085
gorilla_gorilla ENSGGOG00000038267
propithecus_coquereli ENSPCOG00000011164
carlito_syrichta ENSTSYG00000028019
theropithecus_gelada ENSTGEG00000024919
dasypus_novemcinctus ENSDNOG00000032491
choloepus_hoffmanni ENSCHOG00000002014
dasypus_novemcinctus ENSDNOG00000040292
dasypus_novemcinctus ENSDNOG00000003906
rhinopithecus_bieti ENSRBIG00000023201
rhinopithecus_roxellana ENSRROG00000020151
piliocolobus_tephrosceles ENSPTEG00000039025
theropithecus_gelada ENSTGEG00000024970
mandrillus_leucophaeus ENSMLEG00000017347
papio_anubis ENSPANG00000035451
cercocebus_atys ENSCATG00000017778
macaca_nemestrina ENSMNEG00000021899
pan_paniscus ENSPPAG00000042290
pan_troglodytes ENSPTRG00000047908
homo_sapiens ENSG00000170846
gorilla_gorilla ENSGGOG00000036653
pongo_abelii ENSPPYG00000014584
nomascus_leucogenys ENSNLEG00000019117
saimiri_boliviensis_boliviensis ENSSBOG00000008810
cebus_capucinus ENSCCAG00000018562
callithrix_jacchus ENSCJAG00000022014
aotus_nancymaae ENSANAG00000015684
aotus_nancymaae ENSANAG00000031446
prolemur_simus ENSPSMG00000016080
equus_asinus_asinus ENSEASG00005005194
equus_caballus ENSECAG00000002632
canis_lupus_dingo ENSCAFG00020015008
vulpes_vulpes ENSVVUG00000000473
ursus_americanus ENSUAMG00000023187
mustela_putorius_furo ENSMPUG00000019797
neovison_vison ENSNVIG00000006512
felis_catus ENSFCAG00000043532
felis_catus ENSFCAG00000046639
panthera_pardus ENSPPRG00000017187
sus_scrofa ENSSSCG00000038829
tupaia_belangeri ENSTBEG00000003488
procavia_capensis ENSPCAG00000018775
procavia_capensis ENSPCAG00000018844
loxodonta_africana ENSLAFG00000016333
