capra_hircus ENSCHIG00000024912
fukomys_damarensis ENSFDAG00000014992
chinchilla_lanigera ENSCLAG00000005221
octodon_degus ENSODEG00000001988
aotus_nancymaae ENSANAG00000019744
saimiri_boliviensis_boliviensis ENSSBOG00000030292
carlito_syrichta ENSTSYG00000003311
choloepus_hoffmanni ENSCHOG00000013144
cavia_porcellus ENSCPOG00000008208
cavia_aperea ENSCAPG00000005243
phascolarctos_cinereus ENSPCIG00000002007
notamacropus_eugenii ENSMEUG00000003656
sarcophilus_harrisii ENSSHAG00000006422
monodelphis_domestica ENSMODG00000006159
ornithorhynchus_anatinus ENSOANG00000020050
ornithorhynchus_anatinus ENSOANG00000028718
gopherus_agassizii ENSGAGG00000009302
chrysemys_picta_bellii ENSCPBG00000026365
pelodiscus_sinensis ENSPSIG00000011238
pogona_vitticeps ENSPVIG00000008328
anolis_carolinensis ENSACAG00000013404
salvator_merianae ENSSMRG00000019575
anas_platyrhynchos_platyrhynchos ENSAPLG00000009144
anser_brachyrhynchus ENSABRG00000009741
numida_meleagris ENSNMEG00000013437
meleagris_gallopavo ENSMGAG00000004944
calidris_pygmaea ENSCPGG00000011820
calidris_pugnax ENSCPUG00000005451
ficedula_albicollis ENSFALG00000000009
cyanistes_caeruleus ENSCCEG00000024380
lonchura_striata_domestica ENSLSDG00000009198
taeniopygia_guttata ENSTGUG00000004093
apteryx_rowi ENSARWG00000008267
apteryx_owenii ENSAOWG00000015219
apteryx_haastii ENSAHAG00000016584
dromaius_novaehollandiae ENSDNVG00000001667
melopsittacus_undulatus ENSMUNG00000011708
coturnix_japonica ENSCJPG00005012866
lepidothrix_coronata ENSLCOG00000012188
manacus_vitellinus ENSMVIG00005001529
nothoprocta_perdicaria ENSNPEG00000005574
zonotrichia_albicollis ENSZALG00000009449
gallus_gallus ENSGALG00000052061
gallus_gallus ENSGALG00000004955
junco_hyemalis ENSJHYG00000003960
parus_major ENSPMJG00000005042
notechis_scutatus ENSNSUG00000007751
junco_hyemalis ENSJHYG00000003919
parus_major ENSPMJG00000005053
serinus_canaria ENSSCAG00000011108
crocodylus_porosus ENSCPRG00005019176
chelonoidis_abingdonii ENSCABG00000022126
sphenodon_punctatus ENSSPUG00000018134
notechis_scutatus ENSNSUG00000020113
poecilia_latipinna ENSPLAG00000016614
poecilia_formosa ENSPFOG00000021794
amphiprion_ocellaris ENSAOCG00000011753
amphiprion_percula ENSAPEG00000005080
mastacembelus_armatus ENSMAMG00000014703
periophthalmus_magnuspinnatus ENSPMGG00000004711
latimeria_chalumnae ENSLACG00000010251
latimeria_chalumnae ENSLACG00000011638
ornithorhynchus_anatinus ENSOANG00000028628
xenopus_tropicalis ENSXETG00000015622
takifugu_rubripes ENSTRUG00000006203
tetraodon_nigroviridis ENSTNIG00000012620
cynoglossus_semilaevis ENSCSEG00000021430
kryptolebias_marmoratus ENSKMAG00000013578
gasterosteus_aculeatus ENSGACG00000000059
scophthalmus_maximus ENSSMAG00000020924
mastacembelus_armatus ENSMAMG00000024108
monopterus_albus ENSMALG00000021958
anabas_testudineus ENSATEG00000015569
seriola_dumerili ENSSDUG00000000252
seriola_lalandi_dorsalis ENSSLDG00000011845
poecilia_formosa ENSPFOG00000016034
poecilia_latipinna ENSPLAG00000019880
poecilia_mexicana ENSPMEG00000012742
poecilia_reticulata ENSPREG00000008158
xiphophorus_maculatus ENSXMAG00000017725
xiphophorus_couchianus ENSXCOG00000011382
gambusia_affinis ENSGAFG00000015308
fundulus_heteroclitus ENSFHEG00000003059
cyprinodon_variegatus ENSCVAG00000012786
oryzias_latipes_asm223469v1 ENSORLG00015013967
oryzias_latipes ENSORLG00020018816
oryzias_latipes ENSORLG00000011479
oryzias_melastigma ENSOMEG00000007816
pundamilia_nyererei ENSPNYG00000004934
haplochromis_burtoni ENSHBUG00000021521
maylandia_zebra ENSMZEG00005025923
neolamprologus_brichardi ENSNBRG00000022172
oreochromis_niloticus ENSONIG00000017168
amphilophus_citrinellus ENSACIG00000003473
amphiprion_ocellaris ENSAOCG00000007039
amphiprion_percula ENSAPEG00000014339
acanthochromis_polyacanthus ENSAPOG00000010466
stegastes_partitus ENSSPAG00000019841
mola_mola ENSMMOG00000017232
labrus_bergylta ENSLBEG00000007331
hippocampus_comes ENSHCOG00000003422
periophthalmus_magnuspinnatus ENSPMGG00000016871
gadus_morhua ENSGMOG00000016959
esox_lucius ENSELUG00000016963
astyanax_mexicanus ENSAMXG00000001126
pygocentrus_nattereri ENSPNAG00000022244
ictalurus_punctatus ENSIPUG00000017901
danio_rerio ENSDARG00000045945
paramormyrops_kingsleyae ENSPKIG00000017339
scleropages_formosus ENSSFOG00015013839
xiphophorus_couchianus ENSXCOG00000013525
poecilia_latipinna ENSPLAG00000016597
fundulus_heteroclitus ENSFHEG00000023183
stegastes_partitus ENSSPAG00000008060
cynoglossus_semilaevis ENSCSEG00000021648
gadus_morhua ENSGMOG00000014094
esox_lucius ENSELUG00000013135
scleropages_formosus ENSSFOG00015001391
paramormyrops_kingsleyae ENSPKIG00000024841
lepisosteus_oculatus ENSLOCG00000013941
eptatretus_burgeri ENSEBUG00000005686
eptatretus_burgeri ENSEBUG00000005918
petromyzon_marinus ENSPMAG00000005058
petromyzon_marinus ENSPMAG00000005954
eptatretus_burgeri ENSEBUG00000000303
