tupaia_belangeri ENSTBEG00000003106
vulpes_vulpes ENSVVUG00000017291
equus_caballus ENSECAG00000002918
loxodonta_africana ENSLAFG00000006468
procavia_capensis ENSPCAG00000001530
echinops_telfairi ENSETEG00000002281
dasypus_novemcinctus ENSDNOG00000045446
erinaceus_europaeus ENSEEUG00000015290
phascolarctos_cinereus ENSPCIG00000013634
sarcophilus_harrisii ENSSHAG00000003194
notamacropus_eugenii ENSMEUG00000007462
sarcophilus_harrisii ENSSHAG00000001506
monodelphis_domestica ENSMODG00000016448
ornithorhynchus_anatinus ENSOANG00000009254
anas_platyrhynchos_platyrhynchos ENSAPLG00000003504
anser_brachyrhynchus ENSABRG00000022058
gallus_gallus ENSGALG00000007668
coturnix_japonica ENSCJPG00005007240
meleagris_gallopavo ENSMGAG00000009085
numida_meleagris ENSNMEG00000000376
calidris_pugnax ENSCPUG00000005479
calidris_pygmaea ENSCPGG00000006101
melopsittacus_undulatus ENSMUNG00000011285
manacus_vitellinus ENSMVIG00005003976
lepidothrix_coronata ENSLCOG00000007488
cyanistes_caeruleus ENSCCEG00000021345
parus_major ENSPMJG00000009051
lonchura_striata_domestica ENSLSDG00000004911
taeniopygia_guttata ENSTGUG00000008348
serinus_canaria ENSSCAG00000015394
junco_hyemalis ENSJHYG00000009228
zonotrichia_albicollis ENSZALG00000008864
ficedula_albicollis ENSFALG00000010835
apteryx_rowi ENSARWG00000009472
apteryx_owenii ENSAOWG00000001010
apteryx_haastii ENSAHAG00000012425
dromaius_novaehollandiae ENSDNVG00000009951
nothoprocta_perdicaria ENSNPEG00000011081
crocodylus_porosus ENSCPRG00005004989
chelonoidis_abingdonii ENSCABG00000012353
gopherus_agassizii ENSGAGG00000001267
chrysemys_picta_bellii ENSCPBG00000024074
pelodiscus_sinensis ENSPSIG00000012240
anolis_carolinensis ENSACAG00000016133
pogona_vitticeps ENSPVIG00000021947
notechis_scutatus ENSNSUG00000014276
sphenodon_punctatus ENSSPUG00000014112
salvator_merianae ENSSMRG00000005598
xenopus_tropicalis ENSXETG00000016386
xenopus_tropicalis ENSXETG00000011272
latimeria_chalumnae ENSLACG00000017567
acanthochromis_polyacanthus ENSAPOG00000001722
periophthalmus_magnuspinnatus ENSPMGG00000017099
takifugu_rubripes ENSTRUG00000011215
tetraodon_nigroviridis ENSTNIG00000007091
mola_mola ENSMMOG00000020048
labrus_bergylta ENSLBEG00000016352
gasterosteus_aculeatus ENSGACG00000009945
scophthalmus_maximus ENSSMAG00000012679
cynoglossus_semilaevis ENSCSEG00000004712
seriola_dumerili ENSSDUG00000021030
seriola_lalandi_dorsalis ENSSLDG00000011732
monopterus_albus ENSMALG00000004747
mastacembelus_armatus ENSMAMG00000020511
anabas_testudineus ENSATEG00000016678
amphiprion_percula ENSAPEG00000023610
amphiprion_ocellaris ENSAOCG00000012469
stegastes_partitus ENSSPAG00000020958
pundamilia_nyererei ENSPNYG00000019640
astatotilapia_calliptera ENSACLG00000019566
maylandia_zebra ENSMZEG00005000945
haplochromis_burtoni ENSHBUG00000011813
oreochromis_niloticus ENSONIG00000020322
neolamprologus_brichardi ENSNBRG00000022577
amphilophus_citrinellus ENSACIG00000012446
cyprinodon_variegatus ENSCVAG00000000160
fundulus_heteroclitus ENSFHEG00000006206
xiphophorus_maculatus ENSXMAG00000010031
xiphophorus_couchianus ENSXCOG00000017356
gambusia_affinis ENSGAFG00000020324
poecilia_formosa ENSPFOG00000005295
poecilia_latipinna ENSPLAG00000002472
poecilia_mexicana ENSPMEG00000020883
poecilia_reticulata ENSPREG00000016545
kryptolebias_marmoratus ENSKMAG00000005984
oryzias_latipes ENSORLG00000013494
oryzias_latipes ENSORLG00020020677
oryzias_latipes_asm223469v1 ENSORLG00015016966
oryzias_melastigma ENSOMEG00000023914
hippocampus_comes ENSHCOG00000005555
gadus_morhua ENSGMOG00000016691
esox_lucius ENSELUG00000005817
astyanax_mexicanus ENSAMXG00000037549
pygocentrus_nattereri ENSPNAG00000002424
ictalurus_punctatus ENSIPUG00000023773
danio_rerio ENSDARG00000018260
paramormyrops_kingsleyae ENSPKIG00000018346
scleropages_formosus ENSSFOG00015004476
astyanax_mexicanus ENSAMXG00000039982
pygocentrus_nattereri ENSPNAG00000010581
danio_rerio ENSDARG00000063230
takifugu_rubripes ENSTRUG00000003888
tetraodon_nigroviridis ENSTNIG00000012614
gasterosteus_aculeatus ENSGACG00000015125
scophthalmus_maximus ENSSMAG00000020985
cynoglossus_semilaevis ENSCSEG00000020653
periophthalmus_magnuspinnatus ENSPMGG00000000575
labrus_bergylta ENSLBEG00000007667
mola_mola ENSMMOG00000017305
monopterus_albus ENSMALG00000022070
mastacembelus_armatus ENSMAMG00000024115
anabas_testudineus ENSATEG00000015733
amphiprion_percula ENSAPEG00000013999
amphiprion_ocellaris ENSAOCG00000006837
acanthochromis_polyacanthus ENSAPOG00000010229
stegastes_partitus ENSSPAG00000019044
gambusia_affinis ENSGAFG00000015265
xiphophorus_maculatus ENSXMAG00000017817
poecilia_formosa ENSPFOG00000009347
poecilia_latipinna ENSPLAG00000008442
poecilia_mexicana ENSPMEG00000004155
poecilia_reticulata ENSPREG00000008041
poecilia_mexicana ENSPMEG00000023215
xiphophorus_couchianus ENSXCOG00000011440
cyprinodon_variegatus ENSCVAG00000012517
fundulus_heteroclitus ENSFHEG00000003184
kryptolebias_marmoratus ENSKMAG00000013338
oryzias_latipes ENSORLG00000011720
oryzias_latipes_asm223469v1 ENSORLG00015013692
oryzias_latipes ENSORLG00020018630
oryzias_melastigma ENSOMEG00000007490
haplochromis_burtoni ENSHBUG00000007625
maylandia_zebra ENSMZEG00005025985
pundamilia_nyererei ENSPNYG00000021960
neolamprologus_brichardi ENSNBRG00000022300
oreochromis_niloticus ENSONIG00000017150
amphilophus_citrinellus ENSACIG00000003253
seriola_dumerili ENSSDUG00000022821
seriola_lalandi_dorsalis ENSSLDG00000012142
hippocampus_comes ENSHCOG00000018687
gadus_morhua ENSGMOG00000002761
esox_lucius ENSELUG00000000624
scleropages_formosus ENSSFOG00015020473
paramormyrops_kingsleyae ENSPKIG00000025430
lepisosteus_oculatus ENSLOCG00000003514
poecilia_latipinna ENSPLAG00000018898
petromyzon_marinus ENSPMAG00000000167
