coturnix_japonica ENSCJPG00005014972
jaculus_jaculus ENSJJAG00000022127
dipodomys_ordii ENSDORG00000015367
oryctolagus_cuniculus ENSOCUG00000000341
ochotona_princeps ENSOPRG00000016677
carlito_syrichta ENSTSYG00000006289
propithecus_coquereli ENSPCOG00000021594
microcebus_murinus ENSMICG00000015450
prolemur_simus ENSPSMG00000015304
otolemur_garnettii ENSOGAG00000013482
pan_paniscus ENSPPAG00000022724
pan_troglodytes ENSPTRG00000006504
gorilla_gorilla ENSGGOG00000007256
homo_sapiens ENSG00000182732
pongo_abelii ENSPPYG00000005962
nomascus_leucogenys ENSNLEG00000002297
macaca_mulatta ENSMMUG00000001820
macaca_nemestrina ENSMNEG00000030946
macaca_fascicularis ENSMFAG00000033074
mandrillus_leucophaeus ENSMLEG00000032736
cercocebus_atys ENSCATG00000040492
theropithecus_gelada ENSTGEG00000021638
papio_anubis ENSPANG00000006945
chlorocebus_sabaeus ENSCSAG00000012876
piliocolobus_tephrosceles ENSPTEG00000031614
colobus_angolensis_palliatus ENSCANG00000041343
rhinopithecus_bieti ENSRBIG00000038422
rhinopithecus_roxellana ENSRROG00000040751
callithrix_jacchus ENSCJAG00000014537
cebus_capucinus ENSCCAG00000029956
saimiri_boliviensis_boliviensis ENSSBOG00000029364
aotus_nancymaae ENSANAG00000032870
bison_bison_bison ENSBBBG00000013128
bos_taurus ENSBTAG00000014189
bos_mutus ENSBMUG00000010121
ovis_aries ENSOARG00000021200
capra_hircus ENSCHIG00000000519
sus_scrofa ENSSSCG00000033093
equus_caballus ENSECAG00000011760
equus_asinus_asinus ENSEASG00005004707
myotis_lucifugus ENSMLUG00000009389
ursus_maritimus ENSUMAG00000009102
ursus_americanus ENSUAMG00000011655
ailuropoda_melanoleuca ENSAMEG00000016168
neovison_vison ENSNVIG00000007391
mustela_putorius_furo ENSMPUG00000003663
canis_lupus_familiaris ENSCAFG00000016763
canis_lupus_dingo ENSCAFG00020004610
vulpes_vulpes ENSVVUG00000004371
panthera_pardus ENSPPRG00000006431
panthera_tigris_altaica ENSPTIG00000017631
felis_catus ENSFCAG00000014028
microcebus_murinus ENSMICG00000038287
sorex_araneus ENSSARG00000014541
pteropus_vampyrus ENSPVAG00000010792
erinaceus_europaeus ENSEEUG00000001514
tursiops_truncatus ENSTTRG00000013634
vicugna_pacos ENSVPAG00000011196
tupaia_belangeri ENSTBEG00000017299
procavia_capensis ENSPCAG00000007820
echinops_telfairi ENSETEG00000012116
loxodonta_africana ENSLAFG00000010825
dasypus_novemcinctus ENSDNOG00000016888
choloepus_hoffmanni ENSCHOG00000010798
ornithorhynchus_anatinus ENSOANG00000004085
xenopus_tropicalis ENSXETG00000021836
latimeria_chalumnae ENSLACG00000014557
lepisosteus_oculatus ENSLOCG00000012364
eptatretus_burgeri ENSEBUG00000009467
scleropages_formosus ENSSFOG00015017044
paramormyrops_kingsleyae ENSPKIG00000001038
monopterus_albus ENSMALG00000015937
mastacembelus_armatus ENSMAMG00000006759
anabas_testudineus ENSATEG00000002789
takifugu_rubripes ENSTRUG00000014920
tetraodon_nigroviridis ENSTNIG00000017437
mola_mola ENSMMOG00000001602
labrus_bergylta ENSLBEG00000027070
gasterosteus_aculeatus ENSGACG00000005951
cynoglossus_semilaevis ENSCSEG00000017821
astatotilapia_calliptera ENSACLG00000001448
maylandia_zebra ENSMZEG00005009347
haplochromis_burtoni ENSHBUG00000017728
pundamilia_nyererei ENSPNYG00000022019
neolamprologus_brichardi ENSNBRG00000002918
oreochromis_niloticus ENSONIG00000012060
amphilophus_citrinellus ENSACIG00000009168
seriola_lalandi_dorsalis ENSSLDG00000021921
seriola_dumerili ENSSDUG00000004525
scophthalmus_maximus ENSSMAG00000005582
amphiprion_ocellaris ENSAOCG00000010330
amphiprion_percula ENSAPEG00000001958
acanthochromis_polyacanthus ENSAPOG00000006110
stegastes_partitus ENSSPAG00000023196
cyprinodon_variegatus ENSCVAG00000008176
fundulus_heteroclitus ENSFHEG00000013955
poecilia_latipinna ENSPLAG00000014397
poecilia_mexicana ENSPMEG00000012228
poecilia_formosa ENSPFOG00000013265
poecilia_reticulata ENSPREG00000019583
xiphophorus_couchianus ENSXCOG00000010898
xiphophorus_maculatus ENSXMAG00000027736
gambusia_affinis ENSGAFG00000017181
kryptolebias_marmoratus ENSKMAG00000001392
oryzias_latipes ENSORLG00000016784
oryzias_latipes ENSORLG00020005311
oryzias_latipes_asm223469v1 ENSORLG00015000133
oryzias_melastigma ENSOMEG00000019615
hippocampus_comes ENSHCOG00000017288
periophthalmus_magnuspinnatus ENSPMGG00000015490
esox_lucius ENSELUG00000006158
gadus_morhua ENSGMOG00000016115
petromyzon_marinus ENSPMAG00000009454
astyanax_mexicanus ENSAMXG00000043548
pygocentrus_nattereri ENSPNAG00000001548
ictalurus_punctatus ENSIPUG00000019099
danio_rerio ENSDARG00000015627
labrus_bergylta ENSLBEG00000013206
mola_mola ENSMMOG00000000092
gasterosteus_aculeatus ENSGACG00000007998
anabas_testudineus ENSATEG00000018904
mastacembelus_armatus ENSMAMG00000002910
seriola_lalandi_dorsalis ENSSLDG00000023370
seriola_dumerili ENSSDUG00000005389
monopterus_albus ENSMALG00000021965
xiphophorus_maculatus ENSXMAG00000014401
xiphophorus_couchianus ENSXCOG00000001619
gambusia_affinis ENSGAFG00000002604
poecilia_formosa ENSPFOG00000017826
poecilia_latipinna ENSPLAG00000019970
poecilia_mexicana ENSPMEG00000001000
poecilia_reticulata ENSPREG00000010112
fundulus_heteroclitus ENSFHEG00000020170
cyprinodon_variegatus ENSCVAG00000002533
kryptolebias_marmoratus ENSKMAG00000020261
pundamilia_nyererei ENSPNYG00000000480
maylandia_zebra ENSMZEG00005002957
astatotilapia_calliptera ENSACLG00000026183
haplochromis_burtoni ENSHBUG00000000058
neolamprologus_brichardi ENSNBRG00000000932
oreochromis_niloticus ENSONIG00000005796
amphilophus_citrinellus ENSACIG00000010532
amphiprion_percula ENSAPEG00000008024
amphiprion_ocellaris ENSAOCG00000005907
acanthochromis_polyacanthus ENSAPOG00000012181
stegastes_partitus ENSSPAG00000014722
oryzias_latipes ENSORLG00000010997
oryzias_latipes ENSORLG00020018099
oryzias_latipes_asm223469v1 ENSORLG00015013466
oryzias_melastigma ENSOMEG00000022209
cynoglossus_semilaevis ENSCSEG00000004887
scophthalmus_maximus ENSSMAG00000019820
tetraodon_nigroviridis ENSTNIG00000016416
takifugu_rubripes ENSTRUG00000017842
hippocampus_comes ENSHCOG00000005876
periophthalmus_magnuspinnatus ENSPMGG00000020318
gadus_morhua ENSGMOG00000009460
esox_lucius ENSELUG00000020154
