amphiprion_ocellaris ENSAOCG00000004357
ursus_maritimus ENSUMAG00000009377
ursus_americanus ENSUAMG00000013058
ailuropoda_melanoleuca ENSAMEG00000014912
neovison_vison ENSNVIG00000018535
mustela_putorius_furo ENSMPUG00000011467
canis_lupus_familiaris ENSCAFG00000019096
vulpes_vulpes ENSVVUG00000000855
canis_lupus_dingo ENSCAFG00020024358
panthera_pardus ENSPPRG00000019646
panthera_tigris_altaica ENSPTIG00000018755
felis_catus ENSFCAG00000023644
equus_asinus_asinus ENSEASG00005019569
equus_caballus ENSECAG00000033355
bos_taurus ENSBTAG00000011056
bos_mutus ENSBMUG00000019195
bison_bison_bison ENSBBBG00000001679
capra_hircus ENSCHIG00000011444
ovis_aries ENSOARG00000009444
tursiops_truncatus ENSTTRG00000010599
sus_scrofa ENSSSCG00000012731
vicugna_pacos ENSVPAG00000005857
pteropus_vampyrus ENSPVAG00000008993
myotis_lucifugus ENSMLUG00000000061
erinaceus_europaeus ENSEEUG00000011091
sorex_araneus ENSSARG00000003959
castor_canadensis ENSCCNG00000013819
dipodomys_ordii ENSDORG00000026027
cricetulus_griseus_chok1gshd ENSCGRG00001002360
cricetulus_griseus_crigri ENSCGRG00000018339
cricetulus_griseus_crigri-picr ENSCGRG00015012641
mesocricetus_auratus ENSMAUG00000013501
microtus_ochrogaster ENSMOCG00000007973
peromyscus_maniculatus_bairdii ENSPEMG00000026219
mus_musculus ENSMUSG00000035847
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034279
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033125
mus_spicilegus ENSMSIG00000027791
mus_pahari MGP_PahariEiJ_G0031667
rattus_norvegicus ENSRNOG00000001465
meriones_unguiculatus ENSMUGG00000025022
nannospalax_galili ENSNGAG00000001103
jaculus_jaculus ENSJJAG00000013271
heterocephalus_glaber_female ENSHGLG00000001728
heterocephalus_glaber_male ENSHGLG00100000673
fukomys_damarensis ENSFDAG00000000255
cavia_porcellus ENSCPOG00000039334
cavia_aperea ENSCAPG00000005714
octodon_degus ENSODEG00000008960
chinchilla_lanigera ENSCLAG00000001342
urocitellus_parryii ENSUPAG00010009104
spermophilus_dauricus ENSSDAG00000002211
ictidomys_tridecemlineatus ENSSTOG00000011740
marmota_marmota_marmota ENSMMMG00000012466
oryctolagus_cuniculus ENSOCUG00000012026
gorilla_gorilla ENSGGOG00000006912
pan_troglodytes ENSPTRG00000050308
homo_sapiens ENSG00000241489
pan_troglodytes ENSPTRG00000051038
pan_paniscus ENSPPAG00000039933
homo_sapiens ENSG00000010404
pongo_abelii ENSPPYG00000020801
nomascus_leucogenys ENSNLEG00000013469
theropithecus_gelada ENSTGEG00000007029
chlorocebus_sabaeus ENSCSAG00000007199
cercocebus_atys ENSCATG00000032457
mandrillus_leucophaeus ENSMLEG00000036677
macaca_nemestrina ENSMNEG00000030343
macaca_fascicularis ENSMFAG00000037097
macaca_mulatta ENSMMUG00000000671
papio_anubis ENSPANG00000008175
colobus_angolensis_palliatus ENSCANG00000042546
piliocolobus_tephrosceles ENSPTEG00000016435
rhinopithecus_bieti ENSRBIG00000031421
rhinopithecus_roxellana ENSRROG00000036003
saimiri_boliviensis_boliviensis ENSSBOG00000017176
cebus_capucinus ENSCCAG00000025996
callithrix_jacchus ENSCJAG00000000073
aotus_nancymaae ENSANAG00000029668
carlito_syrichta ENSTSYG00000028210
prolemur_simus ENSPSMG00000016278
microcebus_murinus ENSMICG00000002745
propithecus_coquereli ENSPCOG00000027114
otolemur_garnettii ENSOGAG00000007604
dasypus_novemcinctus ENSDNOG00000010980
pongo_abelii ENSPPYG00000020802
gorilla_gorilla ENSGGOG00000036241
theropithecus_gelada ENSTGEG00000007072
macaca_mulatta ENSMMUG00000032367
theropithecus_gelada ENSTGEG00000029197
otolemur_garnettii ENSOGAG00000024943
felis_catus ENSFCAG00000043944
choloepus_hoffmanni ENSCHOG00000011175
loxodonta_africana ENSLAFG00000010240
procavia_capensis ENSPCAG00000011550
echinops_telfairi ENSETEG00000000870
ornithorhynchus_anatinus ENSOANG00000001093
xiphophorus_maculatus ENSXMAG00000015808
pogona_vitticeps ENSPVIG00000022086
anolis_carolinensis ENSACAG00000010705
notechis_scutatus ENSNSUG00000010146
salvator_merianae ENSSMRG00000018182
sphenodon_punctatus ENSSPUG00000014056
junco_hyemalis ENSJHYG00000012588
zonotrichia_albicollis ENSZALG00000001134
serinus_canaria ENSSCAG00000016567
lonchura_striata_domestica ENSLSDG00000001500
taeniopygia_guttata ENSTGUG00000004678
parus_major ENSPMJG00000011432
cyanistes_caeruleus ENSCCEG00000022261
ficedula_albicollis ENSFALG00000012098
manacus_vitellinus ENSMVIG00005005100
lepidothrix_coronata ENSLCOG00000015441
melopsittacus_undulatus ENSMUNG00000007574
calidris_pygmaea ENSCPGG00000011105
calidris_pugnax ENSCPUG00000001240
gallus_gallus ENSGALG00000009154
meleagris_gallopavo ENSMGAG00000008205
coturnix_japonica ENSCJPG00005000265
numida_meleagris ENSNMEG00000002542
anser_brachyrhynchus ENSABRG00000002199
anas_platyrhynchos_platyrhynchos ENSAPLG00000003521
apteryx_haastii ENSAHAG00000000896
apteryx_owenii ENSAOWG00000019059
apteryx_rowi ENSARWG00000013414
dromaius_novaehollandiae ENSDNVG00000004091
nothoprocta_perdicaria ENSNPEG00000004645
crocodylus_porosus ENSCPRG00005006885
gopherus_agassizii ENSGAGG00000016280
chelonoidis_abingdonii ENSCABG00000021718
chrysemys_picta_bellii ENSCPBG00000020828
pelodiscus_sinensis ENSPSIG00000012376
eptatretus_burgeri ENSEBUG00000001475
ciona_intestinalis ENSCING00000005829
ciona_savignyi ENSCSAVG00000004612
drosophila_melanogaster FBgn0035445
