denticeps_clupeoides ENSDCDG00000022795
bison_bison ENSBBBG00000019856
capra_hircus ENSCHIG00000021418
ovis_aries ENSOARG00000015811
tursiops_truncatus ENSTTRG00000001429
sus_scrofa ENSSSCG00000044340
vicugna_pacos ENSVPAG00000011188
equus_asinus ENSEASG00005019347
equus_caballus ENSECAG00000007262
ursus_maritimus ENSUMAG00000002622
ursus_americanus ENSUAMG00000011452
ailuropoda_melanoleuca ENSAMEG00000006621
neovison_vison ENSNVIG00000023904
mustela_putorius ENSMPUG00000007498
canis_lupus ENSCAFG00020022666
canis_lupus ENSCAFG00000006163
vulpes_vulpes ENSVVUG00000011772
panthera_tigris ENSPTIG00000013727
panthera_pardus ENSPPRG00000017365
felis_catus ENSFCAG00000022916
pteropus_vampyrus ENSPVAG00000000296
myotis_lucifugus ENSMLUG00000003482
dipodomys_ordii ENSDORG00000008811
castor_canadensis ENSCCNG00000011901
mus_spicilegus ENSMSIG00000015697
mus_musculus ENSMUSG00000036499
mus_spretus MGP_SPRETEiJ_G0016572
mus_caroli MGP_CAROLIEiJ_G0015753
mus_pahari MGP_PahariEiJ_G0031333
rattus_norvegicus ENSRNOG00000021681
meriones_unguiculatus ENSMUGG00000017081
microtus_ochrogaster ENSMOCG00000008700
peromyscus_maniculatus ENSPEMG00000010629
cricetulus_griseus ENSCGRG00015006714
cricetulus_griseus ENSCGRG00000001897
cricetulus_griseus ENSCGRG00001007706
mesocricetus_auratus ENSMAUG00000008757
nannospalax_galili ENSNGAG00000024349
jaculus_jaculus ENSJJAG00000011838
spermophilus_dauricus ENSSDAG00000005965
ictidomys_tridecemlineatus ENSSTOG00000001792
urocitellus_parryii ENSUPAG00010007100
marmota_marmota ENSMMMG00000020523
heterocephalus_glaber ENSHGLG00000004855
heterocephalus_glaber ENSHGLG00100019405
fukomys_damarensis ENSFDAG00000000498
chinchilla_lanigera ENSCLAG00000006113
octodon_degus ENSODEG00000009521
cavia_porcellus ENSCPOG00000014506
cavia_aperea ENSCAPG00000014398
oryctolagus_cuniculus ENSOCUG00000009295
ochotona_princeps ENSOPRG00000004702
pan_troglodytes ENSPTRG00000005295
pan_paniscus ENSPPAG00000041822
homo_sapiens ENSG00000102189
gorilla_gorilla ENSGGOG00000005235
pongo_abelii ENSPPYG00000004830
nomascus_leucogenys ENSNLEG00000005649
theropithecus_gelada ENSTGEG00000001547
papio_anubis ENSPANG00000012190
cercocebus_atys ENSCATG00000045194
mandrillus_leucophaeus ENSMLEG00000039941
macaca_mulatta ENSMMUG00000002244
macaca_fascicularis ENSMFAG00000000038
macaca_nemestrina ENSMNEG00000002425
chlorocebus_sabaeus ENSCSAG00000003719
colobus_angolensis ENSCANG00000025768
piliocolobus_tephrosceles ENSPTEG00000038386
rhinopithecus_roxellana ENSRROG00000033502
rhinopithecus_bieti ENSRBIG00000033284
saimiri_boliviensis ENSSBOG00000030840
cebus_capucinus ENSCCAG00000024149
callithrix_jacchus ENSCJAG00000019460
aotus_nancymaae ENSANAG00000006674
carlito_syrichta ENSTSYG00000011759
microcebus_murinus ENSMICG00000015611
prolemur_simus ENSPSMG00000012167
propithecus_coquereli ENSPCOG00000025462
otolemur_garnettii ENSOGAG00000001276
tupaia_belangeri ENSTBEG00000002618
sorex_araneus ENSSARG00000006572
castor_canadensis ENSCCNG00000013452
loxodonta_africana ENSLAFG00000001211
procavia_capensis ENSPCAG00000010803
echinops_telfairi ENSETEG00000006207
dasypus_novemcinctus ENSDNOG00000001760
choloepus_hoffmanni ENSCHOG00000000081
erinaceus_europaeus ENSEEUG00000007727
sarcophilus_harrisii ENSSHAG00000015771
sarcophilus_harrisii ENSSHAG00000015853
vombatus_ursinus ENSVURG00010015326
notamacropus_eugenii ENSMEUG00000015677
monodelphis_domestica ENSMODG00000009488
ornithorhynchus_anatinus ENSOANG00000006628
xenopus_tropicalis ENSXETG00000020587
latimeria_chalumnae ENSLACG00000001275
callorhinchus_milii ENSCMIG00000012113
petromyzon_marinus ENSPMAG00000003037
eptatretus_burgeri ENSEBUG00000000823
ciona_intestinalis ENSCING00000018946
ciona_intestinalis ENSCING00000024040
phascolarctos_cinereus ENSPCIG00000034635
caenorhabditis_elegans WBGene00011696
drosophila_melanogaster FBgn0034585
