serinus_canaria ENSSCAG00000008179
sus_scrofa ENSSSCG00000017497
pteropus_vampyrus ENSPVAG00000008524
pan_paniscus ENSPPAG00000041350
pan_troglodytes ENSPTRG00000009100
homo_sapiens ENSG00000141736
gorilla_gorilla ENSGGOG00000004509
pongo_abelii ENSPPYG00000008479
nomascus_leucogenys ENSNLEG00000000989
macaca_fascicularis ENSMFAG00000041598
macaca_mulatta ENSMMUG00000001348
macaca_nemestrina ENSMNEG00000045300
theropithecus_gelada ENSTGEG00000003824
papio_anubis ENSPANG00000021825
cercocebus_atys ENSCATG00000022891
mandrillus_leucophaeus ENSMLEG00000032400
chlorocebus_sabaeus ENSCSAG00000002720
piliocolobus_tephrosceles ENSPTEG00000018162
colobus_angolensis ENSCANG00000026130
rhinopithecus_bieti ENSRBIG00000039862
rhinopithecus_roxellana ENSRROG00000045066
saimiri_boliviensis ENSSBOG00000029145
callithrix_jacchus ENSCJAG00000008874
cebus_capucinus ENSCCAG00000032887
aotus_nancymaae ENSANAG00000025053
carlito_syrichta ENSTSYG00000027118
propithecus_coquereli ENSPCOG00000026686
microcebus_murinus ENSMICG00000010536
prolemur_simus ENSPSMG00000009881
otolemur_garnettii ENSOGAG00000010792
tupaia_belangeri ENSTBEG00000009727
mus_spretus MGP_SPRETEiJ_G0017930
mus_spicilegus ENSMSIG00000016883
mus_musculus ENSMUSG00000062312
mus_caroli MGP_CAROLIEiJ_G0017084
mus_pahari MGP_PahariEiJ_G0018213
rattus_norvegicus ENSRNOG00000006450
rattus_norvegicus ENSRNOG00000049238
meriones_unguiculatus ENSMUGG00000000314
microtus_ochrogaster ENSMOCG00000022429
peromyscus_maniculatus ENSPEMG00000023918
cricetulus_griseus ENSCGRG00000005466
cricetulus_griseus ENSCGRG00001000353
cricetulus_griseus ENSCGRG00015015353
mesocricetus_auratus ENSMAUG00000021280
nannospalax_galili ENSNGAG00000007263
jaculus_jaculus ENSJJAG00000004797
castor_canadensis ENSCCNG00000000898
dipodomys_ordii ENSDORG00000014861
spermophilus_dauricus ENSSDAG00000004561
urocitellus_parryii ENSUPAG00010007639
ictidomys_tridecemlineatus ENSSTOG00000003748
marmota_marmota ENSMMMG00000019526
chinchilla_lanigera ENSCLAG00000015834
octodon_degus ENSODEG00000017915
cavia_porcellus ENSCPOG00000005777
cavia_aperea ENSCAPG00000011884
heterocephalus_glaber ENSHGLG00000010120
heterocephalus_glaber ENSHGLG00100001678
fukomys_damarensis ENSFDAG00000020644
oryctolagus_cuniculus ENSOCUG00000010569
ochotona_princeps ENSOPRG00000013342
loxodonta_africana ENSLAFG00000000286
procavia_capensis ENSPCAG00000006412
echinops_telfairi ENSETEG00000002908
choloepus_hoffmanni ENSCHOG00000008259
dasypus_novemcinctus ENSDNOG00000015671
vombatus_ursinus ENSVURG00010005846
phascolarctos_cinereus ENSPCIG00000000366
notamacropus_eugenii ENSMEUG00000007307
monodelphis_domestica ENSMODG00000012858
sarcophilus_harrisii ENSSHAG00000015078
ornithorhynchus_anatinus ENSOANG00000002175
taeniopygia_guttata ENSTGUG00000014495
melopsittacus_undulatus ENSMUNG00000001306
ornithorhynchus_anatinus ENSOANG00000002996
pygocentrus_nattereri ENSPNAG00000009272
paramormyrops_kingsleyae ENSPKIG00000007304
scleropages_formosus ENSSFOG00015013756
scleropages_formosus ENSSFOG00015007106
paramormyrops_kingsleyae ENSPKIG00000017523
astyanax_mexicanus ENSAMXG00005015289
astyanax_mexicanus ENSAMXG00000000253
pygocentrus_nattereri ENSPNAG00000009391
electrophorus_electricus ENSEEEG00000022773
ictalurus_punctatus ENSIPUG00000020034
danio_rerio ENSDARG00000026294
denticeps_clupeoides ENSDCDG00000006021
clupea_harengus ENSCHAG00000009403
cottoperca_gobio ENSCGOG00000008638
gasterosteus_aculeatus ENSGACG00000007160
labrus_bergylta ENSLBEG00000021858
larimichthys_crocea ENSLCRG00005001141
takifugu_rubripes ENSTRUG00000004330
tetraodon_nigroviridis ENSTNIG00000018932
mola_mola ENSMMOG00000001256
parambassis_ranga ENSPRNG00000013001
gouania_willdenowi ENSGWIG00000014322
amphiprion_percula ENSAPEG00000012879
amphiprion_ocellaris ENSAOCG00000005685
acanthochromis_polyacanthus ENSAPOG00000022725
stegastes_partitus ENSSPAG00000014915
fundulus_heteroclitus ENSFHEG00000009522
fundulus_heteroclitus ENSFHEG00000009288
cyprinodon_variegatus ENSCVAG00000005423
xiphophorus_couchianus ENSXCOG00000000923
xiphophorus_couchianus ENSXCOG00000000964
xiphophorus_maculatus ENSXMAG00000018390
gambusia_affinis ENSGAFG00000019335
poecilia_reticulata ENSPREG00000023050
poecilia_reticulata ENSPREG00000023046
poecilia_formosa ENSPFOG00000007662
poecilia_mexicana ENSPMEG00000018776
poecilia_latipinna ENSPLAG00000020593
kryptolebias_marmoratus ENSKMAG00000021178
oryzias_latipes ENSORLG00020016764
oryzias_latipes ENSORLG00015014775
oryzias_latipes ENSORLG00000005702
oryzias_melastigma ENSOMEG00000021935
haplochromis_burtoni ENSHBUG00000006177
maylandia_zebra ENSMZEG00005014420
pundamilia_nyererei ENSPNYG00000017639
astatotilapia_calliptera ENSACLG00000010392
neolamprologus_brichardi ENSNBRG00000011460
oreochromis_niloticus ENSONIG00000011537
amphilophus_citrinellus ENSACIG00000014118
mastacembelus_armatus ENSMAMG00000013531
monopterus_albus ENSMALG00000007736
anabas_testudineus ENSATEG00000019808
seriola_dumerili ENSSDUG00000022891
seriola_lalandi ENSSLDG00000018095
lates_calcarifer ENSLCAG00010004938
scophthalmus_maximus ENSSMAG00000017557
betta_splendens ENSBSLG00000005326
hippocampus_comes ENSHCOG00000017162
cynoglossus_semilaevis ENSCSEG00000009269
periophthalmus_magnuspinnatus ENSPMGG00000014239
gadus_morhua ENSGMOG00000005476
hucho_hucho ENSHHUG00000021020
esox_lucius ENSELUG00000023565
lepisosteus_oculatus ENSLOCG00000012694
erpetoichthys_calabaricus ENSECRG00000015535
latimeria_chalumnae ENSLACG00000014945
callorhinchus_milii ENSCMIG00000008177
xenopus_tropicalis ENSXETG00000020741
calidris_pygmaea ENSCPGG00000005316
calidris_pugnax ENSCPUG00000006496
lepidothrix_coronata ENSLCOG00000005125
zonotrichia_albicollis ENSZALG00000003026
eptatretus_burgeri ENSEBUG00000013545
