xenopus_tropicalis ENSXETG00000020012
mandrillus_leucophaeus ENSMLEG00000043695
cercocebus_atys ENSCATG00000039450
theropithecus_gelada ENSTGEG00000008280
chlorocebus_sabaeus ENSCSAG00000001316
piliocolobus_tephrosceles ENSPTEG00000022449
colobus_angolensis_palliatus ENSCANG00000042099
rhinopithecus_bieti ENSRBIG00000030650
rhinopithecus_roxellana ENSRROG00000040506
cebus_capucinus ENSCCAG00000036131
callithrix_jacchus ENSCJAG00000015682
saimiri_boliviensis_boliviensis ENSSBOG00000029957
aotus_nancymaae ENSANAG00000024205
carlito_syrichta ENSTSYG00000033045
propithecus_coquereli ENSPCOG00000019748
microcebus_murinus ENSMICG00000014849
prolemur_simus ENSPSMG00000021965
otolemur_garnettii ENSOGAG00000024403
tursiops_truncatus ENSTTRG00000015529
sus_scrofa ENSSSCG00000025020
equus_caballus ENSECAG00000010943
equus_asinus_asinus ENSEASG00005014623
dipodomys_ordii ENSDORG00000016633
ornithorhynchus_anatinus ENSOANG00000020580
anser_brachyrhynchus ENSABRG00000022607
anas_platyrhynchos_platyrhynchos ENSAPLG00000004691
meleagris_gallopavo ENSMGAG00000011432
coturnix_japonica ENSCJPG00005012291
gallus_gallus ENSGALG00000047448
numida_meleagris ENSNMEG00000022513
lonchura_striata_domestica ENSLSDG00000017889
taeniopygia_guttata ENSTGUG00000009507
junco_hyemalis ENSJHYG00000000813
serinus_canaria ENSSCAG00000006334
parus_major ENSPMJG00000002008
ficedula_albicollis ENSFALG00000012152
lepidothrix_coronata ENSLCOG00000003396
manacus_vitellinus ENSMVIG00005008912
melopsittacus_undulatus ENSMUNG00000012189
calidris_pygmaea ENSCPGG00000013771
apteryx_owenii ENSAOWG00000004196
apteryx_haastii ENSAHAG00000003820
nothoprocta_perdicaria ENSNPEG00000015646
pygocentrus_nattereri ENSPNAG00000029007
astyanax_mexicanus ENSAMXG00000013353
ictalurus_punctatus ENSIPUG00000013650
danio_rerio ENSDARG00000074185
seriola_dumerili ENSSDUG00000022461
seriola_lalandi_dorsalis ENSSLDG00000022961
scophthalmus_maximus ENSSMAG00000016575
amphiprion_ocellaris ENSAOCG00000011136
amphiprion_percula ENSAPEG00000013347
acanthochromis_polyacanthus ENSAPOG00000018690
stegastes_partitus ENSSPAG00000013953
astatotilapia_calliptera ENSACLG00000014003
pundamilia_nyererei ENSPNYG00000008898
maylandia_zebra ENSMZEG00005019848
haplochromis_burtoni ENSHBUG00000017049
oreochromis_niloticus ENSONIG00000002825
amphilophus_citrinellus ENSACIG00000013494
poecilia_mexicana ENSPMEG00000017117
poecilia_latipinna ENSPLAG00000006566
poecilia_reticulata ENSPREG00000020976
xiphophorus_maculatus ENSXMAG00000011110
xiphophorus_couchianus ENSXCOG00000008726
gambusia_affinis ENSGAFG00000007155
fundulus_heteroclitus ENSFHEG00000000043
cyprinodon_variegatus ENSCVAG00000003924
kryptolebias_marmoratus ENSKMAG00000004028
oryzias_latipes ENSORLG00000001627
oryzias_latipes_asm223469v1 ENSORLG00015005740
oryzias_latipes ENSORLG00020009350
oryzias_melastigma ENSOMEG00000012234
anabas_testudineus ENSATEG00000016417
mastacembelus_armatus ENSMAMG00000016086
cynoglossus_semilaevis ENSCSEG00000005502
takifugu_rubripes ENSTRUG00000023397
tetraodon_nigroviridis ENSTNIG00000017622
mola_mola ENSMMOG00000003356
labrus_bergylta ENSLBEG00000010214
periophthalmus_magnuspinnatus ENSPMGG00000009942
hippocampus_comes ENSHCOG00000016871
paramormyrops_kingsleyae ENSPKIG00000001404
scleropages_formosus ENSSFOG00015000263
lepisosteus_oculatus ENSLOCG00000008732
