xenopus_tropicalis ENSXETG00000009832
sarcophilus_harrisii ENSSHAG00000000946
monodelphis_domestica ENSMODG00000020624
pan_troglodytes ENSPTRG00000049978
pan_troglodytes ENSPTRG00000016038
pan_paniscus ENSPPAG00000031664
homo_sapiens ENSG00000163293
gorilla_gorilla ENSGGOG00000009006
pongo_abelii ENSPPYG00000014714
nomascus_leucogenys ENSNLEG00000017377
macaca_fascicularis ENSMFAG00000003735
macaca_mulatta ENSMMUG00000018625
macaca_nemestrina ENSMNEG00000018934
theropithecus_gelada ENSTGEG00000024397
papio_anubis ENSPANG00000010321
mandrillus_leucophaeus ENSMLEG00000036121
cercocebus_atys ENSCATG00000038035
chlorocebus_sabaeus ENSCSAG00000017165
colobus_angolensis_palliatus ENSCANG00000038354
piliocolobus_tephrosceles ENSPTEG00000027495
rhinopithecus_roxellana ENSRROG00000036258
rhinopithecus_bieti ENSRBIG00000012157
callithrix_jacchus ENSCJAG00000018833
cebus_capucinus ENSCCAG00000032859
saimiri_boliviensis_boliviensis ENSSBOG00000035037
aotus_nancymaae ENSANAG00000022393
macaca_mulatta ENSMMUG00000045746
piliocolobus_tephrosceles ENSPTEG00000029803
propithecus_coquereli ENSPCOG00000015001
prolemur_simus ENSPSMG00000022189
microcebus_murinus ENSMICG00000032802
otolemur_garnettii ENSOGAG00000005452
carlito_syrichta ENSTSYG00000010681
tupaia_belangeri ENSTBEG00000002952
heterocephalus_glaber_male ENSHGLG00100002803
heterocephalus_glaber_female ENSHGLG00000018268
fukomys_damarensis ENSFDAG00000011395
cavia_aperea ENSCAPG00000014561
cavia_porcellus ENSCPOG00000036596
chinchilla_lanigera ENSCLAG00000001296
octodon_degus ENSODEG00000002132
spermophilus_dauricus ENSSDAG00000009659
urocitellus_parryii ENSUPAG00010019941
ictidomys_tridecemlineatus ENSSTOG00000010605
marmota_marmota_marmota ENSMMMG00000019609
castor_canadensis ENSCCNG00000000599
dipodomys_ordii ENSDORG00000028905
mus_spicilegus ENSMSIG00000024929
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028280
mus_musculus ENSMUSG00000067219
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027288
mus_pahari MGP_PahariEiJ_G0017066
rattus_norvegicus ENSRNOG00000025882
meriones_unguiculatus ENSMUGG00000004728
cricetulus_griseus_chok1gshd ENSCGRG00001000663
cricetulus_griseus_crigri-picr ENSCGRG00015004752
cricetulus_griseus_crigri ENSCGRG00000017348
mesocricetus_auratus ENSMAUG00000016715
microtus_ochrogaster ENSMOCG00000013121
peromyscus_maniculatus_bairdii ENSPEMG00000028846
nannospalax_galili ENSNGAG00000017155
jaculus_jaculus ENSJJAG00000005517
oryctolagus_cuniculus ENSOCUG00000007643
ochotona_princeps ENSOPRG00000002592
erinaceus_europaeus ENSEEUG00000006739
sorex_araneus ENSSARG00000001286
equus_caballus ENSECAG00000019455
equus_asinus_asinus ENSEASG00005008898
pteropus_vampyrus ENSPVAG00000008228
myotis_lucifugus ENSMLUG00000007679
bos_mutus ENSBMUG00000006790
bos_taurus ENSBTAG00000009423
bison_bison_bison ENSBBBG00000018650
ovis_aries ENSOARG00000016789
capra_hircus ENSCHIG00000022683
tursiops_truncatus ENSTTRG00000003277
sus_scrofa ENSSSCG00000037950
ursus_maritimus ENSUMAG00000002272
ursus_americanus ENSUAMG00000027564
ursus_maritimus ENSUMAG00000002266
ailuropoda_melanoleuca ENSAMEG00000003204
neovison_vison ENSNVIG00000012987
mustela_putorius_furo ENSMPUG00000005324
canis_lupus_familiaris ENSCAFG00000031803
canis_lupus_dingo ENSCAFG00020002496
vulpes_vulpes ENSVVUG00000023672
panthera_tigris_altaica ENSPTIG00000016398
panthera_pardus ENSPPRG00000016505
felis_catus ENSFCAG00000045081
loxodonta_africana ENSLAFG00000000555
procavia_capensis ENSPCAG00000016856
echinops_telfairi ENSETEG00000012335
choloepus_hoffmanni ENSCHOG00000006290
dasypus_novemcinctus ENSDNOG00000030760
lepisosteus_oculatus ENSLOCG00000011985
