dromaius_novaehollandiae ENSDNVG00000013747
colobus_angolensis_palliatus ENSCANG00000035710
cebus_capucinus ENSCCAG00000032307
saimiri_boliviensis_boliviensis ENSSBOG00000035544
callithrix_jacchus ENSCJAG00000013286
aotus_nancymaae ENSANAG00000036074
carlito_syrichta ENSTSYG00000029027
tupaia_belangeri ENSTBEG00000005583
heterocephalus_glaber_female ENSHGLG00000005644
heterocephalus_glaber_male ENSHGLG00100005411
fukomys_damarensis ENSFDAG00000014615
chinchilla_lanigera ENSCLAG00000007375
cavia_porcellus ENSCPOG00000033762
octodon_degus ENSODEG00000007650
spermophilus_dauricus ENSSDAG00000014001
spermophilus_dauricus ENSSDAG00000013991
spermophilus_dauricus ENSSDAG00000013970
marmota_marmota_marmota ENSMMMG00000011608
ictidomys_tridecemlineatus ENSSTOG00000031578
marmota_marmota_marmota ENSMMMG00000011617
spermophilus_dauricus ENSSDAG00000001102
mus_musculus ENSMUSG00000010136
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026432
mus_spicilegus ENSMSIG00000005553
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025483
mus_pahari MGP_PahariEiJ_G0026928
rattus_norvegicus ENSRNOG00000016842
meriones_unguiculatus ENSMUGG00000023054
cricetulus_griseus_crigri-picr ENSCGRG00015027063
cricetulus_griseus_chok1gshd ENSCGRG00001012700
cricetulus_griseus_crigri ENSCGRG00000017046
mesocricetus_auratus ENSMAUG00000012494
microtus_ochrogaster ENSMOCG00000007744
peromyscus_maniculatus_bairdii ENSPEMG00000000041
nannospalax_galili ENSNGAG00000012076
jaculus_jaculus ENSJJAG00000002457
dipodomys_ordii ENSDORG00000002911
oryctolagus_cuniculus ENSOCUG00000028213
ochotona_princeps ENSOPRG00000003787
pteropus_vampyrus ENSPVAG00000010596
myotis_lucifugus ENSMLUG00000012396
equus_caballus ENSECAG00000023736
equus_asinus_asinus ENSEASG00005005425
ursus_maritimus ENSUMAG00000013709
ailuropoda_melanoleuca ENSAMEG00000005665
neovison_vison ENSNVIG00000000505
ursus_americanus ENSUAMG00000017725
mustela_putorius_furo ENSMPUG00000004330
canis_lupus_dingo ENSCAFG00020009479
canis_lupus_dingo ENSCAFG00020001139
canis_lupus_familiaris ENSCAFG00000019743
vulpes_vulpes ENSVVUG00000009426
canis_lupus_familiaris ENSCAFG00000032137
canis_lupus_dingo ENSCAFG00020007955
vulpes_vulpes ENSVVUG00000016287
panthera_pardus ENSPPRG00000004236
panthera_tigris_altaica ENSPTIG00000008395
felis_catus ENSFCAG00000039867
sus_scrofa ENSSSCG00000035204
sus_scrofa ENSSSCG00000039977
vicugna_pacos ENSVPAG00000000344
ovis_aries ENSOARG00000019549
capra_hircus ENSCHIG00000025701
bos_taurus ENSBTAG00000050402
bos_mutus ENSBMUG00000025015
bison_bison_bison ENSBBBG00000009796
tursiops_truncatus ENSTTRG00000007847
capra_hircus ENSCHIG00000008928
ovis_aries ENSOARG00000019579
bos_mutus ENSBMUG00000009571
bos_taurus ENSBTAG00000002489
bison_bison_bison ENSBBBG00000001651
choloepus_hoffmanni ENSCHOG00000002848
dasypus_novemcinctus ENSDNOG00000045104
loxodonta_africana ENSLAFG00000000550
procavia_capensis ENSPCAG00000010965
echinops_telfairi ENSETEG00000002982
ornithorhynchus_anatinus ENSOANG00000015425
xenopus_tropicalis ENSXETG00000030298
latimeria_chalumnae ENSLACG00000022353
xiphophorus_maculatus ENSXMAG00000001389
gambusia_affinis ENSGAFG00000019906
poecilia_mexicana ENSPMEG00000003489
poecilia_formosa ENSPFOG00000000364
cynoglossus_semilaevis ENSCSEG00000014914
labrus_bergylta ENSLBEG00000010152
seriola_lalandi_dorsalis ENSSLDG00000004508
seriola_dumerili ENSSDUG00000005013
scophthalmus_maximus ENSSMAG00000018976
haplochromis_burtoni ENSHBUG00000007718
pundamilia_nyererei ENSPNYG00000021961
astatotilapia_calliptera ENSACLG00000017367
maylandia_zebra ENSMZEG00005023457
neolamprologus_brichardi ENSNBRG00000001470
amphilophus_citrinellus ENSACIG00000017791
amphiprion_ocellaris ENSAOCG00000013380
amphiprion_percula ENSAPEG00000001437
acanthochromis_polyacanthus ENSAPOG00000002224
stegastes_partitus ENSSPAG00000002377
kryptolebias_marmoratus ENSKMAG00000002051
fundulus_heteroclitus ENSFHEG00000013524
monopterus_albus ENSMALG00000018946
mastacembelus_armatus ENSMAMG00000005479
anabas_testudineus ENSATEG00000024522
labrus_bergylta ENSLBEG00000023737
esox_lucius ENSELUG00000006182
pygocentrus_nattereri ENSPNAG00000021445
astyanax_mexicanus ENSAMXG00000042530
danio_rerio ENSDARG00000097071
paramormyrops_kingsleyae ENSPKIG00000015330
lepisosteus_oculatus ENSLOCG00000012681
ciona_savignyi ENSCSAVG00000007740
ciona_intestinalis ENSCING00000005885
