ictalurus_punctatus ENSIPUG00000009816
fukomys_damarensis ENSFDAG00000004403
octodon_degus ENSODEG00000009044
chinchilla_lanigera ENSCLAG00000008724
cavia_porcellus ENSCPOG00000008945
urocitellus_parryii ENSUPAG00010020336
ictidomys_tridecemlineatus ENSSTOG00000013799
spermophilus_dauricus ENSSDAG00000010549
marmota_marmota_marmota ENSMMMG00000020029
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028292
mus_spicilegus ENSMSIG00000025811
mus_musculus ENSMUSG00000051674
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027297
mus_pahari MGP_PahariEiJ_G0017078
rattus_norvegicus ENSRNOG00000002152
meriones_unguiculatus ENSMUGG00000009342
cricetulus_griseus_crigri ENSCGRG00000013735
cricetulus_griseus_crigri-picr ENSCGRG00015005791
cricetulus_griseus_chok1gshd ENSCGRG00001001891
mesocricetus_auratus ENSMAUG00000000472
microtus_ochrogaster ENSMOCG00000012545
peromyscus_maniculatus_bairdii ENSPEMG00000009638
nannospalax_galili ENSNGAG00000012615
jaculus_jaculus ENSJJAG00000004315
dipodomys_ordii ENSDORG00000009641
heterocephalus_glaber_female ENSHGLG00000002104
fukomys_damarensis ENSFDAG00000008804
castor_canadensis ENSCCNG00000011763
tupaia_belangeri ENSTBEG00000005543
procavia_capensis ENSPCAG00000016949
echinops_telfairi ENSETEG00000006011
loxodonta_africana ENSLAFG00000000325
chelonoidis_abingdonii ENSCABG00000008514
spermophilus_dauricus ENSSDAG00000020627
phascolarctos_cinereus ENSPCIG00000007336
notamacropus_eugenii ENSMEUG00000004687
monodelphis_domestica ENSMODG00000020643
sarcophilus_harrisii ENSSHAG00000017879
scleropages_formosus ENSSFOG00015018188
paramormyrops_kingsleyae ENSPKIG00000004419
takifugu_rubripes ENSTRUG00000014849
tetraodon_nigroviridis ENSTNIG00000017665
gasterosteus_aculeatus ENSGACG00000014197
cynoglossus_semilaevis ENSCSEG00000020229
fundulus_heteroclitus ENSFHEG00000014115
cyprinodon_variegatus ENSCVAG00000004946
poecilia_latipinna ENSPLAG00000001997
poecilia_mexicana ENSPMEG00000015498
poecilia_formosa ENSPFOG00000017866
poecilia_reticulata ENSPREG00000019250
xiphophorus_couchianus ENSXCOG00000008617
xiphophorus_maculatus ENSXMAG00000014276
gambusia_affinis ENSGAFG00000019276
kryptolebias_marmoratus ENSKMAG00000012750
oryzias_latipes ENSORLG00000000179
oryzias_latipes ENSORLG00020000741
oryzias_latipes_asm223469v1 ENSORLG00015009151
oryzias_melastigma ENSOMEG00000016634
labrus_bergylta ENSLBEG00000028353
mola_mola ENSMMOG00000006378
seriola_dumerili ENSSDUG00000023011
seriola_lalandi_dorsalis ENSSLDG00000021342
scophthalmus_maximus ENSSMAG00000013914
mastacembelus_armatus ENSMAMG00000014616
monopterus_albus ENSMALG00000013212
anabas_testudineus ENSATEG00000014690
amphiprion_ocellaris ENSAOCG00000020017
acanthochromis_polyacanthus ENSAPOG00000022112
amphiprion_percula ENSAPEG00000015630
stegastes_partitus ENSSPAG00000014740
maylandia_zebra ENSMZEG00005020307
astatotilapia_calliptera ENSACLG00000016317
haplochromis_burtoni ENSHBUG00000014816
pundamilia_nyererei ENSPNYG00000011443
neolamprologus_brichardi ENSNBRG00000004035
oreochromis_niloticus ENSONIG00000003048
amphilophus_citrinellus ENSACIG00000023521
periophthalmus_magnuspinnatus ENSPMGG00000020739
hippocampus_comes ENSHCOG00000015127
gadus_morhua ENSGMOG00000007786
esox_lucius ENSELUG00000004925
pygocentrus_nattereri ENSPNAG00000010034
astyanax_mexicanus ENSAMXG00000002575
danio_rerio ENSDARG00000092394
lepisosteus_oculatus ENSLOCG00000014103
ornithorhynchus_anatinus ENSOANG00000005193
