periophthalmus_magnuspinnatus ENSPMGG00000019564
notamacropus_eugenii ENSMEUG00000016497
peromyscus_maniculatus_bairdii ENSPEMG00000016274
microtus_ochrogaster ENSMOCG00000006546
cricetulus_griseus_crigri ENSCGRG00000007536
cricetulus_griseus_chok1gshd ENSCGRG00001020122
mesocricetus_auratus ENSMAUG00000012870
mus_spicilegus ENSMSIG00000008273
mus_musculus ENSMUSG00000059455
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023134
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022224
mus_pahari MGP_PahariEiJ_G0018957
rattus_norvegicus ENSRNOG00000018820
meriones_unguiculatus ENSMUGG00000015920
nannospalax_galili ENSNGAG00000016365
jaculus_jaculus ENSJJAG00000023442
chinchilla_lanigera ENSCLAG00000016637
octodon_degus ENSODEG00000004487
cavia_aperea ENSCAPG00000016308
cavia_porcellus ENSCPOG00000012172
heterocephalus_glaber_male ENSHGLG00100002537
heterocephalus_glaber_female ENSHGLG00000006179
fukomys_damarensis ENSFDAG00000017332
ictidomys_tridecemlineatus ENSSTOG00000002447
spermophilus_dauricus ENSSDAG00000012158
urocitellus_parryii ENSUPAG00010012550
marmota_marmota_marmota ENSMMMG00000018328
oryctolagus_cuniculus ENSOCUG00000015677
ochotona_princeps ENSOPRG00000003071
tupaia_belangeri ENSTBEG00000003425
dipodomys_ordii ENSDORG00000009880
pan_troglodytes ENSPTRG00000017370
pan_paniscus ENSPPAG00000036320
homo_sapiens ENSG00000173261
gorilla_gorilla ENSGGOG00000008260
pongo_abelii ENSPPYG00000015907
nomascus_leucogenys ENSNLEG00000009813
piliocolobus_tephrosceles ENSPTEG00000024459
colobus_angolensis_palliatus ENSCANG00000023659
rhinopithecus_roxellana ENSRROG00000036970
rhinopithecus_bieti ENSRBIG00000032736
cercocebus_atys ENSCATG00000029676
chlorocebus_sabaeus ENSCSAG00000012285
macaca_mulatta ENSMMUG00000006551
macaca_fascicularis ENSMFAG00000041173
macaca_nemestrina ENSMNEG00000045406
papio_anubis ENSPANG00000034722
theropithecus_gelada ENSTGEG00000027959
mandrillus_leucophaeus ENSMLEG00000039115
cebus_capucinus ENSCCAG00000037271
saimiri_boliviensis_boliviensis ENSSBOG00000029526
callithrix_jacchus ENSCJAG00000021335
aotus_nancymaae ENSANAG00000037249
carlito_syrichta ENSTSYG00000001250
prolemur_simus ENSPSMG00000011624
microcebus_murinus ENSMICG00000041566
propithecus_coquereli ENSPCOG00000011619
bos_taurus ENSBTAG00000044067
bos_mutus ENSBMUG00000008284
bison_bison_bison ENSBBBG00000000097
ovis_aries ENSOARG00000002350
capra_hircus ENSCHIG00000012035
tursiops_truncatus ENSTTRG00000016711
vicugna_pacos ENSVPAG00000000555
equus_asinus_asinus ENSEASG00005020565
equus_caballus ENSECAG00000024464
sus_scrofa ENSSSCG00000014408
pteropus_vampyrus ENSPVAG00000011235
myotis_lucifugus ENSMLUG00000001117
erinaceus_europaeus ENSEEUG00000011000
ursus_maritimus ENSUMAG00000010598
ailuropoda_melanoleuca ENSAMEG00000017582
mustela_putorius_furo ENSMPUG00000007862
neovison_vison ENSNVIG00000010890
canis_lupus_dingo ENSCAFG00020025192
canis_lupus_familiaris ENSCAFG00000006419
vulpes_vulpes ENSVVUG00000021122
panthera_tigris_altaica ENSPTIG00000013315
panthera_pardus ENSPPRG00000023136
felis_catus ENSFCAG00000008714
choloepus_hoffmanni ENSCHOG00000007842
dasypus_novemcinctus ENSDNOG00000017962
loxodonta_africana ENSLAFG00000000316
procavia_capensis ENSPCAG00000005916
echinops_telfairi ENSETEG00000003142
ornithorhynchus_anatinus ENSOANG00000032054
dromaius_novaehollandiae ENSDNVG00000011337
nothoprocta_perdicaria ENSNPEG00000003186
apteryx_haastii ENSAHAG00000005928
apteryx_owenii ENSAOWG00000007371
apteryx_rowi ENSARWG00000001831
crocodylus_porosus ENSCPRG00005008208
gopherus_agassizii ENSGAGG00000002377
chelonoidis_abingdonii ENSCABG00000012767
chrysemys_picta_bellii ENSCPBG00000008448
pelodiscus_sinensis ENSPSIG00000015635
pogona_vitticeps ENSPVIG00000007815
anolis_carolinensis ENSACAG00000013914
notechis_scutatus ENSNSUG00000010295
salvator_merianae ENSSMRG00000018033
sphenodon_punctatus ENSSPUG00000013825
latimeria_chalumnae ENSLACG00000009961
