manacus_vitellinus ENSMVIG00005011020
acanthochromis_polyacanthus ENSAPOG00000013782
stegastes_partitus ENSSPAG00000022733
poecilia_formosa ENSPFOG00000023660
poecilia_latipinna ENSPLAG00000008950
poecilia_mexicana ENSPMEG00000022421
poecilia_reticulata ENSPREG00000013762
xiphophorus_maculatus ENSXMAG00000007093
xiphophorus_couchianus ENSXCOG00000016800
gambusia_affinis ENSGAFG00000021340
fundulus_heteroclitus ENSFHEG00000012168
kryptolebias_marmoratus ENSKMAG00000021358
oryzias_latipes_asm223469v1 ENSORLG00015002711
oryzias_latipes ENSORLG00000005940
oryzias_latipes ENSORLG00020010022
oryzias_melastigma ENSOMEG00000017163
labrus_bergylta ENSLBEG00000018086
labrus_bergylta ENSLBEG00000002931
mola_mola ENSMMOG00000013047
gasterosteus_aculeatus ENSGACG00000005794
hippocampus_comes ENSHCOG00000020201
gadus_morhua ENSGMOG00000018347
esox_lucius ENSELUG00000021352
pygocentrus_nattereri ENSPNAG00000000372
astyanax_mexicanus ENSAMXG00000018058
ictalurus_punctatus ENSIPUG00000010447
danio_rerio ENSDARG00000070986
scleropages_formosus ENSSFOG00015022456
paramormyrops_kingsleyae ENSPKIG00000011561
lepisosteus_oculatus ENSLOCG00000006722
