cavia_aperea ENSCAPG00000006419
apteryx_haastii ENSAHAG00000013909
apteryx_rowi ENSARWG00000013779
dromaius_novaehollandiae ENSDNVG00000017245
nothoprocta_perdicaria ENSNPEG00000006265
crocodylus_porosus ENSCPRG00005005172
chelonoidis_abingdonii ENSCABG00000005398
gopherus_agassizii ENSGAGG00000015755
chrysemys_picta_bellii ENSCPBG00000005987
pelodiscus_sinensis ENSPSIG00000015528
pogona_vitticeps ENSPVIG00000003526
anolis_carolinensis ENSACAG00000006633
notechis_scutatus ENSNSUG00000019506
salvator_merianae ENSSMRG00000008680
lepisosteus_oculatus ENSLOCG00000013727
latimeria_chalumnae ENSLACG00000003797
gopherus_agassizii ENSGAGG00000015751
eptatretus_burgeri ENSEBUG00000003861
eptatretus_burgeri ENSEBUG00000016544
