dasypus_novemcinctus ENSDNOG00000035066
pundamilia_nyererei ENSPNYG00000006036
haplochromis_burtoni ENSHBUG00000010764
neolamprologus_brichardi ENSNBRG00000014947
oreochromis_niloticus ENSONIG00000015668
amphilophus_citrinellus ENSACIG00000007140
tetraodon_nigroviridis ENSTNIG00000015656
takifugu_rubripes ENSTRUG00000001280
scophthalmus_maximus ENSSMAG00000008534
oryzias_latipes ENSORLG00000008347
oryzias_latipes ENSORLG00020022401
oryzias_latipes_asm223469v1 ENSORLG00015023225
oryzias_melastigma ENSOMEG00000017394
mola_mola ENSMMOG00000019408
labrus_bergylta ENSLBEG00000013599
amphiprion_ocellaris ENSAOCG00000011311
amphiprion_percula ENSAPEG00000018461
acanthochromis_polyacanthus ENSAPOG00000022135
stegastes_partitus ENSSPAG00000006352
cynoglossus_semilaevis ENSCSEG00000004485
periophthalmus_magnuspinnatus ENSPMGG00000022709
hippocampus_comes ENSHCOG00000017778
gadus_morhua ENSGMOG00000004776
esox_lucius ENSELUG00000005744
astyanax_mexicanus ENSAMXG00000041456
astyanax_mexicanus ENSAMXG00000005837
pygocentrus_nattereri ENSPNAG00000003574
ictalurus_punctatus ENSIPUG00000003261
danio_rerio ENSDARG00000076781
paramormyrops_kingsleyae ENSPKIG00000024968
lepisosteus_oculatus ENSLOCG00000011099
