cyanistes_caeruleus ENSCCEG00000004609
kryptolebias_marmoratus ENSKMAG00000012892
astatotilapia_calliptera ENSACLG00000022627
pundamilia_nyererei ENSPNYG00000010111
maylandia_zebra ENSMZEG00005020448
haplochromis_burtoni ENSHBUG00000010086
neolamprologus_brichardi ENSNBRG00000003119
oreochromis_niloticus ENSONIG00000002055
amphilophus_citrinellus ENSACIG00000022564
periophthalmus_magnuspinnatus ENSPMGG00000007102
gadus_morhua ENSGMOG00000015178
esox_lucius ENSELUG00000006453
astyanax_mexicanus ENSAMXG00000039831
astyanax_mexicanus ENSAMXG00000000178
pygocentrus_nattereri ENSPNAG00000024074
ictalurus_punctatus ENSIPUG00000003048
danio_rerio ENSDARG00000068641
lepisosteus_oculatus ENSLOCG00000002478
petromyzon_marinus ENSPMAG00000000648
eptatretus_burgeri ENSEBUG00000002668
ciona_savignyi ENSCSAVG00000009560
drosophila_melanogaster FBgn0028398
drosophila_melanogaster FBgn0026324
caenorhabditis_elegans_strain_n2 WBGene00006392
saccharomyces_cerevisiae YDR167W
