ictalurus_punctatus ENSIPUG00000015166
periophthalmus_magnuspinnatus ENSPMGG00000014804
hippocampus_comes ENSHCOG00000009115
hippocampus_comes ENSHCOG00000016802
hippocampus_comes ENSHCOG00000016806
gadus_morhua ENSGMOG00000019972
petromyzon_marinus ENSPMAG00000010296
scleropages_formosus ENSSFOG00015015767
eptatretus_burgeri ENSEBUG00000002311
piliocolobus_tephrosceles ENSPTEG00000016535
piliocolobus_tephrosceles ENSPTEG00000027491
ciona_intestinalis ENSCING00000021953
drosophila_melanogaster FBgn0040534
