anabas_testudineus ENSATEG00000014331
tursiops_truncatus ENSTTRG00000010228
bos_taurus ENSBTAG00000017181
bos_mutus ENSBMUG00000015005
bos_indicus ENSBIXG00000009267
bos_indicus ENSBIXG00005012832
capra_hircus ENSCHIG00000019953
ailuropoda_melanoleuca ENSAMEG00000017979
ursus_americanus ENSUAMG00000015226
neovison_vison ENSNVIG00000019904
mustela_putorius ENSMPUG00000013309
canis_lupus ENSCAFG00020014046
canis_lupus ENSCAFG00000014712
vulpes_vulpes ENSVVUG00000029782
felis_catus ENSFCAG00000046598
pteropus_vampyrus ENSPVAG00000017102
equus_caballus ENSECAG00000006792
mus_musculus ENSMUSG00000036278
mus_spicilegus ENSMSIG00000019622
mus_spretus MGP_SPRETEiJ_G0023540
mus_caroli MGP_CAROLIEiJ_G0022630
mus_pahari MGP_PahariEiJ_G0014124
rattus_norvegicus ENSRNOG00000021174
meriones_unguiculatus ENSMUGG00000004649
cricetulus_griseus ENSCGRG00000011068
cricetulus_griseus ENSCGRG00001022618
cricetulus_griseus ENSCGRG00015010370
mesocricetus_auratus ENSMAUG00000013811
peromyscus_maniculatus ENSPEMG00000014855
microtus_ochrogaster ENSMOCG00000011709
nannospalax_galili ENSNGAG00000012417
jaculus_jaculus ENSJJAG00000010697
marmota_marmota ENSMMMG00000007514
ictidomys_tridecemlineatus ENSSTOG00000034108
urocitellus_parryii ENSUPAG00010007872
heterocephalus_glaber ENSHGLG00000018799
heterocephalus_glaber ENSHGLG00100014371
chinchilla_lanigera ENSCLAG00000016401
cavia_porcellus ENSCPOG00000011720
octodon_degus ENSODEG00000015291
dipodomys_ordii ENSDORG00000011275
propithecus_coquereli ENSPCOG00000023544
microcebus_murinus ENSMICG00000048123
prolemur_simus ENSPSMG00000003466
otolemur_garnettii ENSOGAG00000027152
colobus_angolensis ENSCANG00000043741
piliocolobus_tephrosceles ENSPTEG00000018548
rhinopithecus_bieti ENSRBIG00000041173
rhinopithecus_roxellana ENSRROG00000045162
macaca_fascicularis ENSMFAG00000000889
macaca_mulatta ENSMMUG00000056751
macaca_nemestrina ENSMNEG00000034860
papio_anubis ENSPANG00000005925
chlorocebus_sabaeus ENSCSAG00000006912
theropithecus_gelada ENSTGEG00000013269
cercocebus_atys ENSCATG00000037653
mandrillus_leucophaeus ENSMLEG00000038936
gorilla_gorilla ENSGGOG00000012120
homo_sapiens ENSG00000133315
pan_troglodytes ENSPTRG00000003818
pongo_abelii ENSPPYG00000003119
cebus_capucinus ENSCCAG00000032101
saimiri_boliviensis ENSSBOG00000026519
callithrix_jacchus ENSCJAG00000018256
aotus_nancymaae ENSANAG00000037887
procavia_capensis ENSPCAG00000015028
echinops_telfairi ENSETEG00000004273
ovis_aries ENSOARG00000004321
ovis_aries ENSOARG00000004465
castor_canadensis ENSCCNG00000026299
pan_paniscus ENSPPAG00000030996
myotis_lucifugus ENSMLUG00000006931
ursus_maritimus ENSUMAG00000000554
panthera_pardus ENSPPRG00000002564
equus_asinus ENSEASG00005019999
dasypus_novemcinctus ENSDNOG00000036936
loxodonta_africana ENSLAFG00000014681
tupaia_belangeri ENSTBEG00000005242
spermophilus_dauricus ENSSDAG00000009116
vicugna_pacos ENSVPAG00000002686
bison_bison ENSBBBG00000020665
notamacropus_eugenii ENSMEUG00000010976
vombatus_ursinus ENSVURG00010005097
phascolarctos_cinereus ENSPCIG00000016939
ornithorhynchus_anatinus ENSOANG00000020527
xenopus_tropicalis ENSXETG00000014380
latimeria_chalumnae ENSLACG00000016770
callorhinchus_milii ENSCMIG00000015055
eptatretus_burgeri ENSEBUG00000000722
ciona_savignyi ENSCSAVG00000008318
ciona_intestinalis ENSCING00000013977
