clupea_harengus ENSCHAG00000019457
cavia_aperea ENSCAPG00000009126
heterocephalus_glaber ENSHGLG00100001351
heterocephalus_glaber ENSHGLG00000004232
fukomys_damarensis ENSFDAG00000013954
spermophilus_dauricus ENSSDAG00000000746
marmota_marmota ENSMMMG00000012122
urocitellus_parryii ENSUPAG00010004092
ictidomys_tridecemlineatus ENSSTOG00000028227
erinaceus_europaeus ENSEEUG00000004318
sorex_araneus ENSSARG00000011886
oryctolagus_cuniculus ENSOCUG00000004810
ochotona_princeps ENSOPRG00000008924
ursus_maritimus ENSUMAG00000013014
ursus_americanus ENSUAMG00000014674
ailuropoda_melanoleuca ENSAMEG00000005269
neovison_vison ENSNVIG00000005884
mustela_putorius ENSMPUG00000011207
canis_lupus ENSCAFG00020000984
canis_lupus ENSCAFG00000023845
vulpes_vulpes ENSVVUG00000012844
panthera_pardus ENSPPRG00000024313
panthera_tigris ENSPTIG00000021547
felis_catus ENSFCAG00000031930
pteropus_vampyrus ENSPVAG00000001041
equus_caballus ENSECAG00000006614
equus_asinus ENSEASG00005018367
bos_taurus ENSBTAG00000034430
bos_indicus ENSBIXG00000000899
bos_indicus ENSBIXG00005014697
bos_mutus ENSBMUG00000010835
bison_bison ENSBBBG00000014420
ovis_aries ENSOARG00000007846
capra_hircus ENSCHIG00000023521
sus_scrofa ENSSSCG00000015794
vicugna_pacos ENSVPAG00000008753
myotis_lucifugus ENSMLUG00000006074
choloepus_hoffmanni ENSCHOG00000001821
loxodonta_africana ENSLAFG00000028083
echinops_telfairi ENSETEG00000019572
procavia_capensis ENSPCAG00000010217
dasypus_novemcinctus ENSDNOG00000034461
phascolarctos_cinereus ENSPCIG00000004049
vombatus_ursinus ENSVURG00010006704
notamacropus_eugenii ENSMEUG00000003959
sarcophilus_harrisii ENSSHAG00000012768
monodelphis_domestica ENSMODG00000004751
ornithorhynchus_anatinus ENSOANG00000003387
pogona_vitticeps ENSPVIG00000023635
anolis_carolinensis ENSACAG00000002100
notechis_scutatus ENSNSUG00000009610
notechis_scutatus ENSNSUG00000010956
salvator_merianae ENSSMRG00000009721
sphenodon_punctatus ENSSPUG00000015105
anser_brachyrhynchus ENSABRG00000020209
anas_platyrhynchos ENSAPLG00000010408
gallus_gallus ENSGALG00000013287
coturnix_japonica ENSCJPG00005007038
meleagris_gallopavo ENSMGAG00000011397
numida_meleagris ENSNMEG00000007900
calidris_pygmaea ENSCPGG00000003968
calidris_pugnax ENSCPUG00000015301
melopsittacus_undulatus ENSMUNG00000001499
apteryx_owenii ENSAOWG00000014857
apteryx_rowi ENSARWG00000006181
apteryx_haastii ENSAHAG00000011631
dromaius_novaehollandiae ENSDNVG00000001341
nothoprocta_perdicaria ENSNPEG00000014599
crocodylus_porosus ENSCPRG00005011927
gopherus_agassizii ENSGAGG00000010812
chelonoidis_abingdonii ENSCABG00000006279
chrysemys_picta ENSCPBG00000008566
pelodiscus_sinensis ENSPSIG00000014048
callorhinchus_milii ENSCMIG00000014820
eptatretus_burgeri ENSEBUG00000003241
ciona_intestinalis ENSCING00000006355
ciona_savignyi ENSCSAVG00000008381
