clupea_harengus ENSCHAG00000009259
rhinopithecus_bieti ENSRBIG00000039032
saimiri_boliviensis ENSSBOG00000004192
callithrix_jacchus ENSCJAG00000014511
cebus_capucinus ENSCCAG00000024167
aotus_nancymaae ENSANAG00000020368
carlito_syrichta ENSTSYG00000005166
microcebus_murinus ENSMICG00000017060
propithecus_coquereli ENSPCOG00000010157
prolemur_simus ENSPSMG00000001638
otolemur_garnettii ENSOGAG00000001221
tupaia_belangeri ENSTBEG00000008697
chinchilla_lanigera ENSCLAG00000014559
octodon_degus ENSODEG00000004542
cavia_aperea ENSCAPG00000011948
cavia_porcellus ENSCPOG00000013679
heterocephalus_glaber ENSHGLG00000015896
heterocephalus_glaber ENSHGLG00100008958
fukomys_damarensis ENSFDAG00000019842
castor_canadensis ENSCCNG00000005734
mus_spicilegus ENSMSIG00000020202
mus_musculus ENSMUSG00000020228
mus_spretus MGP_SPRETEiJ_G0016670
mus_caroli MGP_CAROLIEiJ_G0015846
mus_pahari MGP_PahariEiJ_G0031241
rattus_norvegicus ENSRNOG00000004189
meriones_unguiculatus ENSMUGG00000008455
cricetulus_griseus ENSCGRG00000006305
cricetulus_griseus ENSCGRG00001019650
cricetulus_griseus ENSCGRG00015003573
mesocricetus_auratus ENSMAUG00000008817
peromyscus_maniculatus ENSPEMG00000016107
microtus_ochrogaster ENSMOCG00000014370
jaculus_jaculus ENSJJAG00000023274
ictidomys_tridecemlineatus ENSSTOG00000007077
spermophilus_dauricus ENSSDAG00000006655
marmota_marmota ENSMMMG00000009105
urocitellus_parryii ENSUPAG00010023210
oryctolagus_cuniculus ENSOCUG00000005909
ochotona_princeps ENSOPRG00000010259
ornithorhynchus_anatinus ENSOANG00000005924
ornithorhynchus_anatinus ENSOANG00000002144
xenopus_tropicalis ENSXETG00000016157
callorhinchus_milii ENSCMIG00000010734
