monodelphis_domestica ENSMODG00000001642
saimiri_boliviensis_boliviensis ENSSBOG00000027166
aotus_nancymaae ENSANAG00000021179
aotus_nancymaae ENSANAG00000038146
callithrix_jacchus ENSCJAG00000021101
rhinopithecus_bieti ENSRBIG00000027737
carlito_syrichta ENSTSYG00000010823
ochotona_princeps ENSOPRG00000012538
tupaia_belangeri ENSTBEG00000008928
ursus_maritimus ENSUMAG00000016824
ursus_americanus ENSUAMG00000001096
ailuropoda_melanoleuca ENSAMEG00000015768
neovison_vison ENSNVIG00000013866
mustela_putorius_furo ENSMPUG00000008042
canis_lupus_dingo ENSCAFG00020009528
vulpes_vulpes ENSVVUG00000025330
panthera_pardus ENSPPRG00000006008
panthera_tigris_altaica ENSPTIG00000016784
felis_catus ENSFCAG00000000743
sorex_araneus ENSSARG00000001118
erinaceus_europaeus ENSEEUG00000005676
equus_caballus ENSECAG00000018235
pteropus_vampyrus ENSPVAG00000003819
myotis_lucifugus ENSMLUG00000004577
bos_mutus ENSBMUG00000016303
bos_taurus ENSBTAG00000044029
bison_bison_bison ENSBBBG00000002531
ovis_aries ENSOARG00000019911
capra_hircus ENSCHIG00000010859
tursiops_truncatus ENSTTRG00000007231
vicugna_pacos ENSVPAG00000007164
sus_scrofa ENSSSCG00000029474
equus_asinus_asinus ENSEASG00005017271
spermophilus_dauricus ENSSDAG00000014683
choloepus_hoffmanni ENSCHOG00000001354
dasypus_novemcinctus ENSDNOG00000011545
loxodonta_africana ENSLAFG00000006620
procavia_capensis ENSPCAG00000014262
echinops_telfairi ENSETEG00000012440
gallus_gallus ENSGALG00000009642
meleagris_gallopavo ENSMGAG00000012083
coturnix_japonica ENSCJPG00005016621
numida_meleagris ENSNMEG00000020544
anser_brachyrhynchus ENSABRG00000006135
anas_platyrhynchos_platyrhynchos ENSAPLG00000005096
lepidothrix_coronata ENSLCOG00000000366
manacus_vitellinus ENSMVIG00005012161
zonotrichia_albicollis ENSZALG00000006699
ficedula_albicollis ENSFALG00000005427
cyanistes_caeruleus ENSCCEG00000014818
parus_major ENSPMJG00000015216
junco_hyemalis ENSJHYG00000004236
taeniopygia_guttata ENSTGUG00000011639
lonchura_striata_domestica ENSLSDG00000017840
serinus_canaria ENSSCAG00000012048
melopsittacus_undulatus ENSMUNG00000010179
calidris_pugnax ENSCPUG00000007504
calidris_pygmaea ENSCPGG00000016291
apteryx_haastii ENSAHAG00000004956
apteryx_rowi ENSARWG00000016324
apteryx_owenii ENSAOWG00000012009
dromaius_novaehollandiae ENSDNVG00000002644
nothoprocta_perdicaria ENSNPEG00000004935
crocodylus_porosus ENSCPRG00005018779
gopherus_agassizii ENSGAGG00000011023
chelonoidis_abingdonii ENSCABG00000020390
chrysemys_picta_bellii ENSCPBG00000024716
pelodiscus_sinensis ENSPSIG00000010613
notechis_scutatus ENSNSUG00000006311
pogona_vitticeps ENSPVIG00000015940
salvator_merianae ENSSMRG00000015358
anolis_carolinensis ENSACAG00000015390
sphenodon_punctatus ENSSPUG00000019161
xenopus_tropicalis ENSXETG00000017866
ornithorhynchus_anatinus ENSOANG00000022116
latimeria_chalumnae ENSLACG00000009175
xiphophorus_maculatus ENSXMAG00000007761
xiphophorus_couchianus ENSXCOG00000001421
poecilia_formosa ENSPFOG00000017479
poecilia_latipinna ENSPLAG00000006648
poecilia_mexicana ENSPMEG00000013178
gambusia_affinis ENSGAFG00000003309
poecilia_reticulata ENSPREG00000010520
cyprinodon_variegatus ENSCVAG00000017517
oryzias_latipes ENSORLG00020015987
oryzias_latipes ENSORLG00000029866
oryzias_latipes_asm223469v1 ENSORLG00015014012
oryzias_melastigma ENSOMEG00000002033
monopterus_albus ENSMALG00000021789
anabas_testudineus ENSATEG00000021676
amphiprion_ocellaris ENSAOCG00000005515
scophthalmus_maximus ENSSMAG00000019586
cynoglossus_semilaevis ENSCSEG00000003699
gasterosteus_aculeatus ENSGACG00000007936
amphiprion_percula ENSAPEG00000007579
amphiprion_ocellaris ENSAOCG00000018869
stegastes_partitus ENSSPAG00000015566
astatotilapia_calliptera ENSACLG00000026590
haplochromis_burtoni ENSHBUG00000012243
maylandia_zebra ENSMZEG00005003769
pundamilia_nyererei ENSPNYG00000002346
neolamprologus_brichardi ENSNBRG00000001523
oreochromis_niloticus ENSONIG00000005741
amphilophus_citrinellus ENSACIG00000011250
seriola_lalandi_dorsalis ENSSLDG00000023140
seriola_dumerili ENSSDUG00000006113
takifugu_rubripes ENSTRUG00000024424
tetraodon_nigroviridis ENSTNIG00000001386
mola_mola ENSMMOG00000015528
labrus_bergylta ENSLBEG00000014077
mastacembelus_armatus ENSMAMG00000002428
periophthalmus_magnuspinnatus ENSPMGG00000020959
hippocampus_comes ENSHCOG00000005382
gadus_morhua ENSGMOG00000014913
esox_lucius ENSELUG00000019501
pygocentrus_nattereri ENSPNAG00000023925
astyanax_mexicanus ENSAMXG00000004863
ictalurus_punctatus ENSIPUG00000023666
danio_rerio ENSDARG00000002894
paramormyrops_kingsleyae ENSPKIG00000013758
lepisosteus_oculatus ENSLOCG00000012537
eptatretus_burgeri ENSEBUG00000014724
