coturnix_japonica ENSCJPG00005006999
macaca_mulatta ENSMMUG00000020466
mandrillus_leucophaeus ENSMLEG00000039401
cercocebus_atys ENSCATG00000031978
papio_anubis ENSPANG00000033341
theropithecus_gelada ENSTGEG00000004855
chlorocebus_sabaeus ENSCSAG00000006685
rhinopithecus_roxellana ENSRROG00000043362
rhinopithecus_bieti ENSRBIG00000034303
piliocolobus_tephrosceles ENSPTEG00000000272
colobus_angolensis_palliatus ENSCANG00000036098
saimiri_boliviensis_boliviensis ENSSBOG00000022138
callithrix_jacchus ENSCJAG00000020345
cebus_capucinus ENSCCAG00000036546
aotus_nancymaae ENSANAG00000022205
carlito_syrichta ENSTSYG00000037033
propithecus_coquereli ENSPCOG00000016640
prolemur_simus ENSPSMG00000009384
microcebus_murinus ENSMICG00000046312
otolemur_garnettii ENSOGAG00000026891
tupaia_belangeri ENSTBEG00000003914
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028009
mus_spicilegus ENSMSIG00000016841
mus_musculus ENSMUSG00000028958
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027013
mus_pahari MGP_PahariEiJ_G0021786
rattus_norvegicus ENSRNOG00000013383
meriones_unguiculatus ENSMUGG00000009688
peromyscus_maniculatus_bairdii ENSPEMG00000025700
microtus_ochrogaster ENSMOCG00000018089
cricetulus_griseus_crigri ENSCGRG00000018312
cricetulus_griseus_crigri-picr ENSCGRG00015006734
cricetulus_griseus_chok1gshd ENSCGRG00001006068
mesocricetus_auratus ENSMAUG00000013296
nannospalax_galili ENSNGAG00000021132
jaculus_jaculus ENSJJAG00000015518
heterocephalus_glaber_female ENSHGLG00000010920
heterocephalus_glaber_male ENSHGLG00100015839
fukomys_damarensis ENSFDAG00000007031
cavia_porcellus ENSCPOG00000032741
cavia_aperea ENSCAPG00000011910
octodon_degus ENSODEG00000011461
chinchilla_lanigera ENSCLAG00000008132
castor_canadensis ENSCCNG00000007295
dipodomys_ordii ENSDORG00000028585
ictidomys_tridecemlineatus ENSSTOG00000016078
spermophilus_dauricus ENSSDAG00000019431
urocitellus_parryii ENSUPAG00010007112
marmota_marmota_marmota ENSMMMG00000005967
oryctolagus_cuniculus ENSOCUG00000001736
ochotona_princeps ENSOPRG00000003905
dasypus_novemcinctus ENSDNOG00000045011
echinops_telfairi ENSETEG00000014040
procavia_capensis ENSPCAG00000007616
loxodonta_africana ENSLAFG00000032444
phascolarctos_cinereus ENSPCIG00000036350
notamacropus_eugenii ENSMEUG00000016078
monodelphis_domestica ENSMODG00000004243
sarcophilus_harrisii ENSSHAG00000009952
latimeria_chalumnae ENSLACG00000009482
paramormyrops_kingsleyae ENSPKIG00000017038
scleropages_formosus ENSSFOG00015019780
lepisosteus_oculatus ENSLOCG00000009394
poecilia_formosa ENSPFOG00000010710
poecilia_mexicana ENSPMEG00000009830
poecilia_latipinna ENSPLAG00000016973
poecilia_reticulata ENSPREG00000001392
xiphophorus_maculatus ENSXMAG00000026413
xiphophorus_couchianus ENSXCOG00000000334
gambusia_affinis ENSGAFG00000004529
fundulus_heteroclitus ENSFHEG00000022013
maylandia_zebra ENSMZEG00005019388
astatotilapia_calliptera ENSACLG00000016567
pundamilia_nyererei ENSPNYG00000004136
haplochromis_burtoni ENSHBUG00000009722
neolamprologus_brichardi ENSNBRG00000017125
oreochromis_niloticus ENSONIG00000009974
amphilophus_citrinellus ENSACIG00000002662
oryzias_latipes ENSORLG00000006920
oryzias_latipes ENSORLG00020001087
oryzias_latipes_asm223469v1 ENSORLG00015017059
oryzias_melastigma ENSOMEG00000021900
kryptolebias_marmoratus ENSKMAG00000010323
amphiprion_ocellaris ENSAOCG00000002220
amphiprion_percula ENSAPEG00000001622
acanthochromis_polyacanthus ENSAPOG00000004346
labrus_bergylta ENSLBEG00000018643
labrus_bergylta ENSLBEG00000020665
gasterosteus_aculeatus ENSGACG00000001515
tetraodon_nigroviridis ENSTNIG00000003081
takifugu_rubripes ENSTRUG00000023821
mola_mola ENSMMOG00000018043
mastacembelus_armatus ENSMAMG00000019328
monopterus_albus ENSMALG00000009548
anabas_testudineus ENSATEG00000006117
seriola_dumerili ENSSDUG00000006508
seriola_lalandi_dorsalis ENSSLDG00000006795
hippocampus_comes ENSHCOG00000012894
periophthalmus_magnuspinnatus ENSPMGG00000002507
gadus_morhua ENSGMOG00000009901
esox_lucius ENSELUG00000018373
pygocentrus_nattereri ENSPNAG00000028556
astyanax_mexicanus ENSAMXG00000037356
ictalurus_punctatus ENSIPUG00000002554
danio_rerio ENSDARG00000038787
petromyzon_marinus ENSPMAG00000001114
eptatretus_burgeri ENSEBUG00000000676
chelonoidis_abingdonii ENSCABG00000005265
gopherus_agassizii ENSGAGG00000007202
chrysemys_picta_bellii ENSCPBG00000026702
pelodiscus_sinensis ENSPSIG00000006497
apteryx_owenii ENSAOWG00000002005
apteryx_haastii ENSAHAG00000015774
apteryx_rowi ENSARWG00000011558
dromaius_novaehollandiae ENSDNVG00000014078
calidris_pugnax ENSCPUG00000013752
calidris_pygmaea ENSCPGG00000003904
junco_hyemalis ENSJHYG00000006932
lonchura_striata_domestica ENSLSDG00000001529
parus_major ENSPMJG00000013464
parus_major ENSPMJG00000013457
lepidothrix_coronata ENSLCOG00000001492
pogona_vitticeps ENSPVIG00000015113
anolis_carolinensis ENSACAG00000017177
notechis_scutatus ENSNSUG00000017164
salvator_merianae ENSSMRG00000007204
sphenodon_punctatus ENSSPUG00000012436
phascolarctos_cinereus ENSPCIG00000031942
notamacropus_eugenii ENSMEUG00000006547
monodelphis_domestica ENSMODG00000011763
sarcophilus_harrisii ENSSHAG00000015369
propithecus_coquereli ENSPCOG00000028477
microcebus_murinus ENSMICG00000001309
tupaia_belangeri ENSTBEG00000012310
oryctolagus_cuniculus ENSOCUG00000024120
prolemur_simus ENSPSMG00000008425
carlito_syrichta ENSTSYG00000032466
castor_canadensis ENSCCNG00000014831
castor_canadensis ENSCCNG00000024847
octodon_degus ENSODEG00000018010
chinchilla_lanigera ENSCLAG00000017138
cavia_aperea ENSCAPG00000004408
cavia_porcellus ENSCPOG00000007784
heterocephalus_glaber_female ENSHGLG00000007515
heterocephalus_glaber_male ENSHGLG00100000318
peromyscus_maniculatus_bairdii ENSPEMG00000018010
microtus_ochrogaster ENSMOCG00000002498
cricetulus_griseus_chok1gshd ENSCGRG00001019475
cricetulus_griseus_crigri ENSCGRG00000004810
cricetulus_griseus_crigri-picr ENSCGRG00015025791
mesocricetus_auratus ENSMAUG00000022177
mus_spicilegus ENSMSIG00000028085
mus_musculus ENSMUSG00000034757
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017246
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018089
mus_pahari MGP_PahariEiJ_G0018376
rattus_norvegicus ENSRNOG00000020916
meriones_unguiculatus ENSMUGG00000015794
otolemur_garnettii ENSOGAG00000013414
dipodomys_ordii ENSDORG00000013199
nannospalax_galili ENSNGAG00000011219
jaculus_jaculus ENSJJAG00000016128
urocitellus_parryii ENSUPAG00010002382
ictidomys_tridecemlineatus ENSSTOG00000016549
spermophilus_dauricus ENSSDAG00000023204
marmota_marmota_marmota ENSMMMG00000003784
pan_paniscus ENSPPAG00000035514
pan_troglodytes ENSPTRG00000009266
homo_sapiens ENSG00000168591
gorilla_gorilla ENSGGOG00000010956
pongo_abelii ENSPPYG00000008338
nomascus_leucogenys ENSNLEG00000028172
macaca_mulatta ENSMMUG00000019920
macaca_fascicularis ENSMFAG00000043169
macaca_nemestrina ENSMNEG00000035142
chlorocebus_sabaeus ENSCSAG00000003504
cercocebus_atys ENSCATG00000039532
mandrillus_leucophaeus ENSMLEG00000031708
papio_anubis ENSPANG00000021320
theropithecus_gelada ENSTGEG00000017792
rhinopithecus_roxellana ENSRROG00000040301
rhinopithecus_bieti ENSRBIG00000029488
piliocolobus_tephrosceles ENSPTEG00000026034
colobus_angolensis_palliatus ENSCANG00000033677
cebus_capucinus ENSCCAG00000034702
saimiri_boliviensis_boliviensis ENSSBOG00000030619
callithrix_jacchus ENSCJAG00000010189
aotus_nancymaae ENSANAG00000034964
ursus_maritimus ENSUMAG00000013167
ursus_americanus ENSUAMG00000023650
ailuropoda_melanoleuca ENSAMEG00000018340
mustela_putorius_furo ENSMPUG00000009492
neovison_vison ENSNVIG00000022507
canis_lupus_familiaris ENSCAFG00000014276
canis_lupus_dingo ENSCAFG00020010821
vulpes_vulpes ENSVVUG00000017618
panthera_tigris_altaica ENSPTIG00000014721
panthera_pardus ENSPPRG00000015481
felis_catus ENSFCAG00000036486
tursiops_truncatus ENSTTRG00000010490
sus_scrofa ENSSSCG00000022837
vicugna_pacos ENSVPAG00000011753
capra_hircus ENSCHIG00000019662
ovis_aries ENSOARG00000007331
bos_mutus ENSBMUG00000019436
bos_taurus ENSBTAG00000019660
bison_bison_bison ENSBBBG00000018551
erinaceus_europaeus ENSEEUG00000009754
sorex_araneus ENSSARG00000008194
myotis_lucifugus ENSMLUG00000006414
equus_caballus ENSECAG00000016704
equus_asinus_asinus ENSEASG00005010181
loxodonta_africana ENSLAFG00000009290
echinops_telfairi ENSETEG00000017980
procavia_capensis ENSPCAG00000001154
dasypus_novemcinctus ENSDNOG00000049261
ornithorhynchus_anatinus ENSOANG00000003654
xenopus_tropicalis ENSXETG00000003357
latimeria_chalumnae ENSLACG00000016723
scleropages_formosus ENSSFOG00015015667
paramormyrops_kingsleyae ENSPKIG00000016147
seriola_dumerili ENSSDUG00000022375
seriola_lalandi_dorsalis ENSSLDG00000023541
scophthalmus_maximus ENSSMAG00000012009
maylandia_zebra ENSMZEG00005023020
astatotilapia_calliptera ENSACLG00000025653
haplochromis_burtoni ENSHBUG00000008032
pundamilia_nyererei ENSPNYG00000013305
neolamprologus_brichardi ENSNBRG00000003750
oreochromis_niloticus ENSONIG00000000814
amphilophus_citrinellus ENSACIG00000008030
amphiprion_percula ENSAPEG00000001658
amphiprion_ocellaris ENSAOCG00000003373
acanthochromis_polyacanthus ENSAPOG00000018865
stegastes_partitus ENSSPAG00000018091
mastacembelus_armatus ENSMAMG00000022000
labrus_bergylta ENSLBEG00000007597
gasterosteus_aculeatus ENSGACG00000009587
cynoglossus_semilaevis ENSCSEG00000021492
anabas_testudineus ENSATEG00000023276
periophthalmus_magnuspinnatus ENSPMGG00000014342
poecilia_formosa ENSPFOG00000023858
poecilia_latipinna ENSPLAG00000017049
poecilia_mexicana ENSPMEG00000021100
poecilia_reticulata ENSPREG00000009572
xiphophorus_maculatus ENSXMAG00000008276
xiphophorus_couchianus ENSXCOG00000017481
gambusia_affinis ENSGAFG00000003144
cyprinodon_variegatus ENSCVAG00000016459
fundulus_heteroclitus ENSFHEG00000023366
kryptolebias_marmoratus ENSKMAG00000010272
oryzias_latipes ENSORLG00000002612
oryzias_latipes_asm223469v1 ENSORLG00015003761
oryzias_latipes ENSORLG00020010908
oryzias_melastigma ENSOMEG00000020595
tetraodon_nigroviridis ENSTNIG00000004269
takifugu_rubripes ENSTRUG00000023878
mola_mola ENSMMOG00000016745
monopterus_albus ENSMALG00000008386
hippocampus_comes ENSHCOG00000003806
gadus_morhua ENSGMOG00000001498
esox_lucius ENSELUG00000022078
pygocentrus_nattereri ENSPNAG00000002993
astyanax_mexicanus ENSAMXG00000043336
ictalurus_punctatus ENSIPUG00000024321
ictalurus_punctatus ENSIPUG00000022643
danio_rerio ENSDARG00000056467
lepisosteus_oculatus ENSLOCG00000012040
petromyzon_marinus ENSPMAG00000001368
eptatretus_burgeri ENSEBUG00000015242
ciona_savignyi ENSCSAVG00000009332
ciona_intestinalis ENSCING00000004808
caenorhabditis_elegans_strain_n2 WBGene00015126
