xiphophorus_maculatus ENSXMAG00000023372
notechis_scutatus ENSNSUG00000020617
salvator_merianae ENSSMRG00000009224
sphenodon_punctatus ENSSPUG00000003611
phascolarctos_cinereus ENSPCIG00000007687
notamacropus_eugenii ENSMEUG00000013453
monodelphis_domestica ENSMODG00000004255
sarcophilus_harrisii ENSSHAG00000016678
ursus_maritimus ENSUMAG00000023615
ursus_americanus ENSUAMG00000017279
ailuropoda_melanoleuca ENSAMEG00000005830
mustela_putorius_furo ENSMPUG00000012619
neovison_vison ENSNVIG00000002616
panthera_pardus ENSPPRG00000013034
panthera_tigris_altaica ENSPTIG00000014001
felis_catus ENSFCAG00000002301
equus_caballus ENSECAG00000014426
equus_asinus_asinus ENSEASG00005010727
pteropus_vampyrus ENSPVAG00000008832
myotis_lucifugus ENSMLUG00000016826
bos_taurus ENSBTAG00000048060
bos_mutus ENSBMUG00000010881
bison_bison_bison ENSBBBG00000007219
ovis_aries ENSOARG00000000455
capra_hircus ENSCHIG00000016490
tursiops_truncatus ENSTTRG00000014058
sus_scrofa ENSSSCG00000012449
vicugna_pacos ENSVPAG00000011942
castor_canadensis ENSCCNG00000000725
dipodomys_ordii ENSDORG00000009980
mus_musculus ENSMUSG00000031241
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034503
mus_spicilegus ENSMSIG00000026476
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033339
mus_pahari MGP_PahariEiJ_G0031875
rattus_norvegicus ENSRNOG00000002346
meriones_unguiculatus ENSMUGG00000010541
cricetulus_griseus_crigri-picr ENSCGRG00015017869
cricetulus_griseus_chok1gshd ENSCGRG00001019725
cricetulus_griseus_crigri ENSCGRG00000011350
mesocricetus_auratus ENSMAUG00000008767
microtus_ochrogaster ENSMOCG00000001712
peromyscus_maniculatus_bairdii ENSPEMG00000023383
nannospalax_galili ENSNGAG00000023862
jaculus_jaculus ENSJJAG00000013684
chinchilla_lanigera ENSCLAG00000001961
octodon_degus ENSODEG00000001209
heterocephalus_glaber_male ENSHGLG00100015950
heterocephalus_glaber_female ENSHGLG00000001099
fukomys_damarensis ENSFDAG00000004065
ictidomys_tridecemlineatus ENSSTOG00000003725
urocitellus_parryii ENSUPAG00010008373
spermophilus_dauricus ENSSDAG00000004085
marmota_marmota_marmota ENSMMMG00000011419
oryctolagus_cuniculus ENSOCUG00000013685
ochotona_princeps ENSOPRG00000012253
pan_troglodytes ENSPTRG00000022058
pan_paniscus ENSPPAG00000040549
homo_sapiens ENSG00000122145
gorilla_gorilla ENSGGOG00000008990
pongo_abelii ENSPPYG00000020504
nomascus_leucogenys ENSNLEG00000002116
theropithecus_gelada ENSTGEG00000026560
papio_anubis ENSPANG00000025094
cercocebus_atys ENSCATG00000035150
mandrillus_leucophaeus ENSMLEG00000030879
chlorocebus_sabaeus ENSCSAG00000010713
macaca_nemestrina ENSMNEG00000002289
macaca_mulatta ENSMMUG00000009102
macaca_fascicularis ENSMFAG00000000575
colobus_angolensis_palliatus ENSCANG00000040347
piliocolobus_tephrosceles ENSPTEG00000010206
rhinopithecus_roxellana ENSRROG00000005628
rhinopithecus_bieti ENSRBIG00000038825
cebus_capucinus ENSCCAG00000023002
callithrix_jacchus ENSCJAG00000009617
aotus_nancymaae ENSANAG00000021162
carlito_syrichta ENSTSYG00000007267
microcebus_murinus ENSMICG00000009019
propithecus_coquereli ENSPCOG00000022867
prolemur_simus ENSPSMG00000011310
otolemur_garnettii ENSOGAG00000002759
tupaia_belangeri ENSTBEG00000010144
procavia_capensis ENSPCAG00000009589
loxodonta_africana ENSLAFG00000001881
echinops_telfairi ENSETEG00000006623
xenopus_tropicalis ENSXETG00000006730
latimeria_chalumnae ENSLACG00000006381
