cyanistes_caeruleus ENSCCEG00000004252
mus_spicilegus ENSMSIG00000006689
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033242
mus_musculus ENSMUSG00000032109
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032105
mus_pahari MGP_PahariEiJ_G0014974
rattus_norvegicus ENSRNOG00000052386
meriones_unguiculatus ENSMUGG00000010102
cricetulus_griseus_crigri ENSCGRG00000004584
cricetulus_griseus_chok1gshd ENSCGRG00001006742
cricetulus_griseus_crigri-picr ENSCGRG00015014819
microtus_ochrogaster ENSMOCG00000001642
peromyscus_maniculatus_bairdii ENSPEMG00000012665
nannospalax_galili ENSNGAG00000016377
jaculus_jaculus ENSJJAG00000017225
castor_canadensis ENSCCNG00000021236
dipodomys_ordii ENSDORG00000001985
spermophilus_dauricus ENSSDAG00000017470
marmota_marmota_marmota ENSMMMG00000022409
ictidomys_tridecemlineatus ENSSTOG00000014477
urocitellus_parryii ENSUPAG00010018469
chinchilla_lanigera ENSCLAG00000013967
octodon_degus ENSODEG00000007636
cavia_aperea ENSCAPG00000013084
cavia_porcellus ENSCPOG00000006501
heterocephalus_glaber_female ENSHGLG00000016390
heterocephalus_glaber_male ENSHGLG00100017055
fukomys_damarensis ENSFDAG00000011447
tupaia_belangeri ENSTBEG00000001551
capra_hircus ENSCHIG00000017728
ovis_aries ENSOARG00000014164
bos_mutus ENSBMUG00000010544
bos_taurus ENSBTAG00000040569
bison_bison_bison ENSBBBG00000019826
tursiops_truncatus ENSTTRG00000005492
sus_scrofa ENSSSCG00000015113
equus_caballus ENSECAG00000019432
equus_asinus_asinus ENSEASG00005003949
pteropus_vampyrus ENSPVAG00000005602
ursus_americanus ENSUAMG00000014515
ursus_maritimus ENSUMAG00000000144
ailuropoda_melanoleuca ENSAMEG00000000031
mustela_putorius_furo ENSMPUG00000005306
neovison_vison ENSNVIG00000002823
canis_lupus_familiaris ENSCAFG00000012187
canis_lupus_dingo ENSCAFG00020012675
vulpes_vulpes ENSVVUG00000023126
panthera_pardus ENSPPRG00000005089
panthera_tigris_altaica ENSPTIG00000015922
felis_catus ENSFCAG00000001167
erinaceus_europaeus ENSEEUG00000009171
ochotona_princeps ENSOPRG00000016353
oryctolagus_cuniculus ENSOCUG00000024892
myotis_lucifugus ENSMLUG00000000471
sorex_araneus ENSSARG00000001252
phascolarctos_cinereus ENSPCIG00000022823
notamacropus_eugenii ENSMEUG00000000354
monodelphis_domestica ENSMODG00000013249
sarcophilus_harrisii ENSSHAG00000009158
ornithorhynchus_anatinus ENSOANG00000012215
xenopus_tropicalis ENSXETG00000021586
latimeria_chalumnae ENSLACG00000017819
mastacembelus_armatus ENSMAMG00000001248
monopterus_albus ENSMALG00000020319
anabas_testudineus ENSATEG00000002129
scophthalmus_maximus ENSSMAG00000013765
amphiprion_ocellaris ENSAOCG00000011796
amphiprion_percula ENSAPEG00000007597
acanthochromis_polyacanthus ENSAPOG00000019331
stegastes_partitus ENSSPAG00000014867
maylandia_zebra ENSMZEG00005001269
astatotilapia_calliptera ENSACLG00000023103
pundamilia_nyererei ENSPNYG00000019696
haplochromis_burtoni ENSHBUG00000003296
oreochromis_niloticus ENSONIG00000015761
neolamprologus_brichardi ENSNBRG00000005912
amphilophus_citrinellus ENSACIG00000023228
fundulus_heteroclitus ENSFHEG00000015764
cyprinodon_variegatus ENSCVAG00000010547
gambusia_affinis ENSGAFG00000010875
xiphophorus_maculatus ENSXMAG00000008366
poecilia_formosa ENSPFOG00000005890
poecilia_mexicana ENSPMEG00000016171
poecilia_latipinna ENSPLAG00000017535
poecilia_reticulata ENSPREG00000014591
kryptolebias_marmoratus ENSKMAG00000004848
oryzias_melastigma ENSOMEG00000013878
oryzias_latipes_asm223469v1 ENSORLG00015013220
tetraodon_nigroviridis ENSTNIG00000006412
takifugu_rubripes ENSTRUG00000002187
mola_mola ENSMMOG00000005138
seriola_lalandi_dorsalis ENSSLDG00000018387
seriola_dumerili ENSSDUG00000007929
cynoglossus_semilaevis ENSCSEG00000003116
gasterosteus_aculeatus ENSGACG00000005004
labrus_bergylta ENSLBEG00000013386
hippocampus_comes ENSHCOG00000012522
periophthalmus_magnuspinnatus ENSPMGG00000019904
gadus_morhua ENSGMOG00000011932
esox_lucius ENSELUG00000014940
esox_lucius ENSELUG00000014917
pygocentrus_nattereri ENSPNAG00000024596
astyanax_mexicanus ENSAMXG00000001466
ictalurus_punctatus ENSIPUG00000011061
danio_rerio ENSDARG00000073724
scleropages_formosus ENSSFOG00015001832
paramormyrops_kingsleyae ENSPKIG00000019168
lepisosteus_oculatus ENSLOCG00000003928
