prolemur_simus ENSPSMG00000016757
erinaceus_europaeus ENSEEUG00000014583
ailuropoda_melanoleuca ENSAMEG00000017358
ursus_americanus ENSUAMG00000012862
mustela_putorius_furo ENSMPUG00000007912
neovison_vison ENSNVIG00000020047
vulpes_vulpes ENSVVUG00000015402
panthera_pardus ENSPPRG00000008348
ursus_maritimus ENSUMAG00000022360
canis_lupus_familiaris ENSCAFG00000012727
myotis_lucifugus ENSMLUG00000016332
equus_asinus_asinus ENSEASG00005023197
equus_caballus ENSECAG00000021079
loxodonta_africana ENSLAFG00000018296
echinops_telfairi ENSETEG00000017532
procavia_capensis ENSPCAG00000009518
ochotona_princeps ENSOPRG00000014192
dasypus_novemcinctus ENSDNOG00000047124
apteryx_owenii ENSAOWG00000000585
lonchura_striata_domestica ENSLSDG00000004479
gallus_gallus ENSGALG00000005531
meleagris_gallopavo ENSMGAG00000005847
coturnix_japonica ENSCJPG00005003093
anser_brachyrhynchus ENSABRG00000005636
anas_platyrhynchos_platyrhynchos ENSAPLG00000029735
parus_major ENSPMJG00000007370
zonotrichia_albicollis ENSZALG00000009997
taeniopygia_guttata ENSTGUG00000007684
serinus_canaria ENSSCAG00000014854
junco_hyemalis ENSJHYG00000011560
ficedula_albicollis ENSFALG00000010518
manacus_vitellinus ENSMVIG00005004634
cyanistes_caeruleus ENSCCEG00000001933
lepidothrix_coronata ENSLCOG00000008272
calidris_pygmaea ENSCPGG00000009849
calidris_pugnax ENSCPUG00000008350
melopsittacus_undulatus ENSMUNG00000007421
dromaius_novaehollandiae ENSDNVG00000014848
nothoprocta_perdicaria ENSNPEG00000009614
apteryx_rowi ENSARWG00000009645
apteryx_haastii ENSAHAG00000001512
chelonoidis_abingdonii ENSCABG00000004395
anolis_carolinensis ENSACAG00000005153
salvator_merianae ENSSMRG00000012660
xenopus_tropicalis ENSXETG00000006112
chrysemys_picta_bellii ENSCPBG00000027159
gopherus_agassizii ENSGAGG00000016233
pelodiscus_sinensis ENSPSIG00000004671
crocodylus_porosus ENSCPRG00005005699
sphenodon_punctatus ENSSPUG00000014844
phascolarctos_cinereus ENSPCIG00000017191
notamacropus_eugenii ENSMEUG00000002812
monodelphis_domestica ENSMODG00000016803
monodelphis_domestica ENSMODG00000017377
monodelphis_domestica ENSMODG00000018030
sarcophilus_harrisii ENSSHAG00000010685
ornithorhynchus_anatinus ENSOANG00000004977
oreochromis_niloticus ENSONIG00000014710
amphilophus_citrinellus ENSACIG00000000371
kryptolebias_marmoratus ENSKMAG00000000877
gasterosteus_aculeatus ENSGACG00000000527
seriola_dumerili ENSSDUG00000022964
seriola_lalandi_dorsalis ENSSLDG00000010798
oryzias_latipes_asm223469v1 ENSORLG00015019425
mola_mola ENSMMOG00000010756
mastacembelus_armatus ENSMAMG00000013152
poecilia_mexicana ENSPMEG00000003392
poecilia_latipinna ENSPLAG00000013000
xiphophorus_maculatus ENSXMAG00000003291
fundulus_heteroclitus ENSFHEG00000002029
oryzias_melastigma ENSOMEG00000016272
oryzias_latipes ENSORLG00020001082
amphiprion_ocellaris ENSAOCG00000005693
amphiprion_percula ENSAPEG00000023381
acanthochromis_polyacanthus ENSAPOG00000015251
stegastes_partitus ENSSPAG00000011493
labrus_bergylta ENSLBEG00000005684
maylandia_zebra ENSMZEG00005026816
astatotilapia_calliptera ENSACLG00000011208
haplochromis_burtoni ENSHBUG00000014637
pundamilia_nyererei ENSPNYG00000005278
neolamprologus_brichardi ENSNBRG00000010849
takifugu_rubripes ENSTRUG00000006219
anabas_testudineus ENSATEG00000021066
monopterus_albus ENSMALG00000016991
scophthalmus_maximus ENSSMAG00000015723
cynoglossus_semilaevis ENSCSEG00000018759
poecilia_formosa ENSPFOG00000011092
xiphophorus_couchianus ENSXCOG00000016403
hippocampus_comes ENSHCOG00000005376
oryzias_latipes ENSORLG00000027304
cyprinodon_variegatus ENSCVAG00000005490
periophthalmus_magnuspinnatus ENSPMGG00000006329
gadus_morhua ENSGMOG00000018119
esox_lucius ENSELUG00000011074
astyanax_mexicanus ENSAMXG00000042859
pygocentrus_nattereri ENSPNAG00000000616
ictalurus_punctatus ENSIPUG00000008672
danio_rerio ENSDARG00000028894
paramormyrops_kingsleyae ENSPKIG00000006706
scleropages_formosus ENSSFOG00015004958
paramormyrops_kingsleyae ENSPKIG00000021844
scleropages_formosus ENSSFOG00015021074
lepisosteus_oculatus ENSLOCG00000004057
eptatretus_burgeri ENSEBUG00000002293
ciona_savignyi ENSCSAVG00000006466
ciona_intestinalis ENSCING00000015055
drosophila_melanogaster FBgn0033341
