esox_lucius ENSELUG00000000966
manacus_vitellinus ENSMVIG00005004446
lepidothrix_coronata ENSLCOG00000006856
taeniopygia_guttata ENSTGUG00000003556
lonchura_striata_domestica ENSLSDG00000000358
serinus_canaria ENSSCAG00000006516
parus_major ENSPMJG00000009556
cyanistes_caeruleus ENSCCEG00000002106
ficedula_albicollis ENSFALG00000001315
junco_hyemalis ENSJHYG00000011868
calidris_pugnax ENSCPUG00000011477
melopsittacus_undulatus ENSMUNG00000009422
crocodylus_porosus ENSCPRG00005000106
gopherus_agassizii ENSGAGG00000012658
chelonoidis_abingdonii ENSCABG00000001251
chrysemys_picta_bellii ENSCPBG00000025230
pelodiscus_sinensis ENSPSIG00000007967
pogona_vitticeps ENSPVIG00000002500
notechis_scutatus ENSNSUG00000011367
salvator_merianae ENSSMRG00000010441
sphenodon_punctatus ENSSPUG00000018153
anolis_carolinensis ENSACAG00000017751
calidris_pygmaea ENSCPGG00000005413
monodelphis_domestica ENSMODG00000005649
phascolarctos_cinereus ENSPCIG00000005382
sarcophilus_harrisii ENSSHAG00000018422
chinchilla_lanigera ENSCLAG00000009906
cavia_porcellus ENSCPOG00000012874
heterocephalus_glaber_male ENSHGLG00100012315
heterocephalus_glaber_female ENSHGLG00000010908
fukomys_damarensis ENSFDAG00000008960
castor_canadensis ENSCCNG00000027388
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024358
mus_spicilegus ENSMSIG00000010495
mus_musculus ENSMUSG00000026811
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023441
mus_pahari MGP_PahariEiJ_G0024898
rattus_norvegicus ENSRNOG00000046984
meriones_unguiculatus ENSMUGG00000012695
cricetulus_griseus_crigri-picr ENSCGRG00015005750
cricetulus_griseus_crigri ENSCGRG00000010811
cricetulus_griseus_chok1gshd ENSCGRG00001015092
peromyscus_maniculatus_bairdii ENSPEMG00000010793
microtus_ochrogaster ENSMOCG00000012970
nannospalax_galili ENSNGAG00000016045
jaculus_jaculus ENSJJAG00000020310
urocitellus_parryii ENSUPAG00010014519
spermophilus_dauricus ENSSDAG00000024078
ictidomys_tridecemlineatus ENSSTOG00000021535
oryctolagus_cuniculus ENSOCUG00000026208
carlito_syrichta ENSTSYG00000009679
ovis_aries ENSOARG00000011307
capra_hircus ENSCHIG00000000945
bos_mutus ENSBMUG00000019134
bos_taurus ENSBTAG00000044129
bison_bison_bison ENSBBBG00000005657
sus_scrofa ENSSSCG00000005623
myotis_lucifugus ENSMLUG00000013529
ursus_americanus ENSUAMG00000023070
ursus_maritimus ENSUMAG00000000176
mustela_putorius_furo ENSMPUG00000013554
canis_lupus_familiaris ENSCAFG00000031177
canis_lupus_dingo ENSCAFG00020015798
vulpes_vulpes ENSVVUG00000013335
equus_asinus_asinus ENSEASG00005020429
equus_caballus ENSECAG00000012040
propithecus_coquereli ENSPCOG00000027166
microcebus_murinus ENSMICG00000005699
otolemur_garnettii ENSOGAG00000008127
saimiri_boliviensis_boliviensis ENSSBOG00000001473
cebus_capucinus ENSCCAG00000030270
aotus_nancymaae ENSANAG00000026734
homo_sapiens ENSG00000257524
pongo_abelii ENSPPYG00000019635
chlorocebus_sabaeus ENSCSAG00000013932
cercocebus_atys ENSCATG00000044872
macaca_fascicularis ENSMFAG00000032250
macaca_mulatta ENSMMUG00000018686
macaca_nemestrina ENSMNEG00000044411
theropithecus_gelada ENSTGEG00000021282
mandrillus_leucophaeus ENSMLEG00000008254
rhinopithecus_roxellana ENSRROG00000036872
dasypus_novemcinctus ENSDNOG00000037953
loxodonta_africana ENSLAFG00000013236
procavia_capensis ENSPCAG00000004850
neovison_vison ENSNVIG00000010661
ailuropoda_melanoleuca ENSAMEG00000015163
panthera_pardus ENSPPRG00000001993
panthera_tigris_altaica ENSPTIG00000006333
felis_catus ENSFCAG00000001491
erinaceus_europaeus ENSEEUG00000015785
tursiops_truncatus ENSTTRG00000016468
pteropus_vampyrus ENSPVAG00000000964
sorex_araneus ENSSARG00000000917
vicugna_pacos ENSVPAG00000008249
choloepus_hoffmanni ENSCHOG00000000346
echinops_telfairi ENSETEG00000000778
pan_paniscus ENSPPAG00000036084
pan_troglodytes ENSPTRG00000021403
homo_sapiens ENSG00000160408
nomascus_leucogenys ENSNLEG00000017511
colobus_angolensis_palliatus ENSCANG00000041026
piliocolobus_tephrosceles ENSPTEG00000015612
rhinopithecus_bieti ENSRBIG00000035666
papio_anubis ENSPANG00000024841
callithrix_jacchus ENSCJAG00000019903
prolemur_simus ENSPSMG00000008110
tupaia_belangeri ENSTBEG00000000095
ochotona_princeps ENSOPRG00000016341
notamacropus_eugenii ENSMEUG00000012968
ornithorhynchus_anatinus ENSOANG00000008139
xenopus_tropicalis ENSXETG00000021997
latimeria_chalumnae ENSLACG00000016746
eptatretus_burgeri ENSEBUG00000010653
