manacus_vitellinus ENSMVIG00005012450
marmota_marmota_marmota ENSMMMG00000021319
urocitellus_parryii ENSUPAG00010023239
chinchilla_lanigera ENSCLAG00000015860
octodon_degus ENSODEG00000006251
cavia_aperea ENSCAPG00000013076
cavia_porcellus ENSCPOG00000030888
heterocephalus_glaber_male ENSHGLG00100000374
heterocephalus_glaber_female ENSHGLG00000018926
fukomys_damarensis ENSFDAG00000020371
oryctolagus_cuniculus ENSOCUG00000014433
ochotona_princeps ENSOPRG00000014407
vicugna_pacos ENSVPAG00000011529
myotis_lucifugus ENSMLUG00000007779
rhinopithecus_bieti ENSRBIG00000031238
otolemur_garnettii ENSOGAG00000030905
echinops_telfairi ENSETEG00000016964
choloepus_hoffmanni ENSCHOG00000009744
ornithorhynchus_anatinus ENSOANG00000011214
xenopus_tropicalis ENSXETG00000005150
latimeria_chalumnae ENSLACG00000016098
paramormyrops_kingsleyae ENSPKIG00000012951
scleropages_formosus ENSSFOG00015024190
pygocentrus_nattereri ENSPNAG00000006220
astyanax_mexicanus ENSAMXG00000024878
ictalurus_punctatus ENSIPUG00000012752
danio_rerio ENSDARG00000093357
scophthalmus_maximus ENSSMAG00000000705
cynoglossus_semilaevis ENSCSEG00000015983
labrus_bergylta ENSLBEG00000021977
seriola_dumerili ENSSDUG00000018340
seriola_lalandi_dorsalis ENSSLDG00000013924
gasterosteus_aculeatus ENSGACG00000013940
mastacembelus_armatus ENSMAMG00000011596
monopterus_albus ENSMALG00000014438
anabas_testudineus ENSATEG00000012919
amphiprion_percula ENSAPEG00000008807
amphiprion_ocellaris ENSAOCG00000018854
acanthochromis_polyacanthus ENSAPOG00000004210
stegastes_partitus ENSSPAG00000013638
astatotilapia_calliptera ENSACLG00000027161
maylandia_zebra ENSMZEG00005025523
haplochromis_burtoni ENSHBUG00000002596
pundamilia_nyererei ENSPNYG00000009704
neolamprologus_brichardi ENSNBRG00000016862
amphilophus_citrinellus ENSACIG00000012941
fundulus_heteroclitus ENSFHEG00000018476
cyprinodon_variegatus ENSCVAG00000008584
xiphophorus_maculatus ENSXMAG00000015426
xiphophorus_couchianus ENSXCOG00000001978
gambusia_affinis ENSGAFG00000009864
poecilia_latipinna ENSPLAG00000010461
poecilia_formosa ENSPFOG00000000668
poecilia_mexicana ENSPMEG00000008799
poecilia_reticulata ENSPREG00000017258
kryptolebias_marmoratus ENSKMAG00000020936
oryzias_latipes ENSORLG00020014427
oryzias_latipes_asm223469v1 ENSORLG00015014489
oryzias_melastigma ENSOMEG00000023239
takifugu_rubripes ENSTRUG00000012837
tetraodon_nigroviridis ENSTNIG00000015273
mola_mola ENSMMOG00000011708
hippocampus_comes ENSHCOG00000020159
periophthalmus_magnuspinnatus ENSPMGG00000015028
esox_lucius ENSELUG00000015730
scleropages_formosus ENSSFOG00015015271
paramormyrops_kingsleyae ENSPKIG00000002151
pygocentrus_nattereri ENSPNAG00000004400
astyanax_mexicanus ENSAMXG00000006742
ictalurus_punctatus ENSIPUG00000001476
danio_rerio ENSDARG00000079581
xiphophorus_maculatus ENSXMAG00000000867
xiphophorus_couchianus ENSXCOG00000012647
gambusia_affinis ENSGAFG00000002629
poecilia_mexicana ENSPMEG00000005970
poecilia_reticulata ENSPREG00000021210
poecilia_latipinna ENSPLAG00000003424
poecilia_formosa ENSPFOG00000006223
cyprinodon_variegatus ENSCVAG00000016525
fundulus_heteroclitus ENSFHEG00000009056
kryptolebias_marmoratus ENSKMAG00000009836
oryzias_melastigma ENSOMEG00000016437
astatotilapia_calliptera ENSACLG00000008587
maylandia_zebra ENSMZEG00005002613
neolamprologus_brichardi ENSNBRG00000008197
haplochromis_burtoni ENSHBUG00000010769
pundamilia_nyererei ENSPNYG00000023085
oreochromis_niloticus ENSONIG00000014842
amphilophus_citrinellus ENSACIG00000015370
amphiprion_ocellaris ENSAOCG00000013492
amphiprion_percula ENSAPEG00000022749
acanthochromis_polyacanthus ENSAPOG00000001571
stegastes_partitus ENSSPAG00000022209
monopterus_albus ENSMALG00000020010
mastacembelus_armatus ENSMAMG00000018117
mola_mola ENSMMOG00000009735
anabas_testudineus ENSATEG00000019335
seriola_dumerili ENSSDUG00000004876
seriola_lalandi_dorsalis ENSSLDG00000005629
takifugu_rubripes ENSTRUG00000003701
tetraodon_nigroviridis ENSTNIG00000011187
labrus_bergylta ENSLBEG00000005412
gasterosteus_aculeatus ENSGACG00000001374
cynoglossus_semilaevis ENSCSEG00000008854
gadus_morhua ENSGMOG00000010139
lepisosteus_oculatus ENSLOCG00000009528
gopherus_agassizii ENSGAGG00000004205
chelonoidis_abingdonii ENSCABG00000022611
chrysemys_picta_bellii ENSCPBG00000002655
pelodiscus_sinensis ENSPSIG00000007050
pogona_vitticeps ENSPVIG00000011011
anolis_carolinensis ENSACAG00000027708
salvator_merianae ENSSMRG00000001427
chinchilla_lanigera ENSCLAG00000002252
octodon_degus ENSODEG00000016669
cavia_porcellus ENSCPOG00000009913
cavia_aperea ENSCAPG00000002252
heterocephalus_glaber_female ENSHGLG00000013367
heterocephalus_glaber_male ENSHGLG00100006932
fukomys_damarensis ENSFDAG00000015081
urocitellus_parryii ENSUPAG00010017895
spermophilus_dauricus ENSSDAG00000021759
ictidomys_tridecemlineatus ENSSTOG00000024074
marmota_marmota_marmota ENSMMMG00000012342
castor_canadensis ENSCCNG00000018357
dipodomys_ordii ENSDORG00000023955
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028894
mus_musculus ENSMUSG00000045348
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027889
mus_pahari MGP_PahariEiJ_G0024469
rattus_norvegicus ENSRNOG00000024641
rattus_norvegicus ENSRNOG00000050511
meriones_unguiculatus ENSMUGG00000015286
cricetulus_griseus_crigri ENSCGRG00000017829
cricetulus_griseus_crigri-picr ENSCGRG00015010924
cricetulus_griseus_chok1gshd ENSCGRG00001019510
mesocricetus_auratus ENSMAUG00000002982
peromyscus_maniculatus_bairdii ENSPEMG00000008104
microtus_ochrogaster ENSMOCG00000016828
nannospalax_galili ENSNGAG00000020824
jaculus_jaculus ENSJJAG00000019668
oryctolagus_cuniculus ENSOCUG00000003810
propithecus_coquereli ENSPCOG00000018803
microcebus_murinus ENSMICG00000012488
prolemur_simus ENSPSMG00000001596
otolemur_garnettii ENSOGAG00000027476
pan_troglodytes ENSPTRG00000019491
pan_troglodytes ENSPTRG00000043360
pan_paniscus ENSPPAG00000012593
homo_sapiens ENSG00000166924
gorilla_gorilla ENSGGOG00000002803
pongo_abelii ENSPPYG00000017416
nomascus_leucogenys ENSNLEG00000011748
papio_anubis ENSPANG00000026456
theropithecus_gelada ENSTGEG00000010335
mandrillus_leucophaeus ENSMLEG00000043181
macaca_mulatta ENSMMUG00000010463
macaca_nemestrina ENSMNEG00000031829
macaca_fascicularis ENSMFAG00000039580
chlorocebus_sabaeus ENSCSAG00000017905
cercocebus_atys ENSCATG00000030172
piliocolobus_tephrosceles ENSPTEG00000024595
colobus_angolensis_palliatus ENSCANG00000030631
rhinopithecus_roxellana ENSRROG00000036831
rhinopithecus_bieti ENSRBIG00000013787
saimiri_boliviensis_boliviensis ENSSBOG00000011911
callithrix_jacchus ENSCJAG00000015307
cebus_capucinus ENSCCAG00000022801
aotus_nancymaae ENSANAG00000028466
equus_asinus_asinus ENSEASG00005017050
equus_caballus ENSECAG00000012983
myotis_lucifugus ENSMLUG00000009744
capra_hircus ENSCHIG00000014691
ovis_aries ENSOARG00000016868
bos_taurus ENSBTAG00000017456
bos_mutus ENSBMUG00000000241
tursiops_truncatus ENSTTRG00000008883
erinaceus_europaeus ENSEEUG00000002106
ursus_americanus ENSUAMG00000026474
ailuropoda_melanoleuca ENSAMEG00000015016
mustela_putorius_furo ENSMPUG00000015679
canis_lupus_dingo ENSCAFG00020014003
canis_lupus_familiaris ENSCAFG00000014374
vulpes_vulpes ENSVVUG00000023428
panthera_pardus ENSPPRG00000001207
panthera_tigris_altaica ENSPTIG00000015607
felis_catus ENSFCAG00000010806
vicugna_pacos ENSVPAG00000005398
sus_scrofa ENSSSCG00000030337
pteropus_vampyrus ENSPVAG00000012000
ursus_maritimus ENSUMAG00000010735
neovison_vison ENSNVIG00000000942
loxodonta_africana ENSLAFG00000021541
procavia_capensis ENSPCAG00000001747
echinops_telfairi ENSETEG00000001441
dasypus_novemcinctus ENSDNOG00000049504
sorex_araneus ENSSARG00000004946
notamacropus_eugenii ENSMEUG00000002396
phascolarctos_cinereus ENSPCIG00000000186
sarcophilus_harrisii ENSSHAG00000009909
monodelphis_domestica ENSMODG00000004503
xenopus_tropicalis ENSXETG00000013426
latimeria_chalumnae ENSLACG00000002245
paramormyrops_kingsleyae ENSPKIG00000017410
scleropages_formosus ENSSFOG00015022517
paramormyrops_kingsleyae ENSPKIG00000005223
gasterosteus_aculeatus ENSGACG00000020389
labrus_bergylta ENSLBEG00000016398
takifugu_rubripes ENSTRUG00000016149
tetraodon_nigroviridis ENSTNIG00000011777
mola_mola ENSMMOG00000016405
seriola_dumerili ENSSDUG00000012009
seriola_lalandi_dorsalis ENSSLDG00000017545
scophthalmus_maximus ENSSMAG00000015310
mastacembelus_armatus ENSMAMG00000014353
monopterus_albus ENSMALG00000018522
anabas_testudineus ENSATEG00000014511
xiphophorus_maculatus ENSXMAG00000011808
gambusia_affinis ENSGAFG00000005400
poecilia_formosa ENSPFOG00000005955
poecilia_mexicana ENSPMEG00000001163
poecilia_latipinna ENSPLAG00000021684
poecilia_reticulata ENSPREG00000022341
fundulus_heteroclitus ENSFHEG00000002772
cyprinodon_variegatus ENSCVAG00000019869
kryptolebias_marmoratus ENSKMAG00000013730
oryzias_latipes_asm223469v1 ENSORLG00015008100
oryzias_latipes ENSORLG00020003081
oryzias_latipes ENSORLG00000029175
oryzias_melastigma ENSOMEG00000000065
astatotilapia_calliptera ENSACLG00000013186
haplochromis_burtoni ENSHBUG00000002914
maylandia_zebra ENSMZEG00005016151
pundamilia_nyererei ENSPNYG00000018670
neolamprologus_brichardi ENSNBRG00000019243
oreochromis_niloticus ENSONIG00000004237
amphilophus_citrinellus ENSACIG00000015854
amphiprion_percula ENSAPEG00000003543
amphiprion_ocellaris ENSAOCG00000009605
acanthochromis_polyacanthus ENSAPOG00000002255
stegastes_partitus ENSSPAG00000005648
hippocampus_comes ENSHCOG00000005353
cynoglossus_semilaevis ENSCSEG00000017840
periophthalmus_magnuspinnatus ENSPMGG00000002843
gadus_morhua ENSGMOG00000018659
esox_lucius ENSELUG00000006572
pygocentrus_nattereri ENSPNAG00000013927
astyanax_mexicanus ENSAMXG00000006977
ictalurus_punctatus ENSIPUG00000022178
danio_rerio ENSDARG00000103123
lepisosteus_oculatus ENSLOCG00000013530
chelonoidis_abingdonii ENSCABG00000021592
latimeria_chalumnae ENSLACG00000013550
ailuropoda_melanoleuca ENSAMEG00000006114
oryzias_latipes ENSORLG00000026333
oryctolagus_cuniculus ENSOCUG00000006491
eptatretus_burgeri ENSEBUG00000014017
