serinus_canaria ENSSCAG00000005786
bos_taurus ENSBTAG00000018918
bison_bison_bison ENSBBBG00000013435
ovis_aries ENSOARG00000015657
capra_hircus ENSCHIG00000022087
tursiops_truncatus ENSTTRG00000017348
equus_asinus_asinus ENSEASG00005010430
equus_asinus_asinus ENSEASG00005010435
equus_caballus ENSECAG00000019013
sorex_araneus ENSSARG00000000059
pan_troglodytes ENSPTRG00000014907
pan_paniscus ENSPPAG00000037616
homo_sapiens ENSG00000178057
gorilla_gorilla ENSGGOG00000013240
pongo_abelii ENSPPYG00000013885
nomascus_leucogenys ENSNLEG00000006739
cercocebus_atys ENSCATG00000039806
chlorocebus_sabaeus ENSCSAG00000015235
theropithecus_gelada ENSTGEG00000007725
papio_anubis ENSPANG00000009002
macaca_nemestrina ENSMNEG00000033547
macaca_mulatta ENSMMUG00000005654
macaca_fascicularis ENSMFAG00000046307
mandrillus_leucophaeus ENSMLEG00000038523
colobus_angolensis_palliatus ENSCANG00000043347
piliocolobus_tephrosceles ENSPTEG00000008164
rhinopithecus_roxellana ENSRROG00000034732
rhinopithecus_bieti ENSRBIG00000038471
saimiri_boliviensis_boliviensis ENSSBOG00000020650
cebus_capucinus ENSCCAG00000030039
callithrix_jacchus ENSCJAG00000003387
aotus_nancymaae ENSANAG00000022893
carlito_syrichta ENSTSYG00000013419
propithecus_coquereli ENSPCOG00000014463
microcebus_murinus ENSMICG00000007862
prolemur_simus ENSPSMG00000025995
otolemur_garnettii ENSOGAG00000003941
mus_spicilegus ENSMSIG00000000202
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033841
mus_musculus ENSMUSG00000070283
mus_pahari MGP_PahariEiJ_G0015564
rattus_norvegicus ENSRNOG00000020068
meriones_unguiculatus ENSMUGG00000018402
microtus_ochrogaster ENSMOCG00000018646
microtus_ochrogaster ENSMOCG00000017678
cricetulus_griseus_chok1gshd ENSCGRG00001023494
cricetulus_griseus_crigri-picr ENSCGRG00015013590
cricetulus_griseus_crigri ENSCGRG00000010597
mesocricetus_auratus ENSMAUG00000014556
peromyscus_maniculatus_bairdii ENSPEMG00000017882
nannospalax_galili ENSNGAG00000001095
jaculus_jaculus ENSJJAG00000013949
heterocephalus_glaber_male ENSHGLG00100011031
heterocephalus_glaber_female ENSHGLG00000012830
fukomys_damarensis ENSFDAG00000017776
chinchilla_lanigera ENSCLAG00000010367
octodon_degus ENSODEG00000018257
cavia_porcellus ENSCPOG00000009951
spermophilus_dauricus ENSSDAG00000015850
ictidomys_tridecemlineatus ENSSTOG00000001799
urocitellus_parryii ENSUPAG00010022795
marmota_marmota_marmota ENSMMMG00000005669
castor_canadensis ENSCCNG00000004171
oryctolagus_cuniculus ENSOCUG00000017721
ochotona_princeps ENSOPRG00000000067
tupaia_belangeri ENSTBEG00000011035
dipodomys_ordii ENSDORG00000004360
notamacropus_eugenii ENSMEUG00000007884
phascolarctos_cinereus ENSPCIG00000022141
monodelphis_domestica ENSMODG00000022966
sarcophilus_harrisii ENSSHAG00000014794
ornithorhynchus_anatinus ENSOANG00000010908
latimeria_chalumnae ENSLACG00000003530
xenopus_tropicalis ENSXETG00000024755
pygocentrus_nattereri ENSPNAG00000021801
astyanax_mexicanus ENSAMXG00000033274
ictalurus_punctatus ENSIPUG00000018399
danio_rerio ENSDARG00000112931
fundulus_heteroclitus ENSFHEG00000004421
cyprinodon_variegatus ENSCVAG00000008843
xiphophorus_maculatus ENSXMAG00000028361
xiphophorus_couchianus ENSXCOG00000004670
gambusia_affinis ENSGAFG00000021566
poecilia_mexicana ENSPMEG00000002786
poecilia_formosa ENSPFOG00000017910
poecilia_latipinna ENSPLAG00000016710
poecilia_reticulata ENSPREG00000005523
kryptolebias_marmoratus ENSKMAG00000021769
maylandia_zebra ENSMZEG00005011837
pundamilia_nyererei ENSPNYG00000009264
astatotilapia_calliptera ENSACLG00000021231
haplochromis_burtoni ENSHBUG00000022959
neolamprologus_brichardi ENSNBRG00000005639
oreochromis_niloticus ENSONIG00000018892
amphilophus_citrinellus ENSACIG00000018788
amphiprion_ocellaris ENSAOCG00000015076
amphiprion_percula ENSAPEG00000018806
acanthochromis_polyacanthus ENSAPOG00000011187
stegastes_partitus ENSSPAG00000012316
takifugu_rubripes ENSTRUG00000020326
tetraodon_nigroviridis ENSTNIG00000014669
mola_mola ENSMMOG00000021738
labrus_bergylta ENSLBEG00000020721
gasterosteus_aculeatus ENSGACG00000001193
hippocampus_comes ENSHCOG00000006252
periophthalmus_magnuspinnatus ENSPMGG00000003574
monopterus_albus ENSMALG00000018985
mastacembelus_armatus ENSMAMG00000023858
anabas_testudineus ENSATEG00000007861
seriola_dumerili ENSSDUG00000013269
seriola_lalandi_dorsalis ENSSLDG00000023436
scophthalmus_maximus ENSSMAG00000000108
oryzias_latipes ENSORLG00000022621
oryzias_latipes ENSORLG00020000221
oryzias_latipes_asm223469v1 ENSORLG00015005705
oryzias_melastigma ENSOMEG00000004618
poecilia_mexicana ENSPMEG00000017296
cynoglossus_semilaevis ENSCSEG00000001895
gadus_morhua ENSGMOG00000008177
esox_lucius ENSELUG00000007843
paramormyrops_kingsleyae ENSPKIG00000024122
lepisosteus_oculatus ENSLOCG00000014399
scleropages_formosus ENSSFOG00015006098
petromyzon_marinus ENSPMAG00000003332
eptatretus_burgeri ENSEBUG00000001942
drosophila_melanogaster FBgn0034919
caenorhabditis_elegans_strain_n2 WBGene00011123
