lonchura_striata_domestica ENSLSDG00000016515
cebus_capucinus ENSCCAG00000026020
saimiri_boliviensis_boliviensis ENSSBOG00000035849
callithrix_jacchus ENSCJAG00000019159
aotus_nancymaae ENSANAG00000022992
carlito_syrichta ENSTSYG00000007390
prolemur_simus ENSPSMG00000010896
equus_caballus ENSECAG00000006233
equus_asinus_asinus ENSEASG00005007366
myotis_lucifugus ENSMLUG00000009095
tursiops_truncatus ENSTTRG00000015329
vicugna_pacos ENSVPAG00000001748
sus_scrofa ENSSSCG00000008337
capra_hircus ENSCHIG00000009871
ovis_aries ENSOARG00000019784
bos_taurus ENSBTAG00000009343
bos_mutus ENSBMUG00000020638
bison_bison_bison ENSBBBG00000016827
canis_lupus_dingo ENSCAFG00020000737
canis_lupus_familiaris ENSCAFG00000003309
ailuropoda_melanoleuca ENSAMEG00000016190
mustela_putorius_furo ENSMPUG00000006715
panthera_pardus ENSPPRG00000012772
panthera_tigris_altaica ENSPTIG00000018576
felis_catus ENSFCAG00000004577
erinaceus_europaeus ENSEEUG00000011373
sorex_araneus ENSSARG00000000760
pteropus_vampyrus ENSPVAG00000001238
macaca_mulatta ENSMMUG00000007868
meriones_unguiculatus ENSMUGG00000020293
ursus_maritimus ENSUMAG00000021266
ursus_americanus ENSUAMG00000007686
vulpes_vulpes ENSVVUG00000027823
neovison_vison ENSNVIG00000003722
procavia_capensis ENSPCAG00000005251
echinops_telfairi ENSETEG00000011726
loxodonta_africana ENSLAFG00000012746
dasypus_novemcinctus ENSDNOG00000014926
choloepus_hoffmanni ENSCHOG00000004009
xenopus_tropicalis ENSXETG00000008205
latimeria_chalumnae ENSLACG00000018142
seriola_lalandi_dorsalis ENSSLDG00000008786
seriola_dumerili ENSSDUG00000020275
scophthalmus_maximus ENSSMAG00000006655
monopterus_albus ENSMALG00000003525
xiphophorus_maculatus ENSXMAG00000001846
xiphophorus_couchianus ENSXCOG00000015925
poecilia_latipinna ENSPLAG00000022566
poecilia_mexicana ENSPMEG00000008295
poecilia_formosa ENSPFOG00000012288
poecilia_reticulata ENSPREG00000007195
gambusia_affinis ENSGAFG00000010091
cyprinodon_variegatus ENSCVAG00000010942
fundulus_heteroclitus ENSFHEG00000019861
kryptolebias_marmoratus ENSKMAG00000005569
oryzias_latipes ENSORLG00020006081
oryzias_latipes_asm223469v1 ENSORLG00015020752
oryzias_latipes ENSORLG00000011356
oryzias_melastigma ENSOMEG00000009699
astatotilapia_calliptera ENSACLG00000009314
maylandia_zebra ENSMZEG00005012175
pundamilia_nyererei ENSPNYG00000015552
neolamprologus_brichardi ENSNBRG00000022059
oreochromis_niloticus ENSONIG00000011669
amphilophus_citrinellus ENSACIG00000006539
amphiprion_ocellaris ENSAOCG00000015277
amphiprion_percula ENSAPEG00000014378
acanthochromis_polyacanthus ENSAPOG00000011837
hippocampus_comes ENSHCOG00000011393
periophthalmus_magnuspinnatus ENSPMGG00000011905
gasterosteus_aculeatus ENSGACG00000011014
labrus_bergylta ENSLBEG00000004055
takifugu_rubripes ENSTRUG00000002601
tetraodon_nigroviridis ENSTNIG00000004885
tetraodon_nigroviridis ENSTNIG00000019551
mola_mola ENSMMOG00000002373
cynoglossus_semilaevis ENSCSEG00000015060
cynoglossus_semilaevis ENSCSEG00000013600
esox_lucius ENSELUG00000017437
gadus_morhua ENSGMOG00000006002
pygocentrus_nattereri ENSPNAG00000020992
ictalurus_punctatus ENSIPUG00000006300
danio_rerio ENSDARG00000011855
paramormyrops_kingsleyae ENSPKIG00000007442
scleropages_formosus ENSSFOG00015005439
paramormyrops_kingsleyae ENSPKIG00000020694
pygocentrus_nattereri ENSPNAG00000017558
astyanax_mexicanus ENSAMXG00000020591
ictalurus_punctatus ENSIPUG00000024580
danio_rerio ENSDARG00000077686
kryptolebias_marmoratus ENSKMAG00000008465
cyprinodon_variegatus ENSCVAG00000005842
astatotilapia_calliptera ENSACLG00000017315
pundamilia_nyererei ENSPNYG00000010259
neolamprologus_brichardi ENSNBRG00000002116
haplochromis_burtoni ENSHBUG00000000632
takifugu_rubripes ENSTRUG00000008307
tetraodon_nigroviridis ENSTNIG00000009098
mola_mola ENSMMOG00000008147
cynoglossus_semilaevis ENSCSEG00000001577
acanthochromis_polyacanthus ENSAPOG00000009554
acanthochromis_polyacanthus ENSAPOG00000021256
xiphophorus_couchianus ENSXCOG00000004538
acanthochromis_polyacanthus ENSAPOG00000023092
periophthalmus_magnuspinnatus ENSPMGG00000014102
hippocampus_comes ENSHCOG00000010719
gasterosteus_aculeatus ENSGACG00000017085
oreochromis_niloticus ENSONIG00000003488
mastacembelus_armatus ENSMAMG00000010719
stegastes_partitus ENSSPAG00000003329
scophthalmus_maximus ENSSMAG00000000981
labrus_bergylta ENSLBEG00000020962
anabas_testudineus ENSATEG00000016218
amphiprion_ocellaris ENSAOCG00000011568
amphiprion_percula ENSAPEG00000010212
maylandia_zebra ENSMZEG00005018220
amphilophus_citrinellus ENSACIG00000017858
gambusia_affinis ENSGAFG00000008414
xiphophorus_maculatus ENSXMAG00000006860
poecilia_latipinna ENSPLAG00000013786
poecilia_mexicana ENSPMEG00000013441
poecilia_formosa ENSPFOG00000019752
poecilia_reticulata ENSPREG00000011103
fundulus_heteroclitus ENSFHEG00000001689
oryzias_latipes ENSORLG00020016066
oryzias_latipes_asm223469v1 ENSORLG00015003422
oryzias_latipes ENSORLG00000008890
oryzias_melastigma ENSOMEG00000002051
seriola_dumerili ENSSDUG00000017687
seriola_lalandi_dorsalis ENSSLDG00000015969
monopterus_albus ENSMALG00000016386
gadus_morhua ENSGMOG00000010051
esox_lucius ENSELUG00000020200
lepisosteus_oculatus ENSLOCG00000014966
petromyzon_marinus ENSPMAG00000005802
acanthochromis_polyacanthus ENSAPOG00000013005
monopterus_albus ENSMALG00000006579
hippocampus_comes ENSHCOG00000009444
ovis_aries ENSOARG00000018773
eptatretus_burgeri ENSEBUG00000007883
ciona_savignyi ENSCSAVG00000008197
