paramormyrops_kingsleyae ENSPKIG00000002063
anas_platyrhynchos_platyrhynchos ENSAPLG00000015743
numida_meleagris ENSNMEG00000012849
coturnix_japonica ENSCJPG00005012029
cyanistes_caeruleus ENSCCEG00000008537
parus_major ENSPMJG00000014071
serinus_canaria ENSSCAG00000006255
taeniopygia_guttata ENSTGUG00000005053
lonchura_striata_domestica ENSLSDG00000015838
ficedula_albicollis ENSFALG00000006955
lepidothrix_coronata ENSLCOG00000015487
manacus_vitellinus ENSMVIG00005012440
calidris_pugnax ENSCPUG00000010476
calidris_pygmaea ENSCPGG00000008001
melopsittacus_undulatus ENSMUNG00000001065
apteryx_haastii ENSAHAG00000018732
apteryx_owenii ENSAOWG00000009826
apteryx_rowi ENSARWG00000002216
dromaius_novaehollandiae ENSDNVG00000013772
nothoprocta_perdicaria ENSNPEG00000007635
junco_hyemalis ENSJHYG00000002738
zonotrichia_albicollis ENSZALG00000012801
gallus_gallus ENSGALG00000001201
anolis_carolinensis ENSACAG00000001358
pogona_vitticeps ENSPVIG00000005017
salvator_merianae ENSSMRG00000008750
sphenodon_punctatus ENSSPUG00000002817
sphenodon_punctatus ENSSPUG00000002812
chelonoidis_abingdonii ENSCABG00000015016
gopherus_agassizii ENSGAGG00000018916
chrysemys_picta_bellii ENSCPBG00000015847
pelodiscus_sinensis ENSPSIG00000007597
crocodylus_porosus ENSCPRG00005000121
latimeria_chalumnae ENSLACG00000014805
xenopus_tropicalis ENSXETG00000015621
petromyzon_marinus ENSPMAG00000001545
eptatretus_burgeri ENSEBUG00000010075
eptatretus_burgeri ENSEBUG00000015312
