gasterosteus_aculeatus ENSGACG00000003513
mustela_putorius_furo ENSMPUG00000017661
neovison_vison ENSNVIG00000011024
canis_lupus_dingo ENSCAFG00020013822
canis_lupus_familiaris ENSCAFG00000009526
vulpes_vulpes ENSVVUG00000019092
panthera_tigris_altaica ENSPTIG00000001213
panthera_pardus ENSPPRG00000014748
felis_catus ENSFCAG00000041558
equus_asinus_asinus ENSEASG00005023410
equus_caballus ENSECAG00000015253
spermophilus_dauricus ENSSDAG00000003870
dasypus_novemcinctus ENSDNOG00000031340
choloepus_hoffmanni ENSCHOG00000006317
notamacropus_eugenii ENSMEUG00000006724
sarcophilus_harrisii ENSSHAG00000010378
phascolarctos_cinereus ENSPCIG00000009394
monodelphis_domestica ENSMODG00000016202
ornithorhynchus_anatinus ENSOANG00000008896
anser_brachyrhynchus ENSABRG00000018781
anas_platyrhynchos_platyrhynchos ENSAPLG00000008678
calidris_pugnax ENSCPUG00000002872
dromaius_novaehollandiae ENSDNVG00000000901
melopsittacus_undulatus ENSMUNG00000006205
meleagris_gallopavo ENSMGAG00000004020
calidris_pygmaea ENSCPGG00000009879
apteryx_owenii ENSAOWG00000004574
apteryx_rowi ENSARWG00000001537
apteryx_haastii ENSAHAG00000000426
parus_major ENSPMJG00000004141
cyanistes_caeruleus ENSCCEG00000005605
ficedula_albicollis ENSFALG00000005359
junco_hyemalis ENSJHYG00000002931
zonotrichia_albicollis ENSZALG00000014034
serinus_canaria ENSSCAG00000012849
lonchura_striata_domestica ENSLSDG00000014111
manacus_vitellinus ENSMVIG00005007581
lepidothrix_coronata ENSLCOG00000009433
taeniopygia_guttata ENSTGUG00000005178
taeniopygia_guttata ENSTGUG00000005171
gallus_gallus ENSGALG00000004146
coturnix_japonica ENSCJPG00005020937
numida_meleagris ENSNMEG00000015932
nothoprocta_perdicaria ENSNPEG00000011181
chelonoidis_abingdonii ENSCABG00000020069
gopherus_agassizii ENSGAGG00000005738
chrysemys_picta_bellii ENSCPBG00000017739
pelodiscus_sinensis ENSPSIG00000013280
crocodylus_porosus ENSCPRG00005011852
pogona_vitticeps ENSPVIG00000023634
anolis_carolinensis ENSACAG00000016909
notechis_scutatus ENSNSUG00000014738
salvator_merianae ENSSMRG00000005981
sphenodon_punctatus ENSSPUG00000013751
latimeria_chalumnae ENSLACG00000010482
