manacus_vitellinus ENSMVIG00005017191
larimichthys_crocea ENSLCRG00005017737
astatotilapia_calliptera ENSACLG00000022527
maylandia_zebra ENSMZEG00005022246
pundamilia_nyererei ENSPNYG00000004108
haplochromis_burtoni ENSHBUG00000006029
neolamprologus_brichardi ENSNBRG00000004545
gouania_willdenowi ENSGWIG00000020205
anabas_testudineus ENSATEG00000024208
betta_splendens ENSBSLG00000008539
poecilia_formosa ENSPFOG00000013498
poecilia_mexicana ENSPMEG00000005161
poecilia_latipinna ENSPLAG00000010911
poecilia_reticulata ENSPREG00000022448
xiphophorus_maculatus ENSXMAG00000024169
gambusia_affinis ENSGAFG00000020684
fundulus_heteroclitus ENSFHEG00000006951
cyprinodon_variegatus ENSCVAG00000014551
kryptolebias_marmoratus ENSKMAG00000004976
amphiprion_ocellaris ENSAOCG00000001555
acanthochromis_polyacanthus ENSAPOG00000012175
stegastes_partitus ENSSPAG00000019001
parambassis_ranga ENSPRNG00000006127
seriola_lalandi ENSSLDG00000015090
seriola_dumerili ENSSDUG00000003232
scophthalmus_maximus ENSSMAG00000020768
lates_calcarifer ENSLCAG00010024064
cottoperca_gobio ENSCGOG00000020450
labrus_bergylta ENSLBEG00000017404
mastacembelus_armatus ENSMAMG00000003270
hippocampus_comes ENSHCOG00000015058
takifugu_rubripes ENSTRUG00000020106
periophthalmus_magnuspinnatus ENSPMGG00000010881
gadus_morhua ENSGMOG00000005723
hucho_hucho ENSHHUG00000014449
hucho_hucho ENSHHUG00000033663
esox_lucius ENSELUG00000004096
clupea_harengus ENSCHAG00000002471
denticeps_clupeoides ENSDCDG00000032786
astyanax_mexicanus ENSAMXG00005020128
astyanax_mexicanus ENSAMXG00000042323
pygocentrus_nattereri ENSPNAG00000021483
electrophorus_electricus ENSEEEG00000002362
ictalurus_punctatus ENSIPUG00000018855
danio_rerio ENSDARG00000095268
astyanax_mexicanus ENSAMXG00000043122
astyanax_mexicanus ENSAMXG00005007227
pygocentrus_nattereri ENSPNAG00000006414
ictalurus_punctatus ENSIPUG00000023651
danio_rerio ENSDARG00000100446
denticeps_clupeoides ENSDCDG00000020724
cynoglossus_semilaevis ENSCSEG00000016393
cottoperca_gobio ENSCGOG00000002266
parambassis_ranga ENSPRNG00000010867
gouania_willdenowi ENSGWIG00000022340
maylandia_zebra ENSMZEG00005001814
pundamilia_nyererei ENSPNYG00000004412
astatotilapia_calliptera ENSACLG00000001353
haplochromis_burtoni ENSHBUG00000011963
neolamprologus_brichardi ENSNBRG00000010073
amphilophus_citrinellus ENSACIG00000011452
xiphophorus_maculatus ENSXMAG00000028632
xiphophorus_couchianus ENSXCOG00000015838
gambusia_affinis ENSGAFG00000015909
poecilia_formosa ENSPFOG00000016041
poecilia_mexicana ENSPMEG00000003243
poecilia_latipinna ENSPLAG00000022053
cyprinodon_variegatus ENSCVAG00000020178
fundulus_heteroclitus ENSFHEG00000016226
kryptolebias_marmoratus ENSKMAG00000016925
oryzias_latipes ENSORLG00020011618
oryzias_latipes ENSORLG00015006985
oryzias_latipes ENSORLG00000007619
oryzias_melastigma ENSOMEG00000011060
mola_mola ENSMMOG00000013263
hippocampus_comes ENSHCOG00000001761
larimichthys_crocea ENSLCRG00005022778
labrus_bergylta ENSLBEG00000006915
stegastes_partitus ENSSPAG00000000436
seriola_dumerili ENSSDUG00000018502
seriola_lalandi ENSSLDG00000011699
monopterus_albus ENSMALG00000001844
anabas_testudineus ENSATEG00000025144
mastacembelus_armatus ENSMAMG00000003407
amphiprion_ocellaris ENSAOCG00000004753
amphiprion_percula ENSAPEG00000023698
takifugu_rubripes ENSTRUG00000018169
lates_calcarifer ENSLCAG00010009441
gadus_morhua ENSGMOG00000007773
hucho_hucho ENSHHUG00000042027
hucho_hucho ENSHHUG00000015736
esox_lucius ENSELUG00000009435
paramormyrops_kingsleyae ENSPKIG00000022478
scleropages_formosus ENSSFOG00015004607
lepisosteus_oculatus ENSLOCG00000010954
erpetoichthys_calabaricus ENSECRG00000014571
